split,iteration,case_count,mean_field_relative_l2,std_field_relative_l2,mean_gradient_relative_l2,std_gradient_relative_l2,mean_front_top10_f1,std_front_top10_f1,mean_curve_field_improvement_from_k1_percent,mean_curve_gradient_degradation_from_k1_percent,mean_curve_front_f1_improvement_from_k1_percent
test_exact_operator_control,12,24,0.9244353746374449,0.012278923992671038,1.2921525190273921,0.05711755195491041,0.38757501418391865,0.028067524913952382,5.550223946038338,23.461601059729,8.856509923665769
test_exact_operator_control,13,24,0.9229736973841985,0.012490223256851563,1.2998610238234203,0.05936803175597447,0.3877148851752281,0.028423021632855087,5.699563849096924,24.198127382961015,8.895794881148312
test_exact_operator_control,14,24,0.9216661378741264,0.012699428345155403,1.3069416830937068,0.061384468086079,0.3883379139006138,0.028532343034478016,5.833157506687075,24.874664801876545,9.07078225171057
test_exact_operator_control,15,24,0.9205733413497607,0.012872030926896998,1.312967340151469,0.06309093654526142,0.38850320130586624,0.028215475548585257,5.94480878035169,25.450399675920774,9.117205806923504
test_exact_operator_control,16,24,0.9195927977561951,0.013038338782248743,1.3182895630598068,0.06442505428602029,0.3888210790852706,0.028291338711040132,6.044991146111696,25.958923361619078,9.206486757402477
test_exact_operator_control,17,24,0.9187107036511103,0.01319652156596424,1.3230146914720535,0.06555764786744354,0.3890499472618103,0.028833842949013023,6.13511490486168,26.410396318873303,9.270767967539735
test_exact_operator_control,18,24,0.9179453502098719,0.013329247149008452,1.3271118104457855,0.06653518969819278,0.38873206948240596,0.028395281609583205,6.21331124298369,26.801864710398704,9.181487017060762
test_exact_operator_control,19,24,0.9172753964861234,0.013468603225169143,1.3306848208109539,0.06737892260172645,0.38906266167759895,0.02847290508994292,6.281760569903244,27.143255973265045,9.274339010248422
test_exact_operator_control,20,24,0.9166603982448578,0.013588954307617411,1.3339393238226573,0.0680961612504636,0.3888465066750844,0.028077956573289625,6.344595082466008,27.454214739015907,9.213628494051141
test_exact_operator_control,21,24,0.916114422182242,0.013699049559821498,1.3368304669857025,0.06874287438698103,0.38911351809899014,0.028123494566397636,6.400377583070885,27.730455475729496,9.288622832314477
test_exact_operator_control,22,24,0.9156100004911423,0.01380584505466036,1.3395016491413116,0.06926821698514063,0.3894568147758643,0.027886676276015397,6.4519144639262045,27.98567954626098,9.385043078061228
test_exact_operator_control,23,24,0.9151491249601046,0.01392424175653681,1.3419819474220276,0.06980124653964444,0.3893550969660282,0.028040248281181582,6.499002223535504,28.222665190241596,9.356474038854326
test_exact_operator_control,24,24,0.9147135019302368,0.014030124137284068,1.3443134526411693,0.07027613842468838,0.3895585425198078,0.02843412153378514,6.543509929259222,28.445434068524648,9.41361490741771
