seed,split,method,sample_count,parameters,rel_l2_mean,gradient_rel_l2_mean,support_reprojection_rel_l2_mean,heldout_reprojection_rel_l2_mean,support_correction_leakage_mean,correction_norm_ratio_mean,field_improvement_vs_base_pct_mean
20260711,test_iid,support_fit_base,20,0,0.25253310487165087,0.3993614905160451,0.22970228694200076,0.29973741638742013,0.0,0.0,0.0
20260711,test_iid,free_correction,20,13105,0.25347969253827213,0.3994940148872407,0.23096716821738025,0.3006729655947476,0.015518371208115195,0.015211896211452086,-0.8935510917500634
20260711,test_iid,nullspace_correction,20,13105,0.251206027636323,0.40230553277133785,0.22970228723706318,0.2977808924811828,2.031844191204859e-08,0.03944318161059267,-0.03308827337582995
20260711,test_iid,oracle_null_upper_bound,20,0,0.17721278673625807,0.27024847640550215,0.22970228694200076,0.15507087182807716,1.1314240011118434e-16,0.18774424594752298,23.71375091336809
20260711,test_view_ood,support_fit_base,16,0,0.34087747857472395,0.5354328538149052,0.26696944553469487,0.42037500599207744,0.0,0.0,0.0
20260711,test_view_ood,free_correction,16,13105,0.34156535051760456,0.5370709627035783,0.2722520346864701,0.41872347551847594,0.018134074766189577,0.017158826837036917,-0.3837818754571847
20260711,test_view_ood,nullspace_correction,16,13105,0.33847256023836736,0.5384622925550333,0.266969445058144,0.41609050704153816,1.8130837202967245e-08,0.07209621281287448,-0.018398115475805776
20260711,test_view_ood,oracle_null_upper_bound,16,0,0.15132806644863275,0.23490573127411282,0.2669694455346949,0.10380176645210765,1.802486780041025e-16,0.34607011277691485,50.83216064213768
20260711,test_noise_ood,support_fit_base,16,0,0.2839778033573208,0.4613203552963026,0.26124885289652544,0.3435216395037488,0.0,0.0,0.0
20260711,test_noise_ood,free_correction,16,13105,0.28291956010627256,0.46105852824935323,0.25956321957408696,0.3432087774246421,0.01592424828672861,0.016323389951011298,0.08307848980572274
20260711,test_noise_ood,nullspace_correction,16,13105,0.28192484436261606,0.4644506393099738,0.26124885244729956,0.3424582617950197,1.8274618594254705e-08,0.046421498563444435,0.3804252797351833
20260711,test_noise_ood,oracle_null_upper_bound,16,0,0.18976353639931884,0.2911847619073483,0.26124885289652544,0.16512421157046808,1.3008600578572458e-16,0.24184394376875096,27.173459910153277
20260711,test_joint_ood,support_fit_base,16,0,0.3686935650744011,0.5461360444874608,0.2660126326507659,0.43024426047255926,0.0,0.0,0.0
20260711,test_joint_ood,free_correction,16,13105,0.36719888383347926,0.5465852343012834,0.26488619484823206,0.42819096692055675,0.01958809579916531,0.01929696449726407,0.4751048134817138
20260711,test_joint_ood,nullspace_correction,16,13105,0.36922976331421065,0.5536777729529789,0.266012632982783,0.4342579646783363,1.6112013116957813e-08,0.08501191004796937,-0.1896507440911558
20260711,test_joint_ood,oracle_null_upper_bound,16,0,0.1732966449479711,0.24158347984041642,0.2660126326507659,0.1294710615012502,1.778747414998571e-16,0.3966855991205051,48.81903774603873
20260711,test_family_ood,support_fit_base,20,0,0.6947012389002716,0.8927385213569096,0.5648110764065495,0.7192432407216789,0.0,0.0,0.0
20260711,test_family_ood,free_correction,20,13105,0.6934248923002724,0.8918068134617554,0.5623964503217252,0.717730301015042,0.011995923942366727,0.016929296822647107,0.1858163715377288
20260711,test_family_ood,nullspace_correction,20,13105,0.6919883758281523,0.8905588688131802,0.5648110764818632,0.7071929650872627,1.423677667704795e-08,0.05269266740829469,0.40232887909098525
20260711,test_family_ood,oracle_null_upper_bound,20,0,0.39471676900662006,0.4406138903312512,0.5648110764065495,0.23577771966779193,3.847869787704155e-16,0.8726726194672088,43.20092848338088
20260712,test_iid,support_fit_base,20,0,0.247946091749582,0.40372227499429136,0.23080378967335635,0.2890221358349064,0.0,0.0,0.0
20260712,test_iid,free_correction,20,13105,0.5697881282491204,0.45003952382802614,0.243812187266309,0.2959209252110519,0.06445992151543893,0.4999999997600665,-173.2755625175044
20260712,test_iid,nullspace_correction,20,13105,0.2460319731431237,0.40605422673446706,0.23080379003983867,0.28806696501320483,2.0456318888819174e-08,0.04472807526184578,-0.31132837040215716
20260712,test_iid,oracle_null_upper_bound,20,0,0.17462707725176355,0.2741975110893168,0.2308037896733563,0.14560275638392148,1.1189654941681193e-16,0.181967822371388,23.888630075558602
20260712,test_view_ood,support_fit_base,16,0,0.3292879208592813,0.5241384654746256,0.24716498652977809,0.40755424815571545,0.0,0.0,0.0
20260712,test_view_ood,free_correction,16,13105,0.5640086998377233,0.5572764407465398,0.27076431976006377,0.411055160910584,0.055774960448435836,0.4999999949371007,-91.45676208435671
20260712,test_view_ood,nullspace_correction,16,13105,0.33088118094657326,0.5316935568568871,0.24716498635989773,0.4094682320456303,1.918455706408922e-08,0.08032433351507284,-1.722117877778973
20260712,test_view_ood,oracle_null_upper_bound,16,0,0.14650401311155042,0.23111558538916982,0.2471649865297781,0.10544977035373207,1.721671524123735e-16,0.33121992405978995,51.246166661718476
20260712,test_noise_ood,support_fit_base,16,0,0.270398698424009,0.45174339428594734,0.2511591948908225,0.3156377557332517,0.0,0.0,0.0
20260712,test_noise_ood,free_correction,16,13105,0.5101632642036794,0.4892219025113018,0.26871872323940216,0.3300879579856741,0.06673347179478914,0.5000000029155265,-124.87620681439157
20260712,test_noise_ood,nullspace_correction,16,13105,0.2682038613327684,0.45597909907126966,0.25115919497466566,0.3154758435880992,1.9028701914706752e-08,0.053538660336830454,0.1859096017702726
20260712,test_noise_ood,oracle_null_upper_bound,16,0,0.1817992659521235,0.28531836732961646,0.2511591948908225,0.15564001198193897,1.2790483185165044e-16,0.22542788959371696,26.84755142548833
20260712,test_joint_ood,support_fit_base,16,0,0.34877409656639813,0.5330109797451059,0.24939229487546202,0.40991984178303786,0.0,0.0,0.0
20260712,test_joint_ood,free_correction,16,13105,0.5313878986016817,0.551155625718054,0.26409558132038735,0.40852689357193944,0.053802491871354385,0.5000000082315552,-71.45098081931505
20260712,test_joint_ood,nullspace_correction,16,13105,0.3532151232729432,0.5456760062062551,0.24939229486565861,0.41999398407375554,1.6521275604616185e-08,0.09792774323724421,-1.605295180293611
20260712,test_joint_ood,oracle_null_upper_bound,16,0,0.1625836679047381,0.23288303995669468,0.249392294875462,0.12417854105731012,1.5977169409354503e-16,0.37144347182615656,49.190278911773454
20260712,test_family_ood,support_fit_base,20,0,0.6931561347432743,0.8914264926753418,0.5668536350247672,0.6953391022188578,0.0,0.0,0.0
20260712,test_family_ood,free_correction,20,13105,0.7952595888190749,0.8919297364471932,0.5705060747613776,0.6903741592864729,0.038499468788361975,0.49999998659459166,-14.921629824938027
20260712,test_family_ood,nullspace_correction,20,13105,0.6893615736291131,0.8887575961323689,0.5668536348864943,0.681613836696967,1.4851691627583132e-08,0.057682629609535685,0.5593393603900122
20260712,test_family_ood,oracle_null_upper_bound,20,0,0.3972814796833893,0.44106373130921384,0.5668536350247672,0.23540334710083327,3.874161190631616e-16,0.8215803506579535,42.684693370767405
