method,model_seed,split,projection_iterations,interpolation_fraction,case_count,paired_call_budget,field_gain_mean,h1_gain_mean,reprojection_ratio_mean,reprojection_ratio_maximum,field_harm_rate,worst_field_gain
jacru_m2,29,development,9,0.9,12,23,0.392996786910804,0.33446149498546734,32.380335499161845,66.48952822823338,0.08333333333333333,-0.07687828773026244
jacru_m2,29,development,9,0.95,12,23,0.3886467199650858,0.3262532045208126,16.23249664443642,33.25584967961007,0.08333333333333333,-0.08258277999578187
jacru_m2,29,development,9,0.975,12,23,0.38629224670604984,0.32198612041066593,8.178824615846393,16.650475746419044,0.08333333333333333,-0.08566690256082106
jacru_m2,29,development,9,0.99,12,23,0.38482297147391925,0.3193749413609141,3.4061824134195735,6.723625142276219,0.08333333333333333,-0.08759083235996656
jacru_m2,29,development,9,0.995,12,23,0.38432385214681447,0.31849616080191995,1.8942834068442576,3.473161502551082,0.08333333333333333,-0.08824432069039614
jacru_m2,29,development,9,1.0,12,23,0.38382007232279186,0.3176132143254868,0.854986806513227,1.233267920043993,0.08333333333333333,-0.08890388003296631
jacru_m2,29,development,10,0.0,12,24,0.3796079630463629,0.3916174532048525,396.6763262865008,805.3711751981687,0.08333333333333333,-0.08681784402273815
jacru_m2,29,development,10,0.5,12,24,0.40669523553766945,0.38294260350970205,198.34577636262281,402.70182372676953,0.08333333333333333,-0.055663566507601514
jacru_m2,29,development,10,0.75,12,24,0.40022562942380985,0.3566935325081637,99.18136770584069,201.36779729936734,0.08333333333333333,-0.06487084642707244
jacru_m2,29,development,10,0.9,12,24,0.3900821202600213,0.33483684129772956,39.68549144532755,80.56945842054232,0.08333333333333333,-0.07823555814354381
jacru_m2,29,development,10,0.95,12,24,0.3857070519020393,0.32663200212819926,19.858134504870936,40.306804078671526,0.08333333333333333,-0.08395594148961955
jacru_m2,29,development,10,0.975,12,24,0.383339160875221,0.3223667181415199,9.953018965816291,20.18194817316345,0.08333333333333333,-0.08704818019017586
jacru_m2,29,development,10,0.99,12,24,0.3818615464073543,0.3197566425198001,4.036534010536078,8.127587031387126,0.08333333333333333,-0.08897703267905697
jacru_m2,29,development,10,0.995,12,24,0.3813595996557502,0.3188782336229688,2.104653071883407,4.142913551384441,0.08333333333333333,-0.0896321706107647
jacru_m2,29,development,10,1.0,12,24,0.3808529686845919,0.3179956607241902,0.6165350441525259,0.9196550142509049,0.08333333333333333,-0.09029338387112062
jacru_m2,29,ood,9,0.0,18,23,0.28592228086046956,0.3047583391053209,246.23906879883114,503.2633314644177,0.0,0.08370187764665196
jacru_m2,29,ood,9,0.5,18,23,0.32364875773229196,0.3171963267197804,123.11306708682383,251.58580925809412,0.0,0.0999200710153618
jacru_m2,29,ood,9,0.75,18,23,0.32467321425377116,0.3004752025823122,61.55220129004081,125.75156571677371,0.0,0.09335949035890832
jacru_m2,29,ood,9,0.9,18,23,0.3194441144936475,0.2835634695856191,24.622515276211775,50.265495241116355,0.0,0.0847867803919192
jacru_m2,29,ood,9,0.95,18,23,0.3167456158319137,0.2768571153118138,12.323995837107667,25.127638003302536,0.0,0.08117518773118249
jacru_m2,29,ood,9,0.975,18,23,0.31522026187045443,0.27331185301685007,6.195888397406097,12.60398575867744,0.0,0.07923034476993318
jacru_m2,29,ood,9,0.99,18,23,0.31424916192597224,0.27112434670456115,2.5830812459427444,5.23079653475729,0.0,0.07801927632473736
jacru_m2,29,ood,9,0.995,18,23,0.31391618850861014,0.27038521410933714,1.465884508883181,2.977481073252669,0.0,0.07760825512598694
jacru_m2,29,ood,9,1.0,18,23,0.31357859013582756,0.2696411259489934,0.7790287626206923,1.7430354867457318,0.0,0.07719357619625127
jacru_m2,29,ood,10,0.0,18,24,0.2825150101039765,0.3051616206107942,306.93288844140426,586.134162908969,0.0,0.08134189307772621
jacru_m2,29,ood,10,0.5,18,24,0.3204041597014381,0.3175903521559054,153.46709915002725,293.0724414994824,0.0,0.0974721131520685
jacru_m2,29,ood,10,0.75,18,24,0.3214193825318131,0.30087641521496267,76.7349072101925,146.54245489902087,0.0,0.0908308844512932
jacru_m2,29,ood,10,0.9,18,24,0.3161554388860467,0.28397250107636907,30.697839720313407,58.62725947450818,0.0,0.08219936576246559
jacru_m2,29,ood,10,0.95,18,24,0.31344057145851983,0.27726929985903387,15.355891657638121,29.326852442510525,0.0,0.07856656422534816
jacru_m2,29,ood,10,0.975,18,24,0.31190616048459163,0.2737257127465138,7.691900538589337,14.685366544891314,0.0,0.0766108283407898
jacru_m2,29,ood,10,0.99,18,24,0.31092934986617926,0.27153924260597323,3.115359579340296,5.928124012707692,0.0,0.07539313344941058
jacru_m2,29,ood,10,0.995,18,24,0.3105944270555602,0.2708004605358439,1.6234627048558774,3.0535904356762917,0.0,0.07497988845506284
jacru_m2,29,ood,10,1.0,18,24,0.31025485644080225,0.2700567254560012,0.49504143184011734,0.9925204678200336,0.0,0.07456297827714528
jacru_m2,43,development,9,0.0,12,23,0.42424843716245547,0.40739887292928295,317.93475591714804,645.9018188024748,0.0,0.10016352793726725
jacru_m2,43,development,9,0.5,12,23,0.43817071496657983,0.39639501943121047,158.98243374598476,322.9510994811065,0.0,0.049430632480961446
jacru_m2,43,development,9,0.75,12,23,0.42493066682137953,0.36841217993769,79.50833665980056,161.47644688677175,0.0,0.0010573094469569523
jacru_m2,43,development,9,0.9,12,23,0.4109286414236904,0.3454693986111757,31.830465749658483,64.59391784877226,0.08333333333333333,-0.03422738992344316
jacru_m2,43,development,9,0.95,12,23,0.4053190964686377,0.3369042543669008,15.94874777228732,32.30351158435608,0.08333333333333333,-0.046931589905820505
jacru_m2,43,development,9,0.975,12,23,0.4023449654132311,0.3324598191170282,8.027957884572796,16.165370899135645,0.08333333333333333,-0.05345106455665383
jacru_m2,43,development,9,0.99,12,23,0.4005072691341216,0.32974264695563354,3.335107115199388,6.504964370561268,0.08333333333333333,-0.05741512755897345
jacru_m2,43,development,9,0.995,12,23,0.39988591657983,0.32882861065590174,1.8510851228223155,3.321445239273882,0.08333333333333333,-0.058745113863948026
jacru_m2,43,development,9,1.0,12,23,0.3992601935077036,0.3279104476120302,0.841453950673973,1.3709427547408821,0.08333333333333333,-0.06007938912389297
jacru_m2,43,development,10,0.0,12,24,0.42148340138952856,0.40774673217101093,390.71709960963966,782.4456307241036,0.0,0.099190820850707
jacru_m2,43,development,10,0.5,12,24,0.43551679625462064,0.3967589002972338,195.36964028858128,391.2469568782592,0.0,0.04835879593286597
jacru_m2,43,development,10,0.75,12,24,0.4222265864127026,0.3687971996028239,97.69693723160789,195.64801908508724,0.0,-8.61733643269879e-05
jacru_m2,43,development,10,0.9,12,24,0.4081620687589527,0.34587034992683785,39.09659465112605,78.28993289398083,0.08333333333333333,-0.03541943605206351
jacru_m2,43,development,10,0.95,12,24,0.40252662696512065,0.3373109779444448,19.568589107071535,39.17269574990575,0.08333333333333333,-0.048140638686761696
jacru_m2,43,development,10,0.975,12,24,0.39953863580580423,0.33286950868323484,9.814674543776166,19.618050925561416,0.08333333333333333,-0.05466875754021455
jacru_m2,43,development,10,0.99,12,24,0.3976923369383158,0.3301541408672883,3.993210596878059,7.897878548926749,0.08333333333333333,-0.05863805157239559
jacru_m2,43,development,10,0.995,12,24,0.3970680695431368,0.3292407100764673,2.0977127016448596,4.011730838567251,0.08333333333333333,-0.05996978887292566
jacru_m2,43,development,10,1.0,12,24,0.3964394080985562,0.32832315455395716,0.6262996462460998,1.1673458659899727,0.08333333333333333,-0.061305818760640333
jacru_m2,43,ood,9,0.0,18,23,0.2648940814378364,0.2987247553891701,282.94937604640387,697.7839388214703,0.1111111111111111,-0.0325056910859376
jacru_m2,43,ood,9,0.5,18,23,0.31631588750480144,0.3116378001027384,141.47826220152157,348.89912672661865,0.0,0.08917041137063669
jacru_m2,43,ood,9,0.75,18,23,0.32115417764689846,0.29234010267815025,70.74540432775777,174.46145873740542,0.0,0.11110759173506869
jacru_m2,43,ood,9,0.9,18,23,0.31696239521793934,0.2730386564132464,28.3143180606714,69.81401353662582,0.0,0.11298005282768073
jacru_m2,43,ood,9,0.95,18,23,0.3143901487089711,0.26541335762887197,14.184953659041984,34.95675101218559,0.0,0.11025185394506354
jacru_m2,43,ood,9,0.975,18,23,0.31288649934652324,0.26138776006220793,7.146802353163774,17.575111428401144,0.0,0.10545470750119534
jacru_m2,43,ood,9,0.99,18,23,0.3119151839623913,0.25890565480256106,3.003598191503407,7.291458101391916,0.0,0.10254720045116823
jacru_m2,43,ood,9,0.995,18,23,0.31157993536129325,0.25806727966117526,1.7302560307227663,4.076120823392666,0.0,0.10157320873161296
jacru_m2,43,ood,9,1.0,18,23,0.31123896118247335,0.2572234340251699,0.9712065359296697,2.18970933668639,0.0,0.1005968187010933
jacru_m2,43,ood,10,0.0,18,24,0.26123577666707143,0.2990916945940091,351.8190724399194,812.6858829200494,0.1111111111111111,-0.03844074746310291
jacru_m2,43,ood,10,0.5,18,24,0.31295317170171005,0.3120218963027675,175.90777888865063,406.3371797627233,0.0,0.08309494507976073
jacru_m2,43,ood,10,0.75,18,24,0.3178279309837345,0.2927363812574338,87.95307331386918,203.16383234063105,0.0,0.10516831065124517
jacru_m2,43,ood,10,0.9,18,24,0.31361991399064426,0.27344312884173644,35.183261543842654,81.2630374674637,0.0,0.1070473931401498
jacru_m2,43,ood,10,0.95,18,24,0.31103593315764283,0.2658207063161335,17.59834004257799,40.63479531892297,0.0,0.10574960231326475
jacru_m2,43,ood,10,0.975,18,24,0.30952524560319805,0.26179657448967225,8.815250962698332,20.33071201495679,0.0,0.10314347811025006
jacru_m2,43,ood,10,0.99,18,24,0.30854933513740856,0.25931535759013136,3.574756051662415,8.180229671465533,0.0,0.1002283667507993
jacru_m2,43,ood,10,0.995,18,24,0.3082124930503493,0.2584772800620649,1.8729738387230586,4.182126810236502,0.0,0.09925182785905062
jacru_m2,43,ood,10,1.0,18,24,0.3078698945581336,0.2576337327881135,0.6258207261583876,1.3403050920147765,0.0,0.09827288448908982
pooled_cnn,17,development,9,0.0,12,23,0.4317821972385008,0.430440045862789,308.9905429782984,660.699733116972,0.0,0.040628897327127475
pooled_cnn,17,development,9,0.5,12,23,0.4367547976015063,0.4104001115797536,154.5294231536632,330.4215506212166,0.0,-0.009162100404326422
pooled_cnn,17,development,9,0.75,12,23,0.4187085135672708,0.3767579220757194,77.30145428934972,165.28350030915942,0.08333333333333333,-0.05746624279327772
pooled_cnn,17,development,9,0.9,12,23,0.40188873264277974,0.3502899816992473,30.972925468532537,66.20399445162238,0.08333333333333333,-0.09288288048720443
pooled_cnn,17,development,9,0.95,12,23,0.3953623373403921,0.34054337152647535,15.543676788500612,33.183009942587766,0.08333333333333333,-0.10566242017799536
pooled_cnn,17,development,9,0.975,12,23,0.39193481722833506,0.3355081615677294,7.853746131479633,16.682769773760963,0.08333333333333333,-0.1122255961791624
pooled_cnn,17,development,9,0.99,12,23,0.3898267899932793,0.3324366431296086,3.310214581159205,6.814567507985413,0.08333333333333333,-0.11621782441289218
pooled_cnn,17,development,9,0.995,12,23,0.38911561791541266,0.331404521619913,1.8840095009471918,3.5748882460482596,0.08333333333333333,-0.11755752423188721
pooled_cnn,17,development,9,1.0,12,23,0.3884002225986363,0.33036829130168144,0.9181431260619942,1.3126105332738691,0.08333333333333333,-0.11890167582136618
pooled_cnn,17,development,10,0.0,12,24,0.4290843796366677,0.4307874983231083,379.8007727218184,800.3718279605117,0.0,0.039591834372708835
pooled_cnn,17,development,10,0.5,12,24,0.43412045060247784,0.41078380503802886,189.91053948542176,400.19050678559904,0.08333333333333333,-0.010258617398256573
pooled_cnn,17,development,10,0.75,12,24,0.4159978666924126,0.37717072393942624,94.96654222830199,200.10045916198177,0.08333333333333333,-0.058617860852323525
pooled_cnn,17,development,10,0.9,12,24,0.39910035875918276,0.35072285638279466,38.00371927527562,80.04839181995756,0.08333333333333333,-0.09407447269040864
pooled_cnn,17,development,10,0.95,12,24,0.3925431466016072,0.340983307865734,19.02204426036133,40.03430363415937,0.08333333333333333,-0.10686837966517407
pooled_cnn,17,development,10,0.975,12,24,0.38909934207299196,0.33595169300431843,9.542199486856886,20.03337993051253,0.08333333333333333,-0.11343892460398347
pooled_cnn,17,development,10,0.99,12,24,0.38698126972592345,0.3328823515671702,3.8878908000442443,8.052317577524432,0.08333333333333333,-0.11743563221007071
pooled_cnn,17,development,10,0.995,12,24,0.38626670402576174,0.33185095899774575,2.0520083694668934,4.0905363263284364,0.08333333333333333,-0.11877683471520604
pooled_cnn,17,development,10,1.0,12,24,0.3855478925980518,0.33081545924261574,0.6711361234141086,1.1103780213787522,0.08333333333333333,-0.12012249374244095
pooled_cnn,17,ood,9,0.0,18,23,0.2894668401120966,0.3120664969063055,268.0373085862803,545.4230920877274,0.0,0.09461231913524218
pooled_cnn,17,ood,9,0.5,18,23,0.33173050061952675,0.32223766346234856,134.028718610724,272.75189869249067,0.0,0.09380685650176081
pooled_cnn,17,ood,9,0.75,18,23,0.33095336978424755,0.3008285666312935,67.0266461487549,136.4212954082474,0.0,0.07402246223341244
pooled_cnn,17,ood,9,0.9,18,23,0.3233427161257121,0.2801495449067777,26.832505588177543,54.638886299760216,0.0,0.05731360817664015
pooled_cnn,17,ood,9,0.95,18,23,0.3196512079716037,0.27205571714405896,13.446250181975378,27.40455735155132,0.0,0.050977128275205195
pooled_cnn,17,ood,9,0.975,18,23,0.3175942573321778,0.26779479580995597,6.774940023636591,13.83640737794992,0.0,0.047669244070308016
pooled_cnn,17,ood,9,0.99,18,23,0.3162932848733413,0.26517123478485255,2.8377478046409044,5.843916783644642,0.0,0.045640379481937665
pooled_cnn,17,ood,9,0.995,18,23,0.3158485617951024,0.2642856702385551,1.614856488086346,3.3853094315793832,0.0,0.04495678223183189
pooled_cnn,17,ood,9,1.0,18,23,0.31539832525216843,0.26339461809999953,0.8550233530620187,1.9077619785169397,0.0,0.04426954348951256
pooled_cnn,17,ood,10,0.0,18,24,0.28602580816556744,0.3124452340539668,333.9843685710873,662.1784173966804,0.0,0.08909185399266027
pooled_cnn,17,ood,10,0.5,18,24,0.32850235121825544,0.3226218070352049,166.99801720471999,331.12999480883377,0.0,0.09140412306300316
pooled_cnn,17,ood,10,0.75,18,24,0.32771716988089905,0.301224604098824,83.50569889209186,165.60756223998686,0.0,0.0715361417392291
pooled_cnn,17,ood,10,0.9,18,24,0.3200645767443924,0.28055536051914215,33.41304923747146,66.29978781222447,0.0,0.05476581179236205
pooled_cnn,17,ood,10,0.95,18,24,0.3163531205673,0.2724652011459854,16.720058028750955,33.206646013804836,0.0,0.04840708759699471
pooled_cnn,17,ood,10,0.975,18,24,0.31428510714476654,0.26820618765590815,8.382051964836139,16.677676827583497,0.0,0.04508776565985039
pooled_cnn,17,ood,10,0.99,18,24,0.31297715300787676,0.2655837945140685,3.405602020357435,6.81529661626913,0.0,0.04305193911050819
pooled_cnn,17,ood,10,0.995,18,24,0.31253004575067095,0.26469862309243053,1.7865310143554423,3.612975682317773,0.0,0.04236600479186055
pooled_cnn,17,ood,10,1.0,18,24,0.3120773966604298,0.26380796598461065,0.5728079126053485,1.2560602363022746,0.0,0.04167642081206405
pooled_cnn,29,development,9,0.0,12,23,0.4185325497455967,0.43312047366433143,339.9198078235371,736.5980661170781,0.0,-0.0036137210462020273
pooled_cnn,29,development,9,0.5,12,23,0.4341538978320947,0.41778813565595924,169.9952872052818,368.3544164326247,0.08333333333333333,-0.02781025901162152
pooled_cnn,29,development,9,0.75,12,23,0.41968191065362603,0.3852787405629881,85.03537252022458,184.23346572674643,0.08333333333333333,-0.060624707013701463
pooled_cnn,29,development,9,0.9,12,23,0.40430547567795366,0.35910883996168924,34.06690433313474,73.76368864973838,0.08333333333333333,-0.0863280324493247
pooled_cnn,29,development,9,0.95,12,23,0.3981478314037661,0.3494074776438762,17.089779827714377,36.94507164903479,0.08333333333333333,-0.09583184043175394
pooled_cnn,29,development,9,0.975,12,23,0.3948846118354828,0.34438578164518585,8.623890421560972,18.544411813626976,0.08333333333333333,-0.10075264159671868
pooled_cnn,29,development,9,0.99,12,23,0.39286889262500485,0.34131958994859285,3.6109791188215,7.5311685478209975,0.08333333333333333,-0.10375830890417449
pooled_cnn,29,development,9,0.995,12,23,0.39218745775126546,0.34028879148452096,2.027543201655842,3.9031340933575875,0.08333333333333333,-0.10476899041094401
pooled_cnn,29,development,9,1.0,12,23,0.39150128732641215,0.3392536610061252,0.9337365518194601,1.3739493617959675,0.08333333333333333,-0.10578404807300783
pooled_cnn,29,development,10,0.0,12,24,0.4157753347663011,0.4334680855506015,416.7904389151672,892.3150882307499,0.0,-0.004698609477533228
pooled_cnn,29,development,10,0.5,12,24,0.43151836013502426,0.41818709572310214,208.40527949191645,446.1465832559763,0.08333333333333333,-0.028925561297569586
pooled_cnn,29,development,10,0.75,12,24,0.41698322809106547,0.38571060449982536,104.2137584805589,223.06294052676722,0.08333333333333333,-0.06177773369611957
pooled_cnn,29,development,10,0.9,12,24,0.4015312444986825,0.3595617163251111,41.702228285171444,89.21470650290824,0.08333333333333333,-0.08751018702301849
pooled_cnn,29,development,10,0.95,12,24,0.3953426246720834,0.3498675279013595,20.870666876067677,44.60188222294444,0.08333333333333333,-0.0970247116285449
pooled_cnn,29,development,10,0.975,12,24,0.3920628856965978,0.34484944829502817,10.465304102719696,22.301572815949545,0.08333333333333333,-0.10195105259848264
pooled_cnn,29,development,10,0.99,12,24,0.3900369320454357,0.3417854356220876,4.254057645610776,8.940893439317286,0.08333333333333333,-0.10496010090998437
pooled_cnn,29,development,10,0.995,12,24,0.38935203251035305,0.3407553650129774,2.230582171999657,4.5195202160987575,0.08333333333333333,-0.1059719188583096
pooled_cnn,29,development,10,1.0,12,24,0.3886623710062765,0.3397209631417715,0.6792926177940758,1.0205603279132796,0.08333333333333333,-0.10698811765979402
pooled_cnn,29,ood,9,0.0,18,23,0.26816414000514655,0.3402089152359985,283.19319967100057,622.7340228772356,0.0,0.013121668237316099
pooled_cnn,29,ood,9,0.5,18,23,0.3296921487600787,0.3616163669172416,141.5887300707804,311.30878597226973,0.0,0.11598298341917532
pooled_cnn,29,ood,9,0.75,18,23,0.3372946752113754,0.3418451892954697,70.78913281348295,155.6015549423048,0.0,0.10793822396675144
pooled_cnn,29,ood,9,0.9,18,23,0.33394798729762315,0.3208743098672821,28.317815926937417,62.19448019958745,0.0,0.09761131146012465
pooled_cnn,29,ood,9,0.95,18,23,0.33152686285108546,0.3124985414135805,14.174760092823872,31.087613819981385,0.0,0.0932794813109365
pooled_cnn,29,ood,9,0.975,18,23,0.33007522287369645,0.30806533302120764,7.129329451435244,15.5882092550119,0.0,0.09095012708595594
pooled_cnn,29,ood,9,0.99,18,23,0.32912771940619984,0.30532882105337006,2.9806527733936687,6.457149621885327,0.0,0.08950068782314527
pooled_cnn,29,ood,9,0.995,18,23,0.32879918839035405,0.30440404688768985,1.7026211147608212,3.659342084900828,0.0,0.08900894447533628
pooled_cnn,29,ood,9,1.0,18,23,0.3284643255173567,0.3034730158129641,0.9148618943002818,2.348308517597569,0.0,0.08851291420842593
pooled_cnn,29,ood,10,0.0,18,24,0.2646308514657869,0.34058280858875256,352.7862820028505,725.2777271731156,0.0,0.007104326113484963
pooled_cnn,29,ood,10,0.5,18,24,0.32646154833038643,0.36199454423540556,176.39718384764075,362.6476378536581,0.0,0.11360865869397353
pooled_cnn,29,ood,10,0.75,18,24,0.33409272407426666,0.3422280292606982,88.20357839832374,181.33384476494103,0.0,0.10549536730366607
pooled_cnn,29,ood,10,0.9,18,24,0.3307215353371747,0.32126069715097955,35.290433301531394,72.54957283907093,0.0,0.09511451596122648
pooled_cnn,29,ood,10,0.95,18,24,0.3282854000323404,0.31288627076081804,17.65774103802221,36.29481710161717,0.0,0.090762711344703
pooled_cnn,29,ood,10,0.975,18,24,0.32682499532600284,0.30845376734090185,8.850764264338595,18.17991377099245,0.0,0.08842301002536171
pooled_cnn,29,ood,10,0.99,18,24,0.3258718339241742,0.30571768973228586,3.595797187479355,7.350470937961785,0.0,0.08696724919723468
pooled_cnn,29,ood,10,0.995,18,24,0.3255413507620324,0.30479306229122516,1.8884605561671597,3.80393881736848,0.0,0.08647337993078316
pooled_cnn,29,ood,10,1.0,18,24,0.32520450275878077,0.3038621789218336,0.6032880924324526,1.5333584000470792,0.0,0.0859752144231457
pooled_cnn,43,development,9,0.0,12,23,0.43962391596845013,0.4014731562755732,312.8012145525991,668.0192016103242,0.0,0.07584524835124141
pooled_cnn,43,development,9,0.5,12,23,0.4442098486178145,0.3842440260874765,156.4321859652039,334.0332642648739,0.0,0.018415806270798873
pooled_cnn,43,development,9,0.75,12,23,0.4256514282460983,0.3538053237035224,78.25012555298399,167.040922182629,0.08333333333333333,-0.03331540810468302
pooled_cnn,43,development,9,0.9,12,23,0.4084795445531609,0.32963377639133395,31.348710321237785,66.84752068318515,0.08333333333333333,-0.07057180782647277
pooled_cnn,43,development,9,0.95,12,23,0.4018331793468786,0.3206986320900214,15.727809915746581,33.453054951739546,0.08333333333333333,-0.08392449318724901
pooled_cnn,43,development,9,0.975,12,23,0.39834556520259135,0.3160763742889044,7.940895842306024,16.762054127305795,0.08333333333333333,-0.09076650432206924
pooled_cnn,43,development,9,0.99,12,23,0.3962014893454566,0.31325476774562316,3.336581387064553,6.76718016857139,0.08333333333333333,-0.09492353905385355
pooled_cnn,43,development,9,0.995,12,23,0.39547830572687287,0.3123062932048055,1.887668817405206,3.4674060291853435,0.08333333333333333,-0.09631775735133218
pooled_cnn,43,development,9,1.0,12,23,0.3947509021102457,0.3113538775890245,0.8888511702896308,1.278916237332092,0.08333333333333333,-0.09771621860013315
pooled_cnn,43,development,10,0.0,12,24,0.4369527264753947,0.40183101548030686,384.44391690383685,809.2386339906673,0.0,0.0748462536406287
pooled_cnn,43,development,10,0.5,12,24,0.4416076965446922,0.38464294807308647,192.23340173980444,404.6330817088385,0.0,0.017347260639740604
pooled_cnn,43,development,10,0.75,12,24,0.4229744893459301,0.3542400885910039,96.12924082261907,202.3307322262401,0.08333333333333333,-0.03444352457562244
