case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds,matched_step,total_calls,baseline_kind,dc_step_size,operator_norm_squared_bound,projection_iterations,paired_call_budget,matched_step_internal_offset
5639798ee009ab4df707,development,smooth_no_interface,2129,base_landweber_matched,-1,0.6046497806609316,0.05516440904120464,0.07020373630564747,0.01826093072302199,1.2086032237870061,0.006275945178835535,0.020949502575917687,,0.0006185928196360652,24,24,0,1,0.0,11,24,base_landweber_matched,0.10835923075998787,9.043991851240323,10,24,11
9f862d87f3c25fedf3e1,development,single_interface,2129,cgls_matched,-1,0.7209243433365184,0.08628391999201315,0.08481191556711916,-0.010660456701288309,1.1864262970383794,0.001407641822175825,0.019105925986265836,,,23,23,0,1,0.0,10,23,cgls_matched,,9.043991851240323,9,23,10
9f862d87f3c25fedf3e1,development,single_interface,2129,huber_pdhg_matched,-1,0.6766483084494717,0.08098473723161877,0.0796031369106684,-0.010652635514723648,1.0413107372254509,0.156848691323175,0.1605710605940337,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,9.043991851240323,9,23,10
9f862d87f3c25fedf3e1,development,single_interface,2129,base_landweber_matched,-1,0.7105450990968667,0.08504167885002742,0.0835908670698111,-0.010601412927411298,1.1690250474533093,0.014764043206102556,0.022795760822565087,,0.0018195816760640435,23,23,0,1,0.0,10,23,base_landweber_matched,0.10835923075998787,9.043991851240323,9,23,10
9f862d87f3c25fedf3e1,development,single_interface,2129,cgls_matched,-1,0.7209299567398954,0.08628459183289677,0.08481257594639147,-0.010660103802051905,1.18650429890877,0.001148022307462001,0.01888027161044418,,,24,24,0,1,0.0,11,24,cgls_matched,,9.043991851240323,10,24,11
9f862d87f3c25fedf3e1,development,single_interface,2129,huber_pdhg_matched,-1,0.674362968103865,0.08071121598718105,0.07933428194103777,-0.010606195695722229,1.0427906452289386,0.1508486620068609,0.15454209999000929,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.043991851240323,10,24,11
9f862d87f3c25fedf3e1,development,single_interface,2129,base_landweber_matched,-1,0.7106433540874727,0.08505343851083874,0.0836024261107068,-0.01060327494423998,1.1691645946761244,0.01446006471926,0.022576816754132662,,0.001927635348852423,24,24,0,1,0.0,11,24,base_landweber_matched,0.10835923075998787,9.043991851240323,10,24,11
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,cgls_matched,-1,0.6252357935580989,0.06678019731612367,0.06575525894773719,0.019015292505438437,1.145848340516493,0.0003382435523668258,0.015818415566600266,,,23,23,0,1,0.0,10,23,cgls_matched,,8.912965609852112,9,23,10
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,huber_pdhg_matched,-1,0.5956694747164114,0.0636222773337709,0.06264580652739066,0.019745369186803474,1.0094714020441136,0.12057850684436439,0.12245867910775156,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,8.912965609852112,9,23,10
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,base_landweber_matched,-1,0.6252753008581486,0.06678441701262848,0.06575941388059911,0.019024173300059184,1.1470560983867513,0.0035278342488641386,0.016400967957750496,,0.00037858728303055044,23,23,0,1,0.0,10,23,base_landweber_matched,0.10995218010453657,8.912965609852112,9,23,10
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,cgls_matched,-1,0.6252367652255024,0.06678030109799542,0.06575536113677113,0.019015894390087638,1.1458591295397733,0.00027921700510968525,0.015810819378239888,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112,10,24,11
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,huber_pdhg_matched,-1,0.5923328666250934,0.06326590082909773,0.0622948996674312,0.01954391412318896,1.0094858136773346,0.11314393814635168,0.11506531355942227,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112,10,24,11
17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,base_landweber_matched,-1,0.6252715147432961,0.06678401262519654,0.06575901569968065,0.01902401242476433,1.147030630033244,0.0034620441896027736,0.016381936967967723,,0.000402788544050225,24,24,0,1,0.0,11,24,base_landweber_matched,0.10995218010453657,8.912965609852112,10,24,11
6be92a896230a00c27bc,development,single_interface,2141,cgls_matched,-1,0.69998888358728,0.07143232402294007,0.09023072236982914,0.00857848525150862,1.206849033622089,0.0010123230428466998,0.019953261639349008,,,23,23,0,1,0.0,10,23,cgls_matched,,8.912965609852112,9,23,10
6be92a896230a00c27bc,development,single_interface,2141,huber_pdhg_matched,-1,0.6667778132018657,0.06804320742902806,0.08594971313980536,0.009168027261711521,1.0112148040302984,0.1442913723269388,0.140693856666856,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,8.912965609852112,9,23,10
6be92a896230a00c27bc,development,single_interface,2141,base_landweber_matched,-1,0.6918138886200342,0.07059808378987585,0.08917694034762887,0.008579034528088211,1.1898070330902701,0.009828870878748853,0.022134637774580912,,0.0008096822066402794,23,23,0,1,0.0,10,23,base_landweber_matched,0.10995218010453657,8.912965609852112,9,23,10
6be92a896230a00c27bc,development,single_interface,2141,cgls_matched,-1,0.6999212401158345,0.07142542115564655,0.09022200291808462,0.008579961021269997,1.2067629689056882,0.0007187280781369051,0.020067915428149733,,,24,24,0,1,0.0,11,24,cgls_matched,,8.912965609852112,10,24,11
6be92a896230a00c27bc,development,single_interface,2141,huber_pdhg_matched,-1,0.6637099659766779,0.0677301403758494,0.08555425818653474,0.009077373860981567,1.0129309569478933,0.13710717340472056,0.1334352174765188,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,8.912965609852112,10,24,11
6be92a896230a00c27bc,development,single_interface,2141,base_landweber_matched,-1,0.6919547773331421,0.07061246117277703,0.08919510133654678,0.00857943909493533,1.190071863095029,0.009642494232972854,0.022056447475712268,,0.0008607747403980462,24,24,0,1,0.0,11,24,base_landweber_matched,0.10995218010453657,8.912965609852112,10,24,11
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,cgls_matched,-1,0.5750282671517808,0.0671547537776975,0.0651635038958917,0.023412497889092172,1.135411566857638,0.0006028875492783898,0.02684437290585018,,,23,23,0,1,0.0,10,23,cgls_matched,,9.161935546900565,9,23,10
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,huber_pdhg_matched,-1,0.5431908822227965,0.06343662048240442,0.06155561942243631,0.024402398666164275,0.9763137208185061,0.11878605176366919,0.11907765134234291,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,9.161935546900565,9,23,10
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,base_landweber_matched,-1,0.5738486362735765,0.06701699042639868,0.06502982545655459,0.023395499436657863,1.1346499647535828,0.005506019605840246,0.025329394481690963,,0.0007273837479762462,23,23,0,1,0.0,10,23,base_landweber_matched,0.10696429755299128,9.161935546900565,9,23,10
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,cgls_matched,-1,0.575036567079253,0.06715572308584739,0.06516444446244654,0.023413913417995796,1.1354333886992531,0.0005261207730046831,0.026861070865137927,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565,10,24,11
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,huber_pdhg_matched,-1,0.5397156798706912,0.06303076850674545,0.0611618016313004,0.024166245265613964,0.9763223507140135,0.11148723837094744,0.11179613629630682,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565,10,24,11
2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,base_landweber_matched,-1,0.5738546514263313,0.06701769290682488,0.0650305071072705,0.02339590025316401,1.1346310375517796,0.005396498108868888,0.0253310907298963,,0.0007710491332363818,24,24,0,1,0.0,11,24,base_landweber_matched,0.10696429755299128,9.161935546900565,10,24,11
317ac465ce89a727ceb8,development,single_interface,2153,cgls_matched,-1,0.7165501968519672,0.06370574406788734,0.08306642736101022,0.009513639542347614,1.22537990997497,0.0015885093953434079,0.020261498404740872,,,23,23,0,1,0.0,10,23,cgls_matched,,9.161935546900565,9,23,10
317ac465ce89a727ceb8,development,single_interface,2153,huber_pdhg_matched,-1,0.6423139084753783,0.05710567891035048,0.07446054980619758,0.009984481582015004,0.9804212950471803,0.1600042536098487,0.15856949154975014,,,23,23,0,1,0.0,10,23,huber_pdhg_matched,,9.161935546900565,9,23,10
317ac465ce89a727ceb8,development,single_interface,2153,base_landweber_matched,-1,0.6988949574081736,0.06213608409095214,0.08101973520846854,0.009503751913443251,1.1893772977363852,0.016135181907235445,0.02558905707207763,,0.0014405737378278098,23,23,0,1,0.0,10,23,base_landweber_matched,0.10696429755299128,9.161935546900565,9,23,10
317ac465ce89a727ceb8,development,single_interface,2153,cgls_matched,-1,0.7165428119238058,0.06370508750210106,0.0830655712596493,0.009515472152267746,1.2253829448407279,0.001262734631993423,0.020120250770264695,,,24,24,0,1,0.0,11,24,cgls_matched,,9.161935546900565,10,24,11
317ac465ce89a727ceb8,development,single_interface,2153,huber_pdhg_matched,-1,0.6392476931521877,0.05683307340484036,0.07410509731517044,0.009910105307520909,0.9813550231258467,0.15357239011936633,0.15216790779296344,,,24,24,0,1,0.0,11,24,huber_pdhg_matched,,9.161935546900565,10,24,11
317ac465ce89a727ceb8,development,single_interface,2153,base_landweber_matched,-1,0.6990829967496992,0.06215280195135962,0.08104153375987844,0.00950494671553561,1.189749091704604,0.015821575739135476,0.025364176359571774,,0.0015275560576282696,24,24,0,1,0.0,11,24,base_landweber_matched,0.10696429755299128,9.161935546900565,10,24,11
80f83d2b9da59c138e54,development,smooth_no_interface,2161,cgls_matched,-1,0.6098799352122856,0.04710001039892261,0.07020224050157431,0.014052153857989993,1.189407182901925,0.0003945868143181127,0.025466782904479048,,,23,23,0,1,0.0,10,23,cgls_matched,,8.990195097496622,9,23,10
