split,rig_id,family,field_uid,base_relative_l2,analytic_relative_l2,ensemble_relative_l2,ensemble_field_gain_vs_base,base_gradient_relative_l2,ensemble_gradient_relative_l2
train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:5,0.15530727803707123,0.16429449617862701,0.10581586509943008,0.31866769904902814,0.17637957632541656,0.11997685581445694
train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:6,0.1446249634027481,0.14064103364944458,0.13129839301109314,0.09214571314734554,0.15912027657032013,0.14520329236984253
train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:7,0.1597941517829895,0.15544499456882477,0.1548234224319458,0.031107079299086404,0.17563025653362274,0.16271254420280457
train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:8,0.14882972836494446,0.1575782150030136,0.10322323441505432,0.30643403338114505,0.17035509645938873,0.11997593194246292
train,train-rig-b,expanding_kernel,train-rig-b:expanding_kernel:9,0.15383216738700867,0.16790147125720978,0.12678378820419312,0.17583044978341655,0.1707959771156311,0.14092206954956055
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:0,0.13575534522533417,0.14243806898593903,0.1109938770532608,0.18239774007404952,0.15055622160434723,0.12403639405965805
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:1,0.15189574658870697,0.15630745887756348,0.1249908059835434,0.1771276761160071,0.1694798767566681,0.13804703950881958
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:2,0.12840445339679718,0.13756714761257172,0.13191720843315125,-0.027356956425015122,0.13846071064472198,0.14528459310531616
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:3,0.1233920231461525,0.13343922793865204,0.07675708830356598,0.3779412449324172,0.1376960277557373,0.08996278047561646
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:4,0.11428777128458023,0.11648590862751007,0.09334693104028702,0.18322905424544367,0.1268368363380432,0.10211960226297379
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:5,0.27424684166908264,0.27593520283699036,0.2263757288455963,0.17455483728505272,0.30014851689338684,0.24389523267745972
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:6,0.14779874682426453,0.15593083202838898,0.12468098849058151,0.1564137641922665,0.1662001758813858,0.13895420730113983
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:7,0.14419031143188477,0.1541009098291397,0.10865283757448196,0.2464622865745778,0.1629629284143448,0.12056750804185867
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:8,0.18879544734954834,0.1946633756160736,0.1421525776386261,0.24705505543555062,0.20808559656143188,0.15895405411720276
train,train-rig-b,interacting_fronts,train-rig-b:interacting_fronts:9,0.14135870337486267,0.14051605761051178,0.13205279409885406,0.06583188055517664,0.1576860249042511,0.14944007992744446
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:0,0.29334592819213867,0.32768142223358154,0.22495725750923157,0.23313318546597728,0.33055379986763,0.25912418961524963
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:1,0.22420495748519897,0.2287227213382721,0.13341420888900757,0.4049453215243245,0.25346246361732483,0.15586750209331512
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:2,0.22159071266651154,0.24127982556819916,0.14866843819618225,0.32908542778178385,0.24626104533672333,0.1644836664199829
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:3,0.2240220308303833,0.23839378356933594,0.12907864153385162,0.42381273370571926,0.2557145059108734,0.15071623027324677
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:4,0.4812536835670471,0.5914832353591919,0.36387428641319275,0.2439033739624381,0.538143515586853,0.4101121723651886
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:5,0.21059970557689667,0.21139171719551086,0.13736912608146667,0.347724035486323,0.23646613955497742,0.15510474145412445
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:6,0.32087618112564087,0.33967533707618713,0.23431146144866943,0.26977608426184974,0.36046382784843445,0.2680057883262634
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:7,0.35198360681533813,0.3847653567790985,0.28096306324005127,0.2017723047327784,0.39046260714530945,0.31400373578071594
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:8,0.29808247089385986,0.28314435482025146,0.22879186272621155,0.23245448804777613,0.3364180028438568,0.2606329321861267
train,train-rig-c,expanding_kernel,train-rig-c:expanding_kernel:9,0.2019530087709427,0.18652084469795227,0.18928954005241394,0.06270502626129126,0.2244758903980255,0.2105007767677307
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:0,0.25113654136657715,0.2602757513523102,0.15636369585990906,0.377375769336294,0.28403356671333313,0.1825181543827057
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:1,0.2337493747472763,0.24194490909576416,0.14073657989501953,0.39791676428148637,0.26752087473869324,0.16486062109470367
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:2,0.23840761184692383,0.24819119274616241,0.14860549569129944,0.3766747020362937,0.2704172432422638,0.17532318830490112
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:3,0.2837122678756714,0.3289135992527008,0.18836288154125214,0.3360777700885439,0.32255813479423523,0.22216609120368958
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:4,0.2443544566631317,0.2535659670829773,0.22124283015727997,0.0945823817640189,0.26710423827171326,0.24684478342533112
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:5,0.2686620056629181,0.2589908540248871,0.1917765885591507,0.2861789738897176,0.30262985825538635,0.21863389015197754
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:6,0.25358784198760986,0.25723934173583984,0.1792490929365158,0.29314792250460575,0.28706094622612,0.20942889153957367
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:7,0.23859018087387085,0.2425110936164856,0.16695088148117065,0.30026088722641875,0.2709057927131653,0.19642968475818634
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:8,0.205622136592865,0.19921734929084778,0.14995881915092468,0.2707068332441003,0.22605633735656738,0.16745959222316742
train,train-rig-c,interacting_fronts,train-rig-c:interacting_fronts:9,0.17847982048988342,0.17135728895664215,0.12296130508184433,0.3110632633742815,0.20370176434516907,0.14461922645568848
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:0,0.15852677822113037,0.15457898378372192,0.16092956066131592,-0.015156949930779984,0.1631234586238861,0.16978615522384644
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:1,0.3247087895870209,0.326293021440506,0.2875824570655823,0.11433731919809598,0.35623425245285034,0.3070262372493744
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:2,0.12284386903047562,0.1235847920179367,0.10969668626785278,0.10702351583668557,0.13446073234081268,0.1193327009677887
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:3,0.1183527335524559,0.11934737861156464,0.11708072572946548,0.010747599863645263,0.1319698542356491,0.12722493708133698
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:4,0.18318554759025574,0.18224121630191803,0.16321732103824615,0.10900546912507503,0.21268939971923828,0.18418492376804352
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:5,0.11387685686349869,0.11833693087100983,0.09505440294742584,0.16528778923565524,0.13192513585090637,0.10580093413591385
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:6,0.17331120371818542,0.1828562617301941,0.1377531737089157,0.20516867488318435,0.1937609761953354,0.1510244607925415
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:7,0.11512777209281921,0.11819849908351898,0.09747765958309174,0.15330890356757243,0.13098053634166718,0.11346834152936935
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:8,0.14265595376491547,0.1476374715566635,0.12050355970859528,0.1552854505660899,0.1568087935447693,0.1302228718996048
train,train-rig-d,expanding_kernel,train-rig-d:expanding_kernel:9,0.17980419099330902,0.18024390935897827,0.19262200593948364,-0.07128763170293184,0.18676184117794037,0.19726790487766266
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:0,0.10172069072723389,0.11045031249523163,0.07718907296657562,0.24116644888344596,0.1129312589764595,0.08662998676300049
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:1,0.13456787168979645,0.13675083220005035,0.11793272942304611,0.12361897426079071,0.14727114140987396,0.12884411215782166
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:2,0.06642686575651169,0.06858615577220917,0.09060928225517273,-0.3640457249225324,0.07413025200366974,0.10132195800542831
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:3,0.15474186837673187,0.15801610052585602,0.12844522297382355,0.16993878695381248,0.16809722781181335,0.13876298069953918
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:4,0.1193346232175827,0.12274143099784851,0.09999838471412659,0.1620337667484848,0.13338464498519897,0.109796904027462
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:5,0.19799399375915527,0.2012590914964676,0.13623645901679993,0.3119162029605742,0.21892477571964264,0.14343935251235962
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:6,0.07468465715646744,0.07903405278921127,0.08690091222524643,-0.16357114746052104,0.08724768459796906,0.10105534642934799
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:7,0.1626800298690796,0.1695643812417984,0.16156180202960968,0.006873786784830527,0.1842925250530243,0.180108904838562
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:8,0.1288624107837677,0.1301986575126648,0.12764963507652283,0.009411400111704604,0.146747887134552,0.14502233266830444
train,train-rig-d,interacting_fronts,train-rig-d:interacting_fronts:9,0.19186155498027802,0.19506053626537323,0.17896337807178497,0.06722647958221162,0.21393334865570068,0.20033200085163116
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:0,0.3401831090450287,0.3427831828594208,0.343909353017807,-0.010953641946652493,0.3548169732093811,0.3558434545993805
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:1,0.3828772008419037,0.4143974483013153,0.3451409339904785,0.09855971253563123,0.39296090602874756,0.3552263379096985
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:2,0.2135763019323349,0.21526046097278595,0.2228422611951828,-0.04338477246311512,0.2336549609899521,0.23976583778858185
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:3,0.23139071464538574,0.2743871808052063,0.1772962063550949,0.2337799439065329,0.2496579885482788,0.19007006287574768
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:4,0.4546314775943756,0.46880966424942017,0.4190984070301056,0.07815796379143991,0.5022901892662048,0.4586648941040039
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:5,0.44296395778656006,0.49862417578697205,0.4009820818901062,0.09477492504408813,0.4759272634983063,0.42864033579826355
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:6,0.2540397346019745,0.2613261342048645,0.22837980091571808,0.10100755980736631,0.27161696553230286,0.24351780116558075
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:7,0.5496207475662231,0.5537140369415283,0.5318965315818787,0.03224808390663769,0.5948327779769897,0.5751757621765137
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:8,0.48875221610069275,0.5206355452537537,0.4521110951900482,0.07496870541676626,0.4704522490501404,0.43235617876052856
validation,validation-rig-a,jet_shear,validation-rig-a:jet_shear:9,0.4721861481666565,0.45467737317085266,0.45578908920288086,0.03472583646818106,0.500374436378479,0.4832824766635895
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:0,0.14325784146785736,0.15230348706245422,0.18967542052268982,-0.3240142290238761,0.16208843886852264,0.212419331073761
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:1,0.27246367931365967,0.26450279355049133,0.2438649982213974,0.10496327864434185,0.301628977060318,0.2719738185405731
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:2,0.27973824739456177,0.29737454652786255,0.24293798208236694,0.13155249829062254,0.3195406496524811,0.275033563375473
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:3,0.22810861468315125,0.22457049787044525,0.2326992005109787,-0.020124561425283627,0.23828339576721191,0.24333253502845764
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:4,0.13844183087348938,0.15974897146224976,0.15769407153129578,-0.13906375360926448,0.1521960198879242,0.1794731765985489
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:5,0.1442544013261795,0.18721327185630798,0.15489764511585236,-0.07378106797314965,0.16024459898471832,0.17502714693546295
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:6,0.28383776545524597,0.30798661708831787,0.26757416129112244,0.0572989437752881,0.30216357111930847,0.28721535205841064
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:7,0.19877731800079346,0.23819950222969055,0.16295848786830902,0.18019576123037062,0.22482721507549286,0.18082962930202484
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:8,0.3471301198005676,0.3644249737262726,0.31986868381500244,0.0785337671108095,0.36915162205696106,0.34516024589538574
validation,validation-rig-a,shock_cell,validation-rig-a:shock_cell:9,0.34933364391326904,0.3706034719944,0.29305270314216614,0.16110942003935946,0.3947160840034485,0.3323027789592743
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:0,0.3416794538497925,0.3732728064060211,0.29379674792289734,0.14013926031368895,0.3504415452480316,0.30127665400505066
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:1,0.26536306738853455,0.27198612689971924,0.26277703046798706,0.009745278218242448,0.2681022584438324,0.2662428021430969
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:2,0.3263190984725952,0.34916552901268005,0.29386502504348755,0.09945502295457342,0.33792683482170105,0.3016592860221863
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:3,0.24690042436122894,0.2586587369441986,0.25824636220932007,-0.045953496748516676,0.25568780303001404,0.26981133222579956
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:4,0.40501418709754944,0.4279991090297699,0.3754938542842865,0.07288715742234686,0.3922332227230072,0.36438047885894775
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:5,0.1490798443555832,0.1538982093334198,0.15219746530056,-0.0209124242009584,0.16766756772994995,0.17132291197776794
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:6,0.25902166962623596,0.27264225482940674,0.23694583773612976,0.08522774145484147,0.25439077615737915,0.22972269356250763
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:7,0.36813077330589294,0.4024868905544281,0.32658901810646057,0.11284510345706378,0.3558877110481262,0.3152812719345093
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:8,0.21834176778793335,0.23230786621570587,0.20793911814689636,0.0476438830116126,0.22394655644893646,0.21551460027694702
validation,validation-rig-b,jet_shear,validation-rig-b:jet_shear:9,0.20930038392543793,0.21019163727760315,0.21546003222465515,-0.029429703776422844,0.21358196437358856,0.2156025916337967
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:0,0.2187744379043579,0.2394985407590866,0.18869853019714355,0.13747450568408137,0.24141447246074677,0.2111334651708603
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:1,0.1921190321445465,0.18903349339962006,0.21065863966941833,-0.09650062941667858,0.20925824344158173,0.22223421931266785
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:2,0.19236940145492554,0.19150801002979279,0.19526442885398865,-0.015049313337607062,0.21130965650081635,0.20964522659778595
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:3,0.32376474142074585,0.3511791527271271,0.28798601031303406,0.11050842334068689,0.34592270851135254,0.3098273277282715
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:4,0.3119311034679413,0.3175562024116516,0.2923120856285095,0.0628953561261264,0.30513280630111694,0.27953386306762695
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:5,0.3159106969833374,0.34288573265075684,0.27411168813705444,0.13231273662280463,0.3335537016391754,0.28890562057495117
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:6,0.26810407638549805,0.2777005434036255,0.24408578872680664,0.08958568620999363,0.27655845880508423,0.2495676726102829
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:7,0.3242495357990265,0.323710173368454,0.3266381025314331,-0.007366446112314851,0.32745739817619324,0.32458800077438354
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:8,0.2753991484642029,0.29955366253852844,0.22880589962005615,0.16918443322711674,0.3046570420265198,0.2533968687057495
validation,validation-rig-b,shock_cell,validation-rig-b:shock_cell:9,0.3445742726325989,0.362397700548172,0.3022889494895935,0.12271758660314125,0.32866621017456055,0.2870064973831177
