method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,29,development,affine_cg_undamped,1,12,15,0.0,0.36442499554761243,0.6264191263960123,0.4419815817782762,0.3596471567878026,20.482659361306034,0.46064823817477807,0.5479545353317729,0.4606482381747781,0.6173174740250962,1.1411470300027065,1.0,0.0,0.06767314637293874,0.0
jacru_m2,29,development,affine_cg_undamped,2,12,16,0.0,0.35748751870628964,0.6372194481515666,0.4515028713960261,0.3549850479988011,16.773547848173425,0.31159553992941613,0.5275314321173525,0.31159553992941613,0.48221124285192857,1.1724949796111312,1.0,0.0,0.09404259755082114,0.0
jacru_m2,29,development,affine_cg_undamped,4,12,18,0.0,0.3657149318425544,0.6539170325242136,0.43384183503016543,0.34823822404024146,14.60824891191312,0.18648698614682432,0.3816257730836157,0.18648698614682432,0.3245009059126837,1.1202860610693124,1.0,0.0,0.028310927792984844,0.0
jacru_m2,29,development,affine_cg_undamped,8,12,22,0.0,0.38379726975605016,0.6870159462871542,0.39437191972719093,0.3251382620512498,20.808760456477696,0.09688736065809982,0.18112380568748435,0.09688736065809982,0.1498080171537426,1.022469474908289,1.0,0.08333333333333333,-0.07696711748665107,0.0
jacru_m2,29,development,affine_cg_undamped,12,12,26,0.0,0.3887630963119051,0.695587655425999,0.3752415660654745,0.31780685241160084,18.71036861732608,0.03969996449384765,0.07555319299408703,0.03969996449384764,0.05850763470376643,0.9994159277099888,1.0,0.08333333333333333,-0.09586032117332123,0.0
jacru_m2,29,development,affine_cg_undamped,20,12,34,0.0,0.38880814115473994,0.6958005033143336,0.35548384249251014,0.31019718748407604,27.17140863083152,0.006322889445190224,0.011478600365742735,0.006322889445190216,0.00974210253038594,0.9999299158817295,1.0,0.08333333333333333,-0.10688932897606063,0.0
jacru_m2,29,development,affine_cg_undamped,32,12,46,0.0,0.3887816057138669,0.6957025025519421,0.3307218001507545,0.29309313702834744,31.66670477435019,0.0002689539563827866,0.0007460870310478194,0.00026895395638280325,0.00045053811136749265,1.0000043007934292,1.0,0.08333333333333333,-0.12206694628636512,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,0,18,14,0.0001,0.4443226648494217,0.7086580006178906,0.3187803049014843,0.2679683978861932,38.833373304463976,1.0,1.0,1.0,1.0,0.9300820302867816,1.0,0.0,0.09597165820716488,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,1,18,15,0.0001,0.41828571271913234,0.7015322015079478,0.3557241220622035,0.28351808110620924,20.999683270432296,0.4603324268299662,0.579780914943691,0.46033238092750284,0.6324182622989447,1.053876306899343,1.0,0.0,0.17339296934750906,0.0
jacru_m2,29,ood,affine_cg_damped_1e-4,2,18,16,0.0001,0.40813360121264286,0.70539620198165,0.36866372858683194,0.2863258238619507,17.344134191997014,0.3202290640012293,0.4486993274848163,0.32022893279080994,0.4900018993369065,1.0983535300227032,1.0,0.0,0.18807432010043149,0.0
