base_seed,family,mismatch_severity,correction_candidate,camera_block,loco_score
101,wrinkled_density_interface,0.0,-0.5,5,0.25664726518264364
101,wrinkled_density_interface,0.0,0.0,0,0.10133397503667535
101,wrinkled_density_interface,0.0,0.0,1,0.07967400897086742
101,wrinkled_density_interface,0.0,0.0,2,0.35622675237316853
101,wrinkled_density_interface,0.0,0.0,3,0.09225810590296948
101,wrinkled_density_interface,0.0,0.0,4,0.08987388360283798
101,wrinkled_density_interface,0.0,0.0,5,0.2508958419743856
101,wrinkled_density_interface,0.0,0.5,0,0.08086638221093188
101,wrinkled_density_interface,0.0,0.5,1,0.07220414869897984
101,wrinkled_density_interface,0.0,0.5,2,0.36881331827050995
101,wrinkled_density_interface,0.0,0.5,3,0.08081956150800415
101,wrinkled_density_interface,0.0,0.5,4,0.08079926421603081
101,wrinkled_density_interface,0.0,0.5,5,0.24949821789054366
101,wrinkled_density_interface,0.0,1.0,0,0.10074928607762583
101,wrinkled_density_interface,0.0,1.0,1,0.0704156964204049
101,wrinkled_density_interface,0.0,1.0,2,0.3805693959279416
101,wrinkled_density_interface,0.0,1.0,3,0.10567112629452968
101,wrinkled_density_interface,0.0,1.0,4,0.0763889219953422
101,wrinkled_density_interface,0.0,1.0,5,0.24776380127517042
101,wrinkled_density_interface,0.0,1.5,0,0.15383373162398103
101,wrinkled_density_interface,0.0,1.5,1,0.07430875522338039
101,wrinkled_density_interface,0.0,1.5,2,0.3928780061319773
101,wrinkled_density_interface,0.0,1.5,3,0.1577496279609567
101,wrinkled_density_interface,0.0,1.5,4,0.07936175393978166
101,wrinkled_density_interface,0.0,1.5,5,0.24379438889096008
101,wrinkled_density_interface,0.0,2.0,0,0.21070197703419402
101,wrinkled_density_interface,0.0,2.0,1,0.08153802811454729
101,wrinkled_density_interface,0.0,2.0,2,0.4068306678709824
101,wrinkled_density_interface,0.0,2.0,3,0.21188620444629874
101,wrinkled_density_interface,0.0,2.0,4,0.09044189269929769
101,wrinkled_density_interface,0.0,2.0,5,0.2401659617568595
101,wrinkled_density_interface,0.0,2.5,0,0.2702880393629138
101,wrinkled_density_interface,0.0,2.5,1,0.09344312285643984
101,wrinkled_density_interface,0.0,2.5,2,0.41969234309785264
101,wrinkled_density_interface,0.0,2.5,3,0.2671072586309712
101,wrinkled_density_interface,0.0,2.5,4,0.11082504740337094
101,wrinkled_density_interface,0.0,2.5,5,0.24290095730910155
101,shock_expansion_pair,0.0,-0.5,0,0.06507629216464046
101,shock_expansion_pair,0.0,-0.5,1,0.05513702397515739
101,shock_expansion_pair,0.0,-0.5,2,0.3687340087333653
101,shock_expansion_pair,0.0,-0.5,3,0.07129689101935072
101,shock_expansion_pair,0.0,-0.5,4,0.10313813003313194
101,shock_expansion_pair,0.0,-0.5,5,0.2148707084487424
101,shock_expansion_pair,0.0,0.0,0,0.056964455510273494
101,shock_expansion_pair,0.0,0.0,1,0.06091015048146747
101,shock_expansion_pair,0.0,0.0,2,0.38517672081098087
101,shock_expansion_pair,0.0,0.0,3,0.05709253901905756
101,shock_expansion_pair,0.0,0.0,4,0.0922365474239696
101,shock_expansion_pair,0.0,0.0,5,0.21041598558113253
101,shock_expansion_pair,0.0,0.5,0,0.05244818031880399
101,shock_expansion_pair,0.0,0.5,1,0.06785154023428684
101,shock_expansion_pair,0.0,0.5,2,0.4018868541490669
101,shock_expansion_pair,0.0,0.5,3,0.050232151256008675
101,shock_expansion_pair,0.0,0.5,4,0.08564688547890759
101,shock_expansion_pair,0.0,0.5,5,0.20308932733077378
101,shock_expansion_pair,0.0,1.0,0,0.05559821176155195
101,shock_expansion_pair,0.0,1.0,1,0.06950313353008275
101,shock_expansion_pair,0.0,1.0,2,0.4183944175113598
101,shock_expansion_pair,0.0,1.0,3,0.0528540078520736
101,shock_expansion_pair,0.0,1.0,4,0.07857920781247361
101,shock_expansion_pair,0.0,1.0,5,0.19066357966325898
101,shock_expansion_pair,0.0,1.5,0,0.07066260701095768
101,shock_expansion_pair,0.0,1.5,1,0.0721735124440636
101,shock_expansion_pair,0.0,1.5,2,0.4339387795144057
101,shock_expansion_pair,0.0,1.5,3,0.06391274769349535
101,shock_expansion_pair,0.0,1.5,4,0.07734030250030699
101,shock_expansion_pair,0.0,1.5,5,0.18218964998343115
101,shock_expansion_pair,0.0,2.0,0,0.09130479458449069
101,shock_expansion_pair,0.0,2.0,1,0.07688185941962088
101,shock_expansion_pair,0.0,2.0,2,0.45484667085239383
101,shock_expansion_pair,0.0,2.0,3,0.0744373213726877
101,shock_expansion_pair,0.0,2.0,4,0.08253097836691958
101,shock_expansion_pair,0.0,2.0,5,0.18199535614402879
101,shock_expansion_pair,0.0,2.5,0,0.1131037894007586
101,shock_expansion_pair,0.0,2.5,1,0.0849867335779256
101,shock_expansion_pair,0.0,2.5,2,0.4764290847716683
101,shock_expansion_pair,0.0,2.5,3,0.08263217261878578
101,shock_expansion_pair,0.0,2.5,4,0.0928528218888397
101,shock_expansion_pair,0.0,2.5,5,0.1804983403809024
101,smooth_plume,0.5,-0.5,0,0.052792599005903496
101,smooth_plume,0.5,-0.5,1,0.08603975780568758
101,smooth_plume,0.5,-0.5,2,0.17186558037407965
101,smooth_plume,0.5,-0.5,3,0.08032844533693818
101,smooth_plume,0.5,-0.5,4,0.08320495124829867
101,smooth_plume,0.5,-0.5,5,0.07162583223253215
101,smooth_plume,0.5,0.0,0,0.04875445665874089
101,smooth_plume,0.5,0.0,1,0.06878666931152722
101,smooth_plume,0.5,0.0,2,0.18709082232950677
101,smooth_plume,0.5,0.0,3,0.06441678808933715
101,smooth_plume,0.5,0.0,4,0.0648519648570621
101,smooth_plume,0.5,0.0,5,0.07560142103615386
101,smooth_plume,0.5,0.5,0,0.049598836131812485
101,smooth_plume,0.5,0.5,1,0.053997268142728205
101,smooth_plume,0.5,0.5,2,0.20249337906523532
101,smooth_plume,0.5,0.5,3,0.054890128353994115
101,smooth_plume,0.5,0.5,4,0.05398737409028195
101,smooth_plume,0.5,0.5,5,0.08040498561278894
101,smooth_plume,0.5,1.0,0,0.05266381389502464
101,smooth_plume,0.5,1.0,1,0.05144237035054919
101,smooth_plume,0.5,1.0,2,0.21929790591134696
101,smooth_plume,0.5,1.0,3,0.053472591031287306
101,smooth_plume,0.5,1.0,4,0.05475682023139153
101,smooth_plume,0.5,1.0,5,0.08559385394168473
101,smooth_plume,0.5,1.5,0,0.06095201308307338
101,smooth_plume,0.5,1.5,1,0.060137896262772814
101,smooth_plume,0.5,1.5,2,0.2371959227630425
101,smooth_plume,0.5,1.5,3,0.06082856223369547
101,smooth_plume,0.5,1.5,4,0.06238148402625303
101,smooth_plume,0.5,1.5,5,0.09137960695725322
101,smooth_plume,0.5,2.0,0,0.07530955433882036
101,smooth_plume,0.5,2.0,1,0.07543627322786459
101,smooth_plume,0.5,2.0,2,0.2603282267979153
101,smooth_plume,0.5,2.0,3,0.07260973339261025
101,smooth_plume,0.5,2.0,4,0.07699031204682236
101,smooth_plume,0.5,2.0,5,0.10606936624568147
101,smooth_plume,0.5,2.5,0,0.09331336602043248
101,smooth_plume,0.5,2.5,1,0.09432516335703886
101,smooth_plume,0.5,2.5,2,0.28464228688465393
101,smooth_plume,0.5,2.5,3,0.0823967753178988
101,smooth_plume,0.5,2.5,4,0.09603886860742965
101,smooth_plume,0.5,2.5,5,0.13144464103642092
101,wrinkled_density_interface,0.5,-0.5,0,0.18781615899701332
101,wrinkled_density_interface,0.5,-0.5,1,0.11231713944319363
101,wrinkled_density_interface,0.5,-0.5,2,0.3337906123340935
101,wrinkled_density_interface,0.5,-0.5,3,0.15746839790891387
101,wrinkled_density_interface,0.5,-0.5,4,0.11652758352940754
101,wrinkled_density_interface,0.5,-0.5,5,0.2630921398605678
101,wrinkled_density_interface,0.5,0.0,0,0.14125686035415502
101,wrinkled_density_interface,0.5,0.0,1,0.09420258753634242
101,wrinkled_density_interface,0.5,0.0,2,0.3447063879427842
101,wrinkled_density_interface,0.5,0.0,3,0.122033320434247
101,wrinkled_density_interface,0.5,0.0,4,0.10267329919544382
101,wrinkled_density_interface,0.5,0.0,5,0.25664809259026145
101,wrinkled_density_interface,0.5,0.5,0,0.10133447776548013
101,wrinkled_density_interface,0.5,0.5,1,0.07967411216918271
101,wrinkled_density_interface,0.5,0.5,2,0.3562263729938349
101,wrinkled_density_interface,0.5,0.5,3,0.09225855251775185
101,wrinkled_density_interface,0.5,0.5,4,0.0898732240794237
101,wrinkled_density_interface,0.5,0.5,5,0.2508962428180406
101,wrinkled_density_interface,0.5,1.0,0,0.08086678097397502
101,wrinkled_density_interface,0.5,1.0,1,0.07220420601663696
101,wrinkled_density_interface,0.5,1.0,2,0.36881294744019427
101,wrinkled_density_interface,0.5,1.0,3,0.08081945075557857
101,wrinkled_density_interface,0.5,1.0,4,0.08079865168681774
101,wrinkled_density_interface,0.5,1.0,5,0.24949872562732173
101,wrinkled_density_interface,0.5,1.5,0,0.10075180956191222
101,wrinkled_density_interface,0.5,1.5,1,0.0704161354655798
101,wrinkled_density_interface,0.5,1.5,2,0.38056911055208353
101,wrinkled_density_interface,0.5,1.5,3,0.10567190661441414
101,wrinkled_density_interface,0.5,1.5,4,0.07638825805495404
101,wrinkled_density_interface,0.5,1.5,5,0.24776521853889943
101,wrinkled_density_interface,0.5,2.0,0,0.15384141148708932
101,wrinkled_density_interface,0.5,2.0,1,0.07431006491109146
101,wrinkled_density_interface,0.5,2.0,2,0.3928779276861445
101,wrinkled_density_interface,0.5,2.0,3,0.15775343152058072
101,wrinkled_density_interface,0.5,2.0,4,0.07936137792489056
101,wrinkled_density_interface,0.5,2.0,5,0.24379657316233072
101,wrinkled_density_interface,0.5,2.5,0,0.21071053815559415
101,wrinkled_density_interface,0.5,2.5,1,0.08153999971017693
101,wrinkled_density_interface,0.5,2.5,2,0.406830541858781
101,wrinkled_density_interface,0.5,2.5,3,0.2118905587430183
101,wrinkled_density_interface,0.5,2.5,4,0.09044186963836244
101,wrinkled_density_interface,0.5,2.5,5,0.24016751880521928
101,shock_expansion_pair,0.5,-0.5,0,0.07609363433564562
101,shock_expansion_pair,0.5,-0.5,1,0.0564934872233723
101,shock_expansion_pair,0.5,-0.5,2,0.35143880713725095
101,shock_expansion_pair,0.5,-0.5,3,0.09126935243667958
101,shock_expansion_pair,0.5,-0.5,4,0.12133171187791171
101,shock_expansion_pair,0.5,-0.5,5,0.21719164643442018
101,shock_expansion_pair,0.5,0.0,0,0.06507653711546314
101,shock_expansion_pair,0.5,0.0,1,0.05513685843409833
101,shock_expansion_pair,0.5,0.0,2,0.3687340016319511
101,shock_expansion_pair,0.5,0.0,3,0.07129662309671693
101,shock_expansion_pair,0.5,0.0,4,0.10313755310304934
101,shock_expansion_pair,0.5,0.0,5,0.21487122332949837
101,shock_expansion_pair,0.5,0.5,0,0.05696461440419339
101,shock_expansion_pair,0.5,0.5,1,0.06091028133375778
101,shock_expansion_pair,0.5,0.5,2,0.3851766369463005
101,shock_expansion_pair,0.5,0.5,3,0.057092446571177013
101,shock_expansion_pair,0.5,0.5,4,0.0922359773292682
101,shock_expansion_pair,0.5,0.5,5,0.21041648206018787
101,shock_expansion_pair,0.5,1.0,0,0.05244817823953399
101,shock_expansion_pair,0.5,1.0,1,0.06785220995237047
101,shock_expansion_pair,0.5,1.0,2,0.4018865572479803
101,shock_expansion_pair,0.5,1.0,3,0.05023222258086646
101,shock_expansion_pair,0.5,1.0,4,0.08564691542023005
101,shock_expansion_pair,0.5,1.0,5,0.2030897009450353
101,shock_expansion_pair,0.5,1.5,0,0.055598447154688244
101,shock_expansion_pair,0.5,1.5,1,0.06950349191626491
101,shock_expansion_pair,0.5,1.5,2,0.41839409775518055
101,shock_expansion_pair,0.5,1.5,3,0.05285478506900697
101,shock_expansion_pair,0.5,1.5,4,0.07857897754217512
101,shock_expansion_pair,0.5,1.5,5,0.19066319491926942
101,shock_expansion_pair,0.5,2.0,0,0.0706640372825309
101,shock_expansion_pair,0.5,2.0,1,0.07217387558732274
101,shock_expansion_pair,0.5,2.0,2,0.43393800727932
101,shock_expansion_pair,0.5,2.0,3,0.0639153295069699
101,shock_expansion_pair,0.5,2.0,4,0.07734000956816471
101,shock_expansion_pair,0.5,2.0,5,0.18218909931295493
101,shock_expansion_pair,0.5,2.5,0,0.09130608623977311
101,shock_expansion_pair,0.5,2.5,1,0.07688249805656597
101,shock_expansion_pair,0.5,2.5,2,0.45484628071652805
101,shock_expansion_pair,0.5,2.5,3,0.0744400497306534
101,shock_expansion_pair,0.5,2.5,4,0.08253094460616248
101,shock_expansion_pair,0.5,2.5,5,0.18199590249420647
101,smooth_plume,1.0,-0.5,0,0.06431502875818315
101,smooth_plume,1.0,-0.5,1,0.1029118826796559
101,smooth_plume,1.0,-0.5,2,0.15829055617271287
101,smooth_plume,1.0,-0.5,3,0.09980232382989947
101,smooth_plume,1.0,-0.5,4,0.10515436637318673
101,smooth_plume,1.0,-0.5,5,0.07066268873698117
101,smooth_plume,1.0,0.0,0,0.052793917808115924
101,smooth_plume,1.0,0.0,1,0.086042804041222
101,smooth_plume,1.0,0.0,2,0.17186727936116566
101,smooth_plume,1.0,0.0,3,0.08032804021708818
101,smooth_plume,1.0,0.0,4,0.08320563211985318
101,smooth_plume,1.0,0.0,5,0.07163217443224217
101,smooth_plume,1.0,0.5,0,0.04875566550822607
101,smooth_plume,1.0,0.5,1,0.06879019053953166
101,smooth_plume,1.0,0.5,2,0.1870932722875703
101,smooth_plume,1.0,0.5,3,0.06441661885008881
101,smooth_plume,1.0,0.5,4,0.06485186855273928
101,smooth_plume,1.0,0.5,5,0.07560967960770137
101,smooth_plume,1.0,1.0,0,0.04959999785612158
101,smooth_plume,1.0,1.0,1,0.05400013428300674
101,smooth_plume,1.0,1.0,2,0.2024965568659127
101,smooth_plume,1.0,1.0,3,0.05489073636947112
101,smooth_plume,1.0,1.0,4,0.05398607224921068
101,smooth_plume,1.0,1.0,5,0.08041532778458893
101,smooth_plume,1.0,1.5,0,0.05266467506201706
101,smooth_plume,1.0,1.5,1,0.05144566011893697
101,smooth_plume,1.0,1.5,2,0.21930150596710957
101,smooth_plume,1.0,1.5,3,0.05347397913689489
101,smooth_plume,1.0,1.5,4,0.05475785537404278
101,smooth_plume,1.0,1.5,5,0.08560724230846445
101,smooth_plume,1.0,2.0,0,0.06095316467491763
101,smooth_plume,1.0,2.0,1,0.06014384140664789
101,smooth_plume,1.0,2.0,2,0.2371998801791544
101,smooth_plume,1.0,2.0,3,0.06083150602840159
101,smooth_plume,1.0,2.0,4,0.06238543449107949
101,smooth_plume,1.0,2.0,5,0.091390907318426
101,smooth_plume,1.0,2.5,0,0.07531251693248281
101,smooth_plume,1.0,2.5,1,0.07544353906687752
101,smooth_plume,1.0,2.5,2,0.26033584036996726
101,smooth_plume,1.0,2.5,3,0.0726149554628396
101,smooth_plume,1.0,2.5,4,0.07699641960165596
101,smooth_plume,1.0,2.5,5,0.10608019408037607
101,wrinkled_density_interface,1.0,-0.5,0,0.23691526179083358
101,wrinkled_density_interface,1.0,-0.5,1,0.1295817889786316
101,wrinkled_density_interface,1.0,-0.5,2,0.32467559319908784
101,wrinkled_density_interface,1.0,-0.5,3,0.19693641262538814
101,wrinkled_density_interface,1.0,-0.5,4,0.13119564076574783
101,wrinkled_density_interface,1.0,-0.5,5,0.26779809942372484
101,wrinkled_density_interface,1.0,0.0,0,0.1878192494445997
101,wrinkled_density_interface,1.0,0.0,1,0.11232136798124776
101,wrinkled_density_interface,1.0,0.0,2,0.3337899921363455
101,wrinkled_density_interface,1.0,0.0,3,0.15747052535783093
101,wrinkled_density_interface,1.0,0.0,4,0.11652560440749098
101,wrinkled_density_interface,1.0,0.0,5,0.2630953341451166
101,wrinkled_density_interface,1.0,0.5,0,0.14125904809021567
101,wrinkled_density_interface,1.0,0.5,1,0.09420469208996333
101,wrinkled_density_interface,1.0,0.5,2,0.3447056505568552
101,wrinkled_density_interface,1.0,0.5,3,0.12203506197387565
101,wrinkled_density_interface,1.0,0.5,4,0.10267147488274564
101,wrinkled_density_interface,1.0,0.5,5,0.25665039159449227
101,wrinkled_density_interface,1.0,1.0,0,0.1013358749999269
101,wrinkled_density_interface,1.0,1.0,1,0.07967439872797108
101,wrinkled_density_interface,1.0,1.0,2,0.3562253197581083
101,wrinkled_density_interface,1.0,1.0,3,0.0922597939271861
101,wrinkled_density_interface,1.0,1.0,4,0.08987139218514603
101,wrinkled_density_interface,1.0,1.0,5,0.2508973567462562
101,wrinkled_density_interface,1.0,1.5,0,0.08086788930075005
101,wrinkled_density_interface,1.0,1.5,1,0.07220436458278587
101,wrinkled_density_interface,1.0,1.5,2,0.36881191780871037
101,wrinkled_density_interface,1.0,1.5,3,0.08081914483168723
101,wrinkled_density_interface,1.0,1.5,4,0.08079695069329754
101,wrinkled_density_interface,1.0,1.5,5,0.24950013659346787
101,wrinkled_density_interface,1.0,2.0,0,0.1007588217335992
101,wrinkled_density_interface,1.0,2.0,1,0.07041735468909868
101,wrinkled_density_interface,1.0,2.0,2,0.38056831952823444
101,wrinkled_density_interface,1.0,2.0,3,0.105674077628284
101,wrinkled_density_interface,1.0,2.0,4,0.07638641418844538
101,wrinkled_density_interface,1.0,2.0,5,0.24776915917859368
101,wrinkled_density_interface,1.0,2.5,0,0.15386275144755568
101,wrinkled_density_interface,1.0,2.5,1,0.07431370331530834
101,wrinkled_density_interface,1.0,2.5,2,0.3928777122915261
101,wrinkled_density_interface,1.0,2.5,3,0.15776400428809806
101,wrinkled_density_interface,1.0,2.5,4,0.07936033431837332
101,wrinkled_density_interface,1.0,2.5,5,0.24380264627097195
101,shock_expansion_pair,1.0,-0.5,0,0.08747946167643486
101,shock_expansion_pair,1.0,-0.5,1,0.06320461033326635
101,shock_expansion_pair,1.0,-0.5,2,0.33493601877067286
101,shock_expansion_pair,1.0,-0.5,3,0.11391042494805924
101,shock_expansion_pair,1.0,-0.5,4,0.14250991980991481
101,shock_expansion_pair,1.0,-0.5,5,0.22026744207994162
101,shock_expansion_pair,1.0,0.0,0,0.07609485452154457
101,shock_expansion_pair,1.0,0.0,1,0.056493606508480454
101,shock_expansion_pair,1.0,0.0,2,0.3514387001635895
101,shock_expansion_pair,1.0,0.0,3,0.09126854376901125
101,shock_expansion_pair,1.0,0.0,4,0.12133042482047897
101,shock_expansion_pair,1.0,0.0,5,0.2171930080476408
101,shock_expansion_pair,1.0,0.5,0,0.06507721763306414
101,shock_expansion_pair,1.0,0.5,1,0.05513639827024601
101,shock_expansion_pair,1.0,0.5,2,0.36873398229034426
101,shock_expansion_pair,1.0,0.5,3,0.07129587954641194
101,shock_expansion_pair,1.0,0.5,4,0.10313595112846985
101,shock_expansion_pair,1.0,0.5,5,0.21487265332294922
101,shock_expansion_pair,1.0,1.0,0,0.05696505603301165
101,shock_expansion_pair,1.0,1.0,1,0.06091064391375964
101,shock_expansion_pair,1.0,1.0,2,0.3851764043770493
101,shock_expansion_pair,1.0,1.0,3,0.05709219034518869
101,shock_expansion_pair,1.0,1.0,4,0.09223439334599594
101,shock_expansion_pair,1.0,1.0,5,0.21041786081244468
101,shock_expansion_pair,1.0,1.5,0,0.05244817272803816
101,shock_expansion_pair,1.0,1.5,1,0.06785407018645384
101,shock_expansion_pair,1.0,1.5,2,0.4018857325506539
101,shock_expansion_pair,1.0,1.5,3,0.05023242080816056
101,shock_expansion_pair,1.0,1.5,4,0.08564699878842898
101,shock_expansion_pair,1.0,1.5,5,0.20309073840281347
101,shock_expansion_pair,1.0,2.0,0,0.05559910170247984
101,shock_expansion_pair,1.0,2.0,1,0.06950448725866784
101,shock_expansion_pair,1.0,2.0,2,0.4183932097667682
101,shock_expansion_pair,1.0,2.0,3,0.052856943974949035
101,shock_expansion_pair,1.0,2.0,4,0.07857833797668726
101,shock_expansion_pair,1.0,2.0,5,0.19066212553279285
101,shock_expansion_pair,1.0,2.5,0,0.07066801272836333
101,shock_expansion_pair,1.0,2.5,1,0.07217488496400068
101,shock_expansion_pair,1.0,2.5,2,0.43393586180954075
101,shock_expansion_pair,1.0,2.5,3,0.06392250270357629
101,shock_expansion_pair,1.0,2.5,4,0.07733919682810333
101,shock_expansion_pair,1.0,2.5,5,0.18218756865545369
101,smooth_plume,2.0,-0.5,0,0.10294003208288405
101,smooth_plume,2.0,-0.5,1,0.14619789315886791
101,smooth_plume,2.0,-0.5,2,0.13976368306050344
101,smooth_plume,2.0,-0.5,3,0.14507586680897336
101,smooth_plume,2.0,-0.5,4,0.15401278117412434
101,smooth_plume,2.0,-0.5,5,0.08143843890840317
101,smooth_plume,2.0,0.0,0,0.08189525911957048
101,smooth_plume,2.0,0.0,1,0.12360579804475723
101,smooth_plume,2.0,0.0,2,0.1473188967393394
101,smooth_plume,2.0,0.0,3,0.12149164571357922
101,smooth_plume,2.0,0.0,4,0.12818670989479858
101,smooth_plume,2.0,0.0,5,0.07365124768127003
101,smooth_plume,2.0,0.5,0,0.06432068087108003
101,smooth_plume,2.0,0.5,1,0.10291862860767574
101,smooth_plume,2.0,0.5,2,0.15829592224521366
101,smooth_plume,2.0,0.5,3,0.09980134003371785
101,smooth_plume,2.0,0.5,4,0.10515793784039401
101,smooth_plume,2.0,0.5,5,0.0706811927005171
101,smooth_plume,2.0,1.0,0,0.052798317976587024
101,smooth_plume,2.0,1.0,1,0.08605298100970914
101,smooth_plume,2.0,1.0,2,0.17187295803064415
101,smooth_plume,2.0,1.0,3,0.08032669455570439
101,smooth_plume,2.0,1.0,4,0.0832079284871911
101,smooth_plume,2.0,1.0,5,0.071653356835041
101,smooth_plume,2.0,1.5,0,0.048759699255710935
101,smooth_plume,2.0,1.5,1,0.06880196098537261
101,smooth_plume,2.0,1.5,2,0.18710146500963326
101,smooth_plume,2.0,1.5,3,0.06441606013580609
101,smooth_plume,2.0,1.5,4,0.06485157516013101
101,smooth_plume,2.0,1.5,5,0.07563727231502293
101,smooth_plume,2.0,2.0,0,0.049603873607112894
101,smooth_plume,2.0,2.0,1,0.05400972046992907
101,smooth_plume,2.0,2.0,2,0.20250719466212216
101,smooth_plume,2.0,2.0,3,0.05489276935518374
101,smooth_plume,2.0,2.0,4,0.05398174572359539
101,smooth_plume,2.0,2.0,5,0.08044991007751291
101,smooth_plume,2.0,2.5,0,0.05266754844524197
101,smooth_plume,2.0,2.5,1,0.051456652634910234
101,smooth_plume,2.0,2.5,2,0.219313565420913
101,smooth_plume,2.0,2.5,3,0.053478611573910005
101,smooth_plume,2.0,2.5,4,0.05476131999838977
101,smooth_plume,2.0,2.5,5,0.08565204786929541
101,wrinkled_density_interface,2.0,-0.5,0,0.3383993061205346
101,wrinkled_density_interface,2.0,-0.5,1,0.17075636914795322
101,wrinkled_density_interface,2.0,-0.5,2,0.30819673324125746
101,wrinkled_density_interface,2.0,-0.5,3,0.28772957047025544
101,wrinkled_density_interface,2.0,-0.5,4,0.17102841357795434
101,wrinkled_density_interface,2.0,-0.5,5,0.27461718226562565
101,wrinkled_density_interface,2.0,0.0,0,0.2873720925170811
101,wrinkled_density_interface,2.0,0.0,1,0.14879821479850866
101,wrinkled_density_interface,2.0,0.0,2,0.3162325221220905
101,wrinkled_density_interface,2.0,0.0,3,0.24039549782724226
101,wrinkled_density_interface,2.0,0.0,4,0.14817000340515882
101,wrinkled_density_interface,2.0,0.0,5,0.27203682228217685
101,wrinkled_density_interface,2.0,0.5,0,0.23692978009753937
101,wrinkled_density_interface,2.0,0.5,1,0.12959958674695574
101,wrinkled_density_interface,2.0,0.5,2,0.3246747452368278
101,wrinkled_density_interface,2.0,0.5,3,0.19694761008194644
101,wrinkled_density_interface,2.0,0.5,4,0.13119071424164802
101,wrinkled_density_interface,2.0,0.5,5,0.2678092887455871
101,wrinkled_density_interface,2.0,1.0,0,0.18782955666312895
101,wrinkled_density_interface,2.0,1.0,1,0.11233548385664308
101,wrinkled_density_interface,2.0,1.0,2,0.33378792994656975
101,wrinkled_density_interface,2.0,1.0,3,0.15747761432088933
101,wrinkled_density_interface,2.0,1.0,4,0.1165190099977828
101,wrinkled_density_interface,2.0,1.0,5,0.2631059911284884
101,wrinkled_density_interface,2.0,1.5,0,0.14126634876142632
101,wrinkled_density_interface,2.0,1.5,1,0.09421172227823603
101,wrinkled_density_interface,2.0,1.5,2,0.344703199362002
101,wrinkled_density_interface,2.0,1.5,3,0.12204086817686119
101,wrinkled_density_interface,2.0,1.5,4,0.10266539489530488
101,wrinkled_density_interface,2.0,1.5,5,0.25665806485505144
101,wrinkled_density_interface,2.0,2.0,0,0.1013405423898465
101,wrinkled_density_interface,2.0,2.0,1,0.07967535321013423
101,wrinkled_density_interface,2.0,2.0,2,0.35622181394601055
101,wrinkled_density_interface,2.0,2.0,3,0.09226394220037487
101,wrinkled_density_interface,2.0,2.0,4,0.0898652847043634
101,wrinkled_density_interface,2.0,2.0,5,0.2509010763433769
101,wrinkled_density_interface,2.0,2.5,0,0.08087159208171547
101,wrinkled_density_interface,2.0,2.5,1,0.07220488644240536
