base_seed,family,mismatch_severity,correction_candidate,residual_amplitude,loco_score,field_relative_l2
401,smooth_plume,1.0,2.0,-1.0,0.07059034624353593,0.5922126838567398
401,smooth_plume,1.0,2.5,-1.5,0.08442972833274594,0.6592624850890813
401,wrinkled_density_interface,1.0,-0.5,1.5,0.16720025500811683,0.8433489082882643
401,wrinkled_density_interface,1.0,0.0,1.0,0.14274189197387357,0.7962834361167285
401,wrinkled_density_interface,1.0,0.5,0.5,0.1292863736893014,0.7565561350088507
401,wrinkled_density_interface,1.0,1.0,0.0,0.12658427350391024,0.7314750425480032
401,wrinkled_density_interface,1.0,1.5,-0.5,0.13522929880669643,0.7257714720554023
401,wrinkled_density_interface,1.0,2.0,-1.0,0.1510953553999585,0.7421500001169067
401,wrinkled_density_interface,1.0,2.5,-1.5,0.17723932103182796,0.7849556984644457
401,shock_expansion_pair,1.0,-0.5,1.5,0.12488059003175206,0.7091983404740813
401,shock_expansion_pair,1.0,0.0,1.0,0.11684424156032693,0.6786064952497747
401,shock_expansion_pair,1.0,0.5,0.5,0.1125843944011297,0.6562730533229988
401,shock_expansion_pair,1.0,1.0,0.0,0.11108655289207821,0.6400827285758539
401,shock_expansion_pair,1.0,1.5,-0.5,0.11191617288951816,0.6358276045295446
401,shock_expansion_pair,1.0,2.0,-1.0,0.11648708788547428,0.6490102362706454
401,shock_expansion_pair,1.0,2.5,-1.5,0.1263546148768229,0.6787854588844419
401,smooth_plume,2.0,-0.5,2.5,0.1425414222449519,0.7708357592388192
401,smooth_plume,2.0,0.0,2.0,0.11506119479548593,0.7068123514999479
401,smooth_plume,2.0,0.5,1.5,0.09297388501423354,0.651653052944106
401,smooth_plume,2.0,1.0,1.0,0.07604383298948665,0.604617090596578
401,smooth_plume,2.0,1.5,0.5,0.06468117517452947,0.5616330449797283
401,smooth_plume,2.0,2.0,0.0,0.05963589866506458,0.536352849023161
401,smooth_plume,2.0,2.5,-0.5,0.06131989865750709,0.543140815737706
401,wrinkled_density_interface,2.0,-0.5,2.5,0.23024047660495964,0.929727215873343
401,wrinkled_density_interface,2.0,0.0,2.0,0.1975637266287886,0.8923221778918206
401,wrinkled_density_interface,2.0,0.5,1.5,0.16720218312726778,0.8433691738368506
401,wrinkled_density_interface,2.0,1.0,1.0,0.14274258045008678,0.7962991476126802
