rig_id,block_id,method,true_aperture_radius,metadata_aperture_radius,candidate_aperture_radius,kappa,mean_validation_mse,median_effective_lambda,selected,selected_by_any_fold_score_deletion,validation_views,fold_0_validation_mse,fold_1_validation_mse,fold_2_validation_mse,fold_3_validation_mse
development_rig_a,development_rig_a:radius=0.05500,camera_delete_0,0.055,0.073,0.16,1e-05,2468.9108437616296,0.009766871883961649,False,False,1|2|3,4413.4853116135155,1440.424556749012,1552.8226629223616,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_0,0.055,0.073,0.16,3e-05,928.7596355554033,0.029300615651884944,False,False,1|2|3,1902.667155799903,561.7413732206388,321.8703776456682,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_0,0.055,0.073,0.16,0.0001,386.747762880298,0.09766871883961648,False,False,1|2|3,827.0202348917494,220.93237468165324,112.29067906749123,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_0,0.055,0.073,0.16,0.0003,191.63059232518694,0.2930061565188494,False,False,1|2|3,373.18929467157244,119.37686536335515,82.32561694063327,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_0,0.055,0.073,0.16,0.001,106.02904053854115,0.9766871883961648,False,False,1|2|3,176.45552902558236,73.2891185032775,68.34247408676359,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,3e-06,10472.285551412891,0.004333820296327006,False,False,0|2|3,25443.643371915525,4998.18863954486,975.0246427782904,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,1e-05,2730.84225148304,0.014446067654423354,False,False,0|2|3,5945.554156864899,1908.6919738604365,338.280623723785,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,3e-05,884.3020493180501,0.04333820296327006,False,False,0|2|3,1568.6639514217054,885.7863830532033,198.45581347924136,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,0.0001,336.5079348810461,0.14446067654423353,False,False,0|2|3,507.25665940991223,356.5493524862044,145.71779274702152,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,0.0003,186.9021180832784,0.43338202963270056,False,False,0|2|3,273.13047107329885,166.85454690726613,120.72133626927024,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.0,0.001,122.5354710321016,1.4446067654423351,True,True,0|2|3,173.66233983433762,91.98011547154334,101.96395779042383,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,3e-06,9121.405049261213,0.004173195456780441,False,False,0|2|3,21059.797327266824,5144.942193751717,1159.4756267650998,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,1e-05,2591.630214884772,0.013910651522601472,False,False,0|2|3,5348.645912093221,2080.884750272346,345.35998228874917,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,3e-05,891.2102542118846,0.041731954567804416,False,False,0|2|3,1540.201500273638,943.723027474224,189.7062348877916,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,0.0001,340.4612364329003,0.13910651522601472,False,False,0|2|3,513.2200251223885,367.8486618962138,140.31502228009862,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,0.0003,187.31690239619851,0.4173195456780441,False,False,0|2|3,277.12931447293147,167.25195252132298,117.56944019434107,
development_rig_a,development_rig_a:radius=0.05500,camera_delete_1,0.055,0.073,0.04,0.001,122.56578340626265,1.3910651522601472,False,True,0|2|3,175.05284298439966,92.47913668451284,100.16537054987543,
