partition,base_seed,family,case_id,geometry_digest,candidate_id,field_relative_l2,h1_seminorm_relative_l2,field_mean_bias,data_residual_relative_l2,fallback,fallback_reason,takeover,evaluator_only,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,shared_warm_seconds,deployment_setup_seconds,evaluator_setup_seconds,candidate_refine_seconds,end_to_end_seconds,total_with_evaluator_seconds,route,feature_set,basis_rank,target_l2,ridge_alpha,residual_shrinkage,feature_max_abs_z,predicted_residual_rms,model_inference_seconds,coefficient_target_evaluator_adjoint_calls
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,adjoint_low_rank_oracle,0.6942209950795674,1.0926595671535615,0.0016869061029997747,0.007755735040540757,False,,True,True,25,24,0,0,0.0039884159923531115,0.0,0.0007955000037327409,0.003938292036764324,0.007926708029117435,0.008722208032850176,,,,,,,,,,5
calibration,1289,single_interface,a40d33fc9a6be98e818c,704fc49a3f795cf1f66e57049cc9760fdc462df788998b91a2eba1496b8e47f9,exact_mismatch_oracle,0.6905305800637292,1.0830954861469029,0.0018840412911906577,0.006377697246536571,False,,True,True,25,24,0,0,0.0039884159923531115,0.0,0.0,0.003467832983005792,0.007456248975358903,0.007456248975358903,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,low_cgls24_matched,0.5368872486310251,1.134881155338455,0.016760879449403784,0.0017456404550208722,False,,True,False,25,24,0,0,0.0,0.0,0.0,0.0077278329990804195,0.0077278329990804195,0.0077278329990804195,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,component_damping,0.5239194487423532,0.9870292178711614,0.01782578542582225,0.003094096086806406,False,,True,False,25,24,0,0,0.003809707995969802,0.0,0.0,0.0038434169837273657,0.007653124979697168,0.007653124979697168,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,selected_fail_closed,0.5184614035160356,1.0428132944788544,0.01700414296900765,0.003381650656001164,False,,True,False,25,24,0,0,0.003809707995969802,0.00047641602577641606,0.0,0.0034512499696575105,0.007737373991403729,0.007737373991403729,fail_closed,camera,4,0.01,1.0,1.0,1.350209723957029,0.08235974792530935,9.587500244379044e-05,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,selected_raw_unbounded_diagnostic,0.5184614035160356,1.0428132944788544,0.01700414296900765,0.003381650656001164,False,,True,True,25,24,0,0,0.003809707995969802,0.00043945800280198455,0.0,0.0038980409735813737,0.00814720697235316,0.00814720697235316,raw_unbounded_diagnostic,camera,4,0.01,1.0,1.0,1.350209723957029,0.08235974792530935,5.891697946935892e-05,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,damping_plus_train_basis_mean,0.521517751475622,1.0085385948102488,0.017579538121538982,0.0022324394015905097,False,,True,False,25,24,0,0,0.003809707995969802,0.0,0.0,0.0034530830453149974,0.0072627910412848,0.0072627910412848,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b0p25,0.522397922260027,0.9955492630503887,0.017735561254822726,0.003401081315186511,False,,True,True,25,24,1,0,0.003809707995969802,0.0,0.00017254200065508485,0.003931707993615419,0.007741415989585221,0.007913957990240306,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b0p5,0.5216008193250257,1.0055874381846615,0.017645593500902352,0.003620639377009011,False,,True,True,25,24,1,0,0.003809707995969802,0.0,0.00017254200065508485,0.0034794589737430215,0.007289166969712824,0.0074617089703679085,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b0p75,0.5215322068807526,1.0171814257519995,0.017556390157194887,0.0037858173152452105,False,,True,True,25,24,1,0,0.003809707995969802,0.0,0.00017254200065508485,0.004059208033140749,0.007868916029110551,0.008041458029765636,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,high_order_teacher_b1p0,0.5222160394888564,1.0300907697804425,0.0174675696014894,0.003919353617055359,False,,True,True,25,24,1,0,0.003809707995969802,0.0,0.00017254200065508485,0.0035228750202804804,0.0073325830162502825,0.007505125016905367,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,measurement_l2_low_rank_oracle,0.5181655783349248,1.0414418296028518,0.01697919894246627,0.004033135008542512,False,,True,True,25,24,0,0,0.003809707995969802,0.0,3.183301305398345e-05,0.0038904589600861073,0.007700166956055909,0.007731999969109893,,,,,,,,,,
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,adjoint_low_rank_oracle,0.5187008482846431,1.0484807327699073,0.016879698885542964,0.0044016132850518705,False,,True,True,25,24,0,0,0.003809707995969802,0.0,0.0008450830355286598,0.0036233749706298113,0.007433082966599613,0.008278166002128273,,,,,,,,,,5
calibration,1301,smooth_no_interface,e3e22e519a90f76c2d83,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,exact_mismatch_oracle,0.5166825260809641,1.0452187159509727,0.017100220427764778,0.002551085955171047,False,,True,True,25,24,0,0,0.003809707995969802,0.0,0.0,0.003541791986208409,0.007351499982178211,0.007351499982178211,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,low_cgls24_matched,0.6952140748613719,1.232043577262988,-0.014672756229950401,0.0014905990363698325,False,,True,False,25,24,0,0,0.0,0.0,0.0,0.008140165999066085,0.008140165999066085,0.008140165999066085,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,component_damping,0.689212414839615,1.1129129357034573,-0.015460166608447422,0.0033213874410333256,False,,True,False,25,24,0,0,0.003693792037665844,0.0,0.0,0.0037254999624565244,0.007419292000122368,0.007419292000122368,,,,,,,,,,
calibration,1301,single_interface,e1d39800258fd30cfa71,ba10c2c2309f44c6b9acba2bf7b8f555f06419dfbb06395dffd5b3df5549c86a,selected_fail_closed,0.6865848732200545,1.1470628807686576,-0.014633299708445723,0.00461293539044726,False,,True,False,25,24,0,0,0.003693792037665844,0.000465415942016989,0.0,0.00350845797220245,0.007667665951885283,0.007667665951885283,fail_closed,camera,4,0.01,1.0,1.0,1.424389174542249,0.10549722721218752,8.895795326679945e-05,
