replicate,sample_index,reaction_family,variant,variant_label,baseline_normalized_data_residual_l2,variant_normalized_data_residual_l2,residual_gain_percent,baseline_field_relative_l2,variant_field_relative_l2,field_gain_percent
0,6,vortex_pair,exact_abs_view,Exact |A| view,0.4834441542625427,0.1525706946849823,68.44088539704916,0.9490175247192383,0.9038383364677429,4.760627393562767
0,6,vortex_pair,exact_abs_row,Exact |A| row,0.4834441542625427,0.15245124697685242,68.46559305088606,0.9490175247192383,0.9021555185317993,4.937949507444853
0,7,multi_plume,factor_row_hybrid,Factor row,0.7088472247123718,0.7004929184913635,1.1785764167163408,0.9611881971359253,0.9588905572891235,0.23904162094874742
0,7,multi_plume,exact_abs_view,Exact |A| view,0.7088472247123718,0.25130727887153625,64.54704623079974,0.9611881971359253,0.930134654045105,3.2307453611427266
0,7,multi_plume,exact_abs_row,Exact |A| row,0.7088472247123718,0.25134506821632385,64.54171513215533,0.9611881971359253,0.929514467716217,3.295268243418635
8,0,plume,factor_row_hybrid,Factor row,0.5815298557281494,0.5665465593338013,2.576530894632598,0.9543541073799133,0.9524309635162354,0.2015126092931882
8,0,plume,exact_abs_view,Exact |A| view,0.5815298557281494,0.16405150294303894,71.78966800636132,0.9543541073799133,0.9176266193389893,3.848413053070608
8,0,plume,exact_abs_row,Exact |A| row,0.5815298557281494,0.1639048159122467,71.81489233996129,0.9543541073799133,0.9155523180961609,4.065764372333346
8,1,wavy_front,factor_row_hybrid,Factor row,0.7033653259277344,0.6965453624725342,0.9696189453474561,0.9297754764556885,0.926994264125824,0.29912730549384947
8,1,wavy_front,exact_abs_view,Exact |A| view,0.7033653259277344,0.24738483130931854,64.82840108971543,0.9297754764556885,0.8340009450912476,10.30082356329016
8,1,wavy_front,exact_abs_row,Exact |A| row,0.7033653259277344,0.24739980697631836,64.82627194481053,0.9297754764556885,0.8331354260444641,10.393912601310696
8,2,thin_front,factor_row_hybrid,Factor row,0.505715548992157,0.48764368891716003,3.5735227265628766,1.017513394355774,1.010190486907959,0.7196865897231112
8,2,thin_front,exact_abs_view,Exact |A| view,0.505715548992157,0.14515537023544312,71.29703238812333,1.017513394355774,0.9598984122276306,5.662331567106448
8,2,thin_front,exact_abs_row,Exact |A| row,0.505715548992157,0.14439328014850616,71.44772779158794,1.017513394355774,0.9578556418418884,5.863092598565454
8,3,double_front,factor_row_hybrid,Factor row,0.6932634115219116,0.6852391362190247,1.1574641282844254,0.9457901120185852,0.9447498917579651,0.10998426050363237
8,3,double_front,exact_abs_view,Exact |A| view,0.6932634115219116,0.24763651192188263,64.27959303690214,0.9457901120185852,0.9011016488075256,4.724987356410575
8,3,double_front,exact_abs_row,Exact |A| row,0.6932634115219116,0.24768832325935364,64.27211949414627,0.9457901120185852,0.9002565741539001,4.814338539393644
8,4,annular_kernel,factor_row_hybrid,Factor row,0.4943075180053711,0.4775144159793854,3.39729852658305,0.9828091263771057,0.9819294810295105,0.0895031724865865
8,4,annular_kernel,exact_abs_view,Exact |A| view,0.4943075180053711,0.16075527667999268,67.47869072906839,0.9828091263771057,0.9558417797088623,2.7439047872553015
8,4,annular_kernel,exact_abs_row,Exact |A| row,0.4943075180053711,0.15959489345550537,67.71343998580025,0.9828091263771057,0.9542256593704224,2.9083436691364035
8,5,oblique_shock,factor_row_hybrid,Factor row,0.7783515453338623,0.7671810388565063,1.4351492644065522,0.9948009252548218,0.9936684370040894,0.11384069133654363
8,5,oblique_shock,exact_abs_view,Exact |A| view,0.7783515453338623,0.4234210252761841,45.60028462530206,0.9948009252548218,0.9647396206855774,3.021841235375216
8,5,oblique_shock,exact_abs_row,Exact |A| row,0.7783515453338623,0.422733336687088,45.688636552296835,0.9948009252548218,0.9640933275222778,3.0868083204363814
8,6,vortex_pair,factor_row_hybrid,Factor row,0.4989016354084015,0.4889453947544098,1.9956319938381257,0.9423716068267822,0.9357214570045471,0.7056823204412901
8,6,vortex_pair,exact_abs_view,Exact |A| view,0.4989016354084015,0.15624530613422394,68.68214192035644,0.9423716068267822,0.8931643962860107,5.221635518759458
8,6,vortex_pair,exact_abs_row,Exact |A| row,0.4989016354084015,0.15601347386837006,68.72861045230745,0.9423716068267822,0.8914276957511902,5.4059259326725515
8,7,multi_plume,factor_row_hybrid,Factor row,0.7592685222625732,0.7539312243461609,0.702952612931659,0.9407589435577393,0.9395699501037598,0.12638662243092644
8,7,multi_plume,exact_abs_view,Exact |A| view,0.7592685222625732,0.3005969226360321,60.409668803301386,0.9407589435577393,0.8566135168075562,8.944419537694106
8,7,multi_plume,exact_abs_row,Exact |A| row,0.7592685222625732,0.30053508281707764,60.41781346057892,0.9407589435577393,0.8560012578964233,9.009500918564894
