geometry_schema_version,geometry_id,mask_bits,active_camera_indices,active_angles_degrees,audit_query_index,audit_query_angle_degrees,active_view_count,minimum_gap_degrees,maximum_gap_degrees,mean_gap_degrees,gap_cv,first_angular_resultant,second_angular_resultant,first_angular_mean_cos,first_angular_mean_sin,operator_row_count,operator_nonzero_rank,operator_effective_rank,operator_condition_nonzero,operator_smallest_nonzero_singular,operator_largest_singular,operator_row_coherence,partition,partition_seed,partition_selection_rule,reference_fixed_k6_geometry
1,g_101011011,101011011,"0,2,4,5,7,8","0,40,80,100,140,160",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.11400671444188956,0.21426253656217958,0.03899259281350357,-0.1071312682810899,96,95,83.31188511453831,34.3889946056109,0.17663302419643193,6.074232116263837,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_101011101,101011101,"0,2,4,5,6,8","0,40,80,100,120,160",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.1140067144418896,0.21426253656217972,-0.07328210346431815,-0.08733421007646161,96,95,83.42225567296482,30.56910265494614,0.19791383680056085,6.050048393990601,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,True
1,g_101011110,101011110,"0,2,4,5,6,7","0,40,80,100,120,140",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.2245493925556435,0.14656420692863628,-0.17201481437299276,-0.14433756729740638,96,95,83.20134550880974,22.516500401286173,0.2644387528387398,5.9542352844090995,0.24999999999999173,validation,20261201,seeded_sha256_partition,False
1,g_110001111,110001111,"0,1,5,6,7,8","0,20,100,120,140,160",3,60.0,6,20.0,80.0,30.0,0.7453559924999051,0.42201481437299254,0.22454939255564363,0.21100740718649613,-0.3654755500203859,96,95,82.50863674506834,49.57622832913818,0.12471666404408574,6.182981813098013,0.24999999999999173,stress,20261201,largest max-gap then nonzero condition; field errors unused,False
1,g_110010111,110010111,"0,1,4,6,7,8","0,20,80,120,140,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.32826925100406923,0.1140067144418895,0.21100740718649613,-0.2514688355784963,96,95,83.14711503051421,52.406394938107574,0.11797000592136615,6.182382721166004,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_110011011,110011011,"0,1,4,5,7,8","0,20,80,100,140,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.2142625365621797,0.3282692510040691,0.13772530372217812,-0.1641346255020347,96,95,82.60939425298822,49.45201517318665,0.12474505084019198,6.168894146929114,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_110011101,110011101,"0,1,4,5,6,8","0,20,80,100,120,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.14656420692863606,0.42201481437299265,0.0254506074443564,-0.1443375672974064,96,95,82.80722283820938,45.37295589822684,0.13541664007643786,6.144253238074272,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_110011110,110011110,"0,1,4,5,6,7","0,20,80,100,120,140",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.21426253656217978,0.3282692510040695,-0.07328210346431824,-0.20134092451835117,96,95,82.76260212852345,27.826519328725542,0.217430033525231,6.050321030535283,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_111000111,111000111,"0,1,2,6,7,8","0,20,40,120,140,160",3,60.0,6,20.0,80.0,30.0,0.7453559924999051,0.4220148143729926,0.2245493925556436,0.396564206928636,-0.14433756729740646,96,95,83.1114537618736,59.82195845400431,0.10397106580264256,6.2197527788642315,0.24999999999999173,stress,20261201,largest max-gap then nonzero condition; field errors unused,False
1,g_111001011,111001011,"0,1,2,5,7,8","0,20,40,100,140,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.3282692510040692,0.11400671444188966,0.3232821034643179,-0.057003357220944864,96,95,83.26277240041,56.045332235622126,0.11073819632137163,6.206359004004821,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_111001101,111001101,"0,1,2,5,6,8","0,20,40,100,120,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.2142625365621796,0.3282692510040695,0.2110074071864962,-0.03720629901631657,96,95,83.60567949585356,51.45518917185494,0.12012426612126692,6.181016837400035,0.24999999999999173,geometry_ood,20261201,seeded_sha256_partition,False
1,g_111001110,111001110,"0,1,2,5,6,7","0,20,40,100,120,140",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.14656420692863598,0.4220148143729929,0.11227469627782156,-0.09420965623726132,96,95,83.73332194909771,33.728322695831565,0.18045222847012968,6.0863509930224575,0.24999999999999173,validation,20261201,seeded_sha256_partition,False
1,g_111010011,111010011,"0,1,2,4,7,8","0,20,40,80,140,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.32826925100406923,0.11400671444188942,0.32328210346431796,0.05700335722094475,96,95,83.2627723731785,56.04533446858425,0.11073819191273941,6.206359004195752,0.24999999999999173,stress,20261201,largest max-gap then nonzero condition; field errors unused,False
1,g_111010101,111010101,"0,1,2,4,6,8","0,20,40,80,120,160",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.22454939255564338,0.1465642069286362,0.21100740718649624,0.07680041542557305,96,95,83.927464678476,50.984423580126,0.1212329917989405,6.180994205763124,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_111010110,111010110,"0,1,2,4,6,7","0,20,40,80,120,140",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.11400671444188945,0.21426253656217992,0.11227469627782158,0.019797058204628293,96,95,84.16394881789103,33.331508623684364,0.18259872006128794,6.086290812396546,0.24999999999999173,validation,20261201,seeded_sha256_partition,False
1,g_111011001,111011001,"0,1,2,4,5,8","0,20,40,80,100,160",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.21426253656217972,0.32826925100406923,0.13772530372217823,0.16413462550203467,96,95,82.60939431950777,49.45201955522627,0.12474503885185009,6.168894100719152,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
1,g_111011010,111011010,"0,1,2,4,5,7","0,20,40,80,100,140",3,60.0,6,20.0,40.0,30.0,0.33333333333332227,0.11400671444188956,0.2142625365621798,0.03899259281350359,0.1071312682810899,96,95,83.31188460880206,34.38900734817207,0.1766329539979639,6.074231952965319,0.24999999999999173,geometry_ood,20261201,seeded_sha256_partition,False
1,g_111011100,111011100,"0,1,2,4,5,6","0,20,40,80,100,120",3,60.0,6,20.0,60.0,30.0,0.5091750772172986,0.14656420692863623,0.42201481437299276,-0.07328210346431814,0.1269283264857182,96,95,82.84502008422469,32.67780550147642,0.18523007695589638,6.052912427788291,0.24999999999999173,train,20261201,seeded_sha256_partition; reference forced into train,False
