geometry_id,partition,source_index,sample_seed,source_split,family_id,noise_level,field_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2
g_011011011,train,176,30360837,val,0,0.02,0.3035149574279785,0.2778941934170017,0.26883197684941534
g_011011011,train,177,30360838,val,0,0.05,0.39241117238998413,0.3674293618728805,0.35323218465081974
g_011011011,train,178,30360839,val,1,0.02,0.29339727759361267,0.23294707529891204,0.37539896793806105
g_011011011,train,179,30360840,val,1,0.05,0.33641213178634644,0.25505454827926644,0.4920238451795688
g_011011011,train,180,30360841,val,1,0.02,0.4200846254825592,0.25718995759585433,0.6004363103729425
g_011011011,train,181,30360842,val,1,0.05,0.4452477991580963,0.2857353719218353,0.6216286846551882
g_011011011,train,182,30360843,val,1,0.02,0.3436012268066406,0.23631646746989585,0.3933464006723183
g_011011011,train,183,30360844,val,1,0.05,0.32892948389053345,0.26153950106944507,0.4558638751853695
g_011011011,train,184,30360845,val,0,0.02,0.3240412771701813,0.2860456358142861,0.29468077000203163
g_011011011,train,185,30360846,val,0,0.05,0.30494213104248047,0.27113253387134284,0.28130287305246526
g_011011011,train,186,30360847,val,0,0.02,0.3062967360019684,0.2752306458748329,0.2806534637083235
g_011011011,train,187,30360848,val,0,0.05,0.34741833806037903,0.3184920497984651,0.3085456599500858
g_011011011,train,188,30360849,val,0,0.02,0.3503262400627136,0.3188310992939731,0.32204213915073093
g_011011011,train,189,30360850,val,0,0.05,0.3523169159889221,0.3209725800187212,0.3245707369360444
g_011011011,train,190,30360851,val,1,0.02,0.33083561062812805,0.20141159408622006,0.32058166181341374
g_011011011,train,191,30360852,val,1,0.05,0.4369097054004669,0.28419142869195213,0.5711521377188776
g_011011011,train,192,30360853,val,1,0.02,0.4003022611141205,0.2918658034657953,0.4601526267469625
g_011011011,train,193,30360854,val,1,0.05,0.32174113392829895,0.23457917991751373,0.38312701834551927
g_011011011,train,194,30360855,val,1,0.02,0.3689076900482178,0.24236284067173816,0.5373254381784515
g_011011011,train,195,30360856,val,1,0.05,0.3089819848537445,0.25799975965265576,0.3994320764434483
g_011011011,train,196,30360857,val,0,0.02,0.3938336968421936,0.3645654086334009,0.3697260115466637
g_011011011,train,197,30360858,val,0,0.05,0.2969028949737549,0.2642182016342463,0.27403445110720503
g_011011011,train,198,30360859,val,0,0.02,0.35524964332580566,0.3253465324256708,0.3321279516591706
g_011011011,train,199,30360860,val,0,0.05,0.34646427631378174,0.3139967552262871,0.30462428281812026
g_011011101,geometry_ood,160,30360821,val,0,0.02,0.3790549039840698,0.3555176311470196,0.3677590259759235
g_011011101,geometry_ood,161,30360822,val,0,0.05,0.4416334331035614,0.4185334666541129,0.4224909628536068
g_011011101,geometry_ood,162,30360823,val,0,0.02,0.3161841630935669,0.28535713645965954,0.2906627410489475
g_011011101,geometry_ood,163,30360824,val,0,0.05,0.32144248485565186,0.29690776095254423,0.3325329845899198
g_011011101,geometry_ood,164,30360825,val,0,0.02,0.33912959694862366,0.31258350390446554,0.29717051172943326
g_011011101,geometry_ood,165,30360826,val,0,0.05,0.37580516934394836,0.3499165309586683,0.3452278805793965
g_011011101,geometry_ood,166,30360827,val,1,0.02,0.2958587408065796,0.20324110922653307,0.4060607180568807
g_011011101,geometry_ood,167,30360828,val,1,0.05,0.385860413312912,0.2755021567800606,0.5709457614673369
g_011011101,geometry_ood,168,30360829,val,1,0.02,0.31997475028038025,0.23132897101669997,0.4679509796478908
g_011011101,geometry_ood,169,30360830,val,1,0.05,0.3327731788158417,0.2648724129736534,0.37648577259443217
g_011011101,geometry_ood,170,30360831,val,1,0.02,0.32919490337371826,0.2732154718466177,0.4953613328448112
g_011011101,geometry_ood,171,30360832,val,1,0.05,0.3091641664505005,0.2409750364651401,0.45275988399690903
g_011011101,geometry_ood,172,30360833,val,0,0.02,0.394641637802124,0.37117644185935605,0.4272984604634407
g_011011101,geometry_ood,173,30360834,val,0,0.05,0.4435208737850189,0.41907089520355223,0.44880839183922544
g_011011101,geometry_ood,174,30360835,val,0,0.02,0.33657771348953247,0.30665309949113684,0.29204666784482913
g_011011101,geometry_ood,175,30360836,val,0,0.05,0.3950795531272888,0.3708427553325851,0.3829579977967205
