replicate,sample_index,reaction_family,method,iterations,forward_calls,adjoint_calls,field_relative_l2,gradient_relative_l2,front_top10_f1,whitened_data_objective,objective_unit,objective_scale_to_physical,physical_equivalent_whitened_objective,trajectory_elapsed_seconds,source
8,6,vortex_pair,view_block_a_only_pdhg,16,16,16,0.9973719716072083,0.9974755644798279,0.4731707274913788,0.49219459295272827,normalized_b0_per_sample,1446288.7760019377,711855.5153963733,0.24313020799309015,gate_b_production_factor_pipeline
8,6,vortex_pair,view_block_a_only_pdhg,32,32,32,0.9918256998062134,0.9921925663948059,0.47560974955558777,0.47559818625450134,normalized_b0_per_sample,1446288.7760019377,687852.3186667643,0.24313020799309015,gate_b_production_factor_pipeline
8,6,vortex_pair,voxel_factor_a_only_pdhg,4,4,4,0.9989929795265198,0.9989768862724304,0.14878049492835999,0.4969097375869751,normalized_b0_per_sample,1446288.7760019377,718674.9761581103,0.142608999973163,gate_b_production_factor_pipeline
8,6,vortex_pair,voxel_factor_a_only_pdhg,8,8,8,0.9966465830802917,0.9966228604316711,0.15121951699256897,0.4895809590816498,normalized_b0_per_sample,1446288.7760019377,708075.446064054,0.142608999973163,gate_b_production_factor_pipeline
8,6,vortex_pair,voxel_factor_a_only_pdhg,16,16,16,0.9892770051956177,0.9895122647285461,0.14390243589878082,0.4655773639678955,normalized_b0_per_sample,1446288.7760019377,673359.3158673362,0.142608999973163,gate_b_production_factor_pipeline
8,6,vortex_pair,voxel_factor_a_only_pdhg,32,32,32,0.9709861278533936,0.9744489192962646,0.14390243589878082,0.3982901871204376,normalized_b0_per_sample,1446288.7760019377,576042.6272240004,0.142608999973163,gate_b_production_factor_pipeline
8,7,multi_plume,scalar_a_only_pdhg,4,4,4,0.9998296499252319,0.9998182058334351,0.43414634466171265,0.49944359064102173,normalized_b0_per_sample,324270.4520154018,161954.7988933594,0.1984559170086868,gate_b_production_factor_pipeline
8,7,multi_plume,scalar_a_only_pdhg,8,8,8,0.999437689781189,0.9994003176689148,0.43414634466171265,0.4981648921966553,normalized_b0_per_sample,324270.4520154018,161540.1547708133,0.1984559170086868,gate_b_production_factor_pipeline
8,7,multi_plume,scalar_a_only_pdhg,16,16,16,0.998195230960846,0.9980764985084534,0.43414634466171265,0.4941229820251465,normalized_b0_per_sample,324270.4520154018,160229.4827324925,0.1984559170086868,gate_b_production_factor_pipeline
8,7,multi_plume,scalar_a_only_pdhg,32,32,32,0.9947404265403748,0.9944031834602356,0.43414634466171265,0.4829826056957245,normalized_b0_per_sample,324270.4520154018,156616.98786452916,0.1984559170086868,gate_b_production_factor_pipeline
8,7,multi_plume,view_block_a_only_pdhg,4,4,4,0.9997671246528625,0.9997532367706299,0.4414634108543396,0.49925804138183594,normalized_b0_per_sample,324270.4520154018,161894.63075121213,0.1946386669878848,gate_b_production_factor_pipeline
8,7,multi_plume,view_block_a_only_pdhg,8,8,8,0.9992590546607971,0.9992144107818604,0.4390243589878082,0.49763375520706177,normalized_b0_per_sample,324270.4520154018,161367.92273911572,0.1946386669878848,gate_b_production_factor_pipeline
8,7,multi_plume,view_block_a_only_pdhg,16,16,16,0.997758686542511,0.997621476650238,0.43170732259750366,0.4928246736526489,normalized_b0_per_sample,324270.4520154018,159808.47968968734,0.1946386669878848,gate_b_production_factor_pipeline
8,7,multi_plume,view_block_a_only_pdhg,32,32,32,0.9939545392990112,0.9935837984085083,0.4390243589878082,0.4806657135486603,normalized_b0_per_sample,324270.4520154018,155865.6882007297,0.1946386669878848,gate_b_production_factor_pipeline
8,7,multi_plume,voxel_factor_a_only_pdhg,4,4,4,0.9993479251861572,0.9993507862091064,0.18536587059497833,0.4978676438331604,normalized_b0_per_sample,324270.4520154018,161443.765909622,0.1354454579995945,gate_b_production_factor_pipeline
8,7,multi_plume,voxel_factor_a_only_pdhg,8,8,8,0.9979350566864014,0.9979496002197266,0.18292683362960815,0.493221253156662,normalized_b0_per_sample,324270.4520154018,159937.0787047137,0.1354454579995945,gate_b_production_factor_pipeline
8,7,multi_plume,voxel_factor_a_only_pdhg,16,16,16,0.9938440322875977,0.9939450025558472,0.18780487775802612,0.47963574528694153,normalized_b0_per_sample,324270.4520154018,155531.69992694064,0.1354454579995945,gate_b_production_factor_pipeline
8,7,multi_plume,voxel_factor_a_only_pdhg,32,32,32,0.9840466976165771,0.9847362041473389,0.19756096601486206,0.4464852511882782,normalized_b0_per_sample,324270.4520154018,144781.9742210332,0.1354454579995945,gate_b_production_factor_pipeline
