feature_index,kernel_index,depth_offset,y_offset,x_offset,coefficient
23,8,-1,1,1,-7.519515593346657e-05
23,9,0,-1,-1,0.00022779613815101816
23,10,0,-1,0,-0.0010097833563556212
23,11,0,-1,1,0.0001857347521684839
23,12,0,0,-1,-0.0014111202305880182
23,13,0,0,0,0.0022342172270979335
23,14,0,0,1,-0.00023179985229503452
23,15,0,1,-1,0.00040008302480621744
23,16,0,1,0,-0.00011696557440717967
23,17,0,1,1,-0.00011074914710358793
23,18,1,-1,-1,-6.289025656252886e-05
23,19,1,-1,0,-0.0003120542085689197
23,20,1,-1,1,-7.768660551741238e-05
23,21,1,0,-1,1.6758623905607842e-05
23,22,1,0,0,0.0005113197749251414
23,23,1,0,1,-0.00010335806732352411
23,24,1,1,-1,0.00018412345701908223
23,25,1,1,0,0.00020571338347922605
23,26,1,1,1,-5.85454133346975e-05
24,0,-1,-1,-1,-0.00022171870631852345
24,1,-1,-1,0,0.0004370924676110092
24,2,-1,-1,1,-0.0003264743604561969
24,3,-1,0,-1,0.00040947983474983623
24,4,-1,0,0,-0.00040571760604554474
24,5,-1,0,1,-6.193395928482576e-05
24,6,-1,1,-1,-0.00019404451299322894
24,7,-1,1,0,-5.7312841053389466e-05
24,8,-1,1,1,0.00030532643800329354
24,9,0,-1,-1,-0.0002622068666713613
24,10,0,-1,0,-6.246026766036811e-05
24,11,0,-1,1,-5.936451778285961e-05
24,12,0,0,-1,0.0021944636539113897
24,13,0,0,0,-0.0018985409598157091
24,14,0,0,1,0.0004228156793550128
24,15,0,1,-1,-0.0009013165671371519
24,16,0,1,0,0.0015109874264979462
24,17,0,1,1,-0.00023065387029020754
24,18,1,-1,-1,-0.0002289414045306754
24,19,1,-1,0,0.00040973477911726493
24,20,1,-1,1,-0.0002588611940513336
24,21,1,0,-1,0.00046197568616921806
24,22,1,0,0,-0.00010673997596856598
24,23,1,0,1,-1.2750403923484371e-05
24,24,1,1,-1,-0.0001887795844128951
24,25,1,1,0,-5.5251702994084864e-05
24,26,1,1,1,0.0003115274279945386
25,0,-1,-1,-1,0.00022428697960676718
25,1,-1,-1,0,-0.0002749619469930903
25,2,-1,-1,1,0.0001968797609089704
25,3,-1,0,-1,0.00010898731865281222
25,4,-1,0,0,0.000224540233093187
25,5,-1,0,1,-0.00037330856278650917
25,6,-1,1,-1,0.00015430624055124884
25,7,-1,1,0,4.067361772279149e-05
25,8,-1,1,1,0.00015723541100131396
25,9,0,-1,-1,0.0003636317423568977
25,10,0,-1,0,0.0011183036540541212
25,11,0,-1,1,-0.0006412087505857341
25,12,0,0,-1,0.0011750955226223071
25,13,0,0,0,-0.003089689650386109
25,14,0,0,1,0.00023552220344649568
25,15,0,1,-1,4.511299491478661e-05
25,16,0,1,0,0.0015799250289522395
25,17,0,1,1,-5.927424876583195e-05
25,18,1,-1,-1,0.00012074313525039123
25,19,1,-1,0,-6.556713202887851e-06
25,20,1,-1,1,0.00012142328508874621
25,21,1,0,-1,0.0001721437733954768
25,22,1,0,0,-0.0003168616279670585
25,23,1,0,1,-0.00027828292210819154
25,24,1,1,-1,0.00011392768306931252
25,25,1,1,0,0.00011893476768212655
25,26,1,1,1,0.00010529829064820908
26,0,-1,-1,-1,0.0006657866952939077
26,1,-1,-1,0,-0.0004160706643717325
26,2,-1,-1,1,0.00022166459525511603
26,3,-1,0,-1,0.00011623069277381236
26,4,-1,0,0,0.0006306325972997462
26,5,-1,0,1,-0.001011346126303597
26,6,-1,1,-1,-0.0006293112270638206
26,7,-1,1,0,-0.0002313806415031307
26,8,-1,1,1,-0.0005090872062180272
26,9,0,-1,-1,-2.3593495865513932e-05
26,10,0,-1,0,-9.05282203328408e-05
26,11,0,-1,1,0.00013900439373567506
26,12,0,0,-1,1.3228391210278645e-05
26,13,0,0,0,0.00010204273790034972
26,14,0,0,1,0.0003837656479708674
26,15,0,1,-1,0.0006276364627601007
26,16,0,1,0,2.6118633599486624e-05
26,17,0,1,1,0.00047034271200669704
26,18,1,-1,-1,0.0007071526680614709
26,19,1,-1,0,-0.00012869766301817678
26,20,1,-1,1,0.0003696976659155814
26,21,1,0,-1,0.00020004923952696437
26,22,1,0,0,0.00047975268227558587
26,23,1,0,1,-0.0011938451597769252
26,24,1,1,-1,-0.0008324577423321262
26,25,1,1,0,-0.0006071208590178118
26,26,1,1,1,-0.0005276082985263224
27,0,-1,-1,-1,-0.0007209033789418436
27,1,-1,-1,0,0.0009184046372830614
27,2,-1,-1,1,-0.0006494797663490239
27,3,-1,0,-1,0.0008450703329366189
27,4,-1,0,0,0.0005979614762785708
27,5,-1,0,1,-0.00037556902442028624
27,6,-1,1,-1,-0.0005407179734614975
27,7,-1,1,0,-0.0004315465261518048
27,8,-1,1,1,2.5712533902284275e-05
27,9,0,-1,-1,-0.004275319395685999
27,10,0,-1,0,0.001916171280521602
27,11,0,-1,1,-0.002128335622894051
27,12,0,0,-1,0.005872065877233505
27,13,0,0,0,-0.010410530315099017
27,14,0,0,1,0.0027561124395529264
27,15,0,1,-1,-0.004799910196378621
27,16,0,1,0,0.0045294949490556945
27,17,0,1,1,-0.0033914627127394244
27,18,1,-1,-1,-0.00029607548653070665
27,19,1,-1,0,0.0007569134879033717
27,20,1,-1,1,-0.0003126951178296969
27,21,1,0,-1,0.0007990241066777695
27,22,1,0,0,-4.9494073072729566e-05
27,23,1,0,1,-0.0002658787540967413
27,24,1,1,-1,-0.00030276925752886
27,25,1,1,0,-0.0002620943682246779
27,26,1,1,1,0.00017914568544093084
28,0,-1,-1,-1,0.00042029804920556507
28,1,-1,-1,0,0.0014401300100188796
28,2,-1,-1,1,0.0013431652458296092
28,3,-1,0,-1,0.0009826346870182114
28,4,-1,0,0,-0.00031509460494251094
28,5,-1,0,1,0.00014124314794325442
28,6,-1,1,-1,-0.002211165381128018
28,7,-1,1,0,0.0006988509047075541
28,8,-1,1,1,-0.0008363663140051749
28,9,0,-1,-1,-0.0006113215171536151
28,10,0,-1,0,0.0004285598020910972
28,11,0,-1,1,-0.0008337199317265206
28,12,0,0,-1,0.001790154567195818
28,13,0,0,0,-0.0006464153096749424
28,14,0,0,1,0.0011471292460354557
28,15,0,1,-1,0.0013839583436563027
28,16,0,1,0,0.0018602470446932658
28,17,0,1,1,0.0007681267468047653
28,18,1,-1,-1,0.00044171644688564756
28,19,1,-1,0,0.00046419928395073797
28,20,1,-1,1,0.0013600745526762853
28,21,1,0,-1,-0.0009879922602196592
28,22,1,0,0,-0.00432626297530962
28,23,1,0,1,-0.0004881124902817319
28,24,1,1,-1,-0.00248077812790821
28,25,1,1,0,-0.0007064133880491141
28,26,1,1,1,-0.001041200154131082
29,0,-1,-1,-1,-0.0004789367793898338
29,1,-1,-1,0,0.0012272696595880964
29,2,-1,-1,1,0.0004447902616441483
29,3,-1,0,-1,-0.0006699146408717029
29,4,-1,0,0,-0.0010424733778859661
29,5,-1,0,1,-0.00021940034530327514
29,6,-1,1,-1,-0.00032954291739284794
29,7,-1,1,0,0.001260559378156844
29,8,-1,1,1,-0.0008260119020477364
29,9,0,-1,-1,-0.001048353189144554
29,10,0,-1,0,0.0050111770439777575
29,11,0,-1,1,-0.002280558163557661
29,12,0,0,-1,-0.004182911199802881
29,13,0,0,0,-0.0002481885906482537
29,14,0,0,1,0.0015549603999775968
29,15,0,1,-1,-0.0002522927665819044
29,16,0,1,0,0.0006376950986143415
29,17,0,1,1,-0.000913971906571849
29,18,1,-1,-1,-0.00036875542899395724
29,19,1,-1,0,0.00038944904747657323
29,20,1,-1,1,0.0005058406127196955
29,21,1,0,-1,-7.213142466779147e-05
29,22,1,0,0,-0.001034952673668236
29,23,1,0,1,0.00013375376147123607
29,24,1,1,-1,-3.507805207408953e-05
29,25,1,1,0,0.000638952274161226
29,26,1,1,1,-0.0006750163012668573
30,0,-1,-1,-1,0.0002540315432568569
30,1,-1,-1,0,-0.0012624851267340265
30,2,-1,-1,1,-0.0006696974487185595
30,3,-1,0,-1,0.0004537911052723969
30,4,-1,0,0,0.000555946252885653
30,5,-1,0,1,0.00033422404789886867
30,6,-1,1,-1,0.00011514915620820339
30,7,-1,1,0,-0.0013682717128673542
30,8,-1,1,1,0.0005911590732930186
30,9,0,-1,-1,0.00023809966234046147
30,10,0,-1,0,-0.004120546611725821
30,11,0,-1,1,0.0010523913638958078
30,12,0,0,-1,0.005280266737651708
30,13,0,0,0,-0.0008313195581171082
30,14,0,0,1,0.0014215555458114337
30,15,0,1,-1,-0.001523681903731479
30,16,0,1,0,-0.0007718750165767518
30,17,0,1,1,-0.0013138048643013633
30,18,1,-1,-1,0.00040068061456267315
30,19,1,-1,0,-0.0006298627671610255
30,20,1,-1,1,-0.0005264297702989359
30,21,1,0,-1,-8.103573818033808e-05
30,22,1,0,0,0.0005170697102663438
30,23,1,0,1,7.662199812204025e-06
30,24,1,1,-1,0.00014431672377291394
30,25,1,1,0,-0.0007500248457189682
30,26,1,1,1,0.0007297877967280071
31,0,-1,-1,-1,-0.0005851900771023747
31,1,-1,-1,0,0.0008321874349451908
31,2,-1,-1,1,-0.0011232548887325426
31,3,-1,0,-1,0.00030204149055753087
31,4,-1,0,0,-0.0014434392692479856
31,5,-1,0,1,0.0006771944340866087
31,6,-1,1,-1,-5.8898588589710815e-05
31,7,-1,1,0,-0.0003824491564690019
31,8,-1,1,1,0.00029302928702427933
31,9,0,-1,-1,0.0010850421838962756
31,10,0,-1,0,0.004392492119074022
31,11,0,-1,1,0.0003355853504344492
31,12,0,0,-1,-0.00022093667293981889
31,13,0,0,0,-0.010972548009195204
31,14,0,0,1,-0.0007439041266786985
31,15,0,1,-1,0.0016311461252384765
31,16,0,1,0,-0.0006135590343700408
31,17,0,1,1,-0.0003761635970606554
31,18,1,-1,-1,-0.00044139341561869896
31,19,1,-1,0,0.0009756298128784834
31,20,1,-1,1,-0.0009848606727482115
31,21,1,0,-1,0.0006922363014193952
31,22,1,0,0,-0.0005557087751544549
31,23,1,0,1,0.0009436454988778085
31,24,1,1,-1,-7.504210321838736e-06
31,25,1,1,0,-0.00021108450569917912
31,26,1,1,1,0.00037634604794726156
32,0,-1,-1,-1,-5.96592498983557e-16
32,1,-1,-1,0,1.0831402916295413e-15
32,2,-1,-1,1,-1.0386842325077172e-15
32,3,-1,0,-1,6.597638998621344e-16
32,4,-1,0,0,-4.087573550776163e-15
32,5,-1,0,1,4.3472198443162984e-16
32,6,-1,1,-1,-1.8423015511688518e-16
32,7,-1,1,0,-1.3219480971077494e-15
32,8,-1,1,1,2.326340441085823e-16
32,9,0,-1,-1,3.072428577904625e-15
32,10,0,-1,0,-7.605825586837399e-15
32,11,0,-1,1,6.656452977953682e-16
32,12,0,0,-1,-7.984318536716601e-15
32,13,0,0,0,1.4002037384724473e-14
32,14,0,0,1,-2.696408491943116e-15
32,15,0,1,-1,4.847856991184701e-15
32,16,0,1,0,-3.8433013492977265e-15
32,17,0,1,1,1.802444828998759e-15
32,18,1,-1,-1,-3.74068679948197e-16
32,19,1,-1,0,1.5317777284440462e-15
32,20,1,-1,1,-6.377830092927014e-16
32,21,1,0,-1,1.1447718288271734e-15
32,22,1,0,0,-5.138868034168013e-16
32,23,1,0,1,-1.1221587031106216e-16
32,24,1,1,-1,-1.729146942626739e-16
32,25,1,1,0,-9.165568350194997e-16
32,26,1,1,1,4.0048345812633655e-16
