field_uid,rig_id,family,reserved_view,source_gain_vs_pbb9,reserved_gain_vs_pbb9,target_gain_vs_pbb9
fresh-budget-rig-f:pulsed_toroidal_plume:10,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.01578018221089028,-0.032555055404326794,-0.021396926817608408
fresh-budget-rig-f:pulsed_toroidal_plume:11,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.009110958629398036,-0.006603033843507244,0.024528696473028022
fresh-budget-rig-f:pulsed_toroidal_plume:12,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.026154495069337536,-0.06569022303696737,-0.03548577732765268
fresh-budget-rig-f:pulsed_toroidal_plume:13,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.02574746174231124,-0.07225362195207419,-0.03604261934751385
fresh-budget-rig-f:pulsed_toroidal_plume:14,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.01504646014051425,-0.03405126250538548,-0.023423786261599577
fresh-budget-rig-f:pulsed_toroidal_plume:15,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.015949449595650922,-0.028642348521356942,-0.020165253797550076
fresh-budget-rig-f:pulsed_toroidal_plume:16,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.02731124472680957,-0.03891043679792072,-0.028047973070085774
fresh-budget-rig-f:pulsed_toroidal_plume:17,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.0021593117752147784,-0.015106319120542944,-0.020674337777532248
fresh-budget-rig-f:pulsed_toroidal_plume:18,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.052388875227991294,-0.006470387976305281,0.005549006857352157
fresh-budget-rig-f:pulsed_toroidal_plume:19,fresh-budget-rig-f,pulsed_toroidal_plume,4,-0.004052425988696928,-0.011931858817374463,-0.013446283367885448
