training_arm,source_split,candidate,comparator,independent_field_count,model_seed_count,mean_field_gain_pct,field_cluster_ci95_low_pct,field_cluster_ci95_high_pct,median_field_gain_pct,p10_field_gain_pct,harm_rate_gt_1pct,positive_seed_count,seed_mean_gains_pct
m4_counterfactual,test_family_ood,correct_geometry,locked_fno,32,3,0.36535514014577986,0.2724418959374323,0.4689664357975602,0.27791267096808914,0.07452942982725322,0.0,3,0.59677359;0.34602864;0.15326319
m4_counterfactual,test_family_ood,correct_geometry,static,32,3,0.06748478407173328,0.05205551590568801,0.08372666986194098,0.060212017530814725,0.017535134402347646,0.0,2,0.23074320;0.06957226;-0.09786111
m4_counterfactual,test_family_ood,correct_geometry,k_cardinality,32,3,0.06737733439205343,0.05237935535296677,0.0834663588953759,0.0605832786986962,0.01862674363214967,0.0,2,0.23048656;0.06950730;-0.09786186
m4_counterfactual,test_family_ood,correct_geometry,shuffled_geometry,32,3,0.0758920360358597,0.06133254469701339,0.09119320657982638,0.07083790912522141,0.026860752915066333,0.0,2,0.24719271;0.07416225;-0.09367885
m4_counterfactual,test_iid,correct_geometry,locked_fno,32,3,3.656874666296271,1.7507718421699254,5.627234950652708,1.236195426640852,-2.5779057665476417,0.20833333333333334,3,3.91019875;3.69856248;3.36186277
m4_counterfactual,test_iid,correct_geometry,static,32,3,0.10053129924613186,0.02155322220621797,0.17966230872245662,-0.013941327713403468,-0.11408172132952579,0.0,2,0.20948026;0.10986506;-0.01775143
m4_counterfactual,test_iid,correct_geometry,k_cardinality,32,3,0.0979117686804485,0.02042965014389528,0.17781378068451795,-0.01381799594932236,-0.11360000494082093,0.0,2,0.20207993;0.10943576;-0.01778039
m4_counterfactual,test_iid,correct_geometry,shuffled_geometry,32,3,0.06836477748602166,-0.008839226424082292,0.1468885359424212,-0.023891683141131582,-0.162415459021256,0.0,2,0.13312219;0.09274146;-0.02076932
m4_counterfactual,test_joint_ood,correct_geometry,locked_fno,32,3,0.2520611045934351,0.17371385214269494,0.3391108943858377,0.22838408131712135,0.013311155774863592,0.0,3,0.53121507;0.20546663;0.01950161
m4_counterfactual,test_joint_ood,correct_geometry,static,32,3,0.07540362612924012,0.06244708560184358,0.0884207190175243,0.08304700906827787,0.025431112989766063,0.0,2,0.26354761;0.07110538;-0.10844211
m4_counterfactual,test_joint_ood,correct_geometry,k_cardinality,32,3,0.074996274930046,0.06176242064600883,0.08784601468109929,0.08263856387769439,0.026419660025683932,0.0,2,0.26242388;0.07101544;-0.10845050
m4_counterfactual,test_joint_ood,correct_geometry,shuffled_geometry,32,3,0.08346847540678516,0.07052668363856845,0.09598580567130895,0.09051732647949574,0.035241611074537986,0.0,2,0.27848161;0.07570903;-0.10378521
m4_counterfactual,test_noise_ood,correct_geometry,locked_fno,32,3,3.4467339515071114,1.666190518450538,5.281427801684375,0.8184771256966223,-1.8065279768057974,0.22916666666666666,3,3.84950203;3.31188292;3.17881691
m4_counterfactual,test_noise_ood,correct_geometry,static,32,3,0.1400845783527982,0.06629623462255761,0.22276907338483856,0.08853081700052257,-0.08946216934900988,0.0,3,0.30506231;0.09930533;0.01588609
m4_counterfactual,test_noise_ood,correct_geometry,k_cardinality,32,3,0.13628548760351944,0.06195289236076331,0.21442404438026283,0.0874726509284893,-0.09194018572041264,0.0,3,0.29401072;0.09903225;0.01581349
m4_counterfactual,test_noise_ood,correct_geometry,shuffled_geometry,32,3,0.10624687441305103,0.032821626827472014,0.18000231093163815,0.047214149058704594,-0.11123646820394925,0.0,3,0.21854584;0.08785530;0.01233949
m4_counterfactual,val,correct_geometry,locked_fno,40,3,5.299414206085564,3.6961978217111437,6.949621920474469,4.8689626811960425,-0.42015244641524296,0.041666666666666664,3,5.47399270;5.23841401;5.18583591
m4_counterfactual,val,correct_geometry,static,40,3,0.08005399001703059,0.052800044446274653,0.107178491481355,0.06620364309554756,-0.016273513282356284,0.0,3,0.08899606;0.10200245;0.04916346
m4_counterfactual,val,correct_geometry,k_cardinality,40,3,0.07612034937773511,0.05019546119448725,0.10285521940791086,0.06368482776247138,-0.01654943626400345,0.0,3,0.07786510;0.10135246;0.04914349
m4_counterfactual,val,correct_geometry,shuffled_geometry,40,3,0.06747108882035534,0.040995819531700624,0.09516935115500537,0.04888894981104146,-0.024718699382982916,0.0,3,0.05587777;0.09617135;0.05036415
