model_seed,variant_index,source_index,sample_seed,source_split,family_id,noise_level,total_budget,method,classical_champion,ridge_relative,inference_ms_per_sample,field_rel_l2,gradient_rel_l2,observed_reprojection_rel_l2,audit_reprojection_rel_l2,improvement_vs_classical_pct
20260721,482,160,20460721,test_iid,0,0.02,8,fno,ridge,1e-05,0.2597975973104541,0.13952983915805817,0.2478044480085373,0.13193289935588837,0.10825008898973465,61.44235659081614
20260721,482,160,20460721,test_iid,0,0.02,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.196556955575943,0.3433830738067627,0.20366208255290985,0.20233257114887238,45.68349645919768
20260721,482,160,20460721,test_iid,0,0.02,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.18046113848686218,0.2884836196899414,0.1902778446674347,0.19081047177314758,50.13141082246695
20260721,483,161,20460722,test_iid,0,0.05,4,physics_lift,ridge,1e-06,0.0,0.5488808751106262,0.6934360861778259,0.36835217475891113,0.5009232759475708,-19.193999587703413
20260721,483,161,20460722,test_iid,0,0.05,4,ridge,ridge,1e-06,0.0,0.46049371361732483,0.4989498257637024,0.41452285647392273,0.4663378596305847,0.0
20260721,483,161,20460722,test_iid,0,0.05,4,unet,ridge,1e-06,0.30381726699286243,0.3098045289516449,0.49423015117645264,0.22477449476718903,0.3051716089248657,32.72339669561201
20260721,483,161,20460722,test_iid,0,0.05,4,fno,ridge,1e-06,0.2597975973104541,0.31044456362724304,0.4311177730560303,0.18402016162872314,0.2412596046924591,32.584407898008436
20260721,483,161,20460722,test_iid,0,0.05,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.24585767090320587,0.38432028889656067,0.233271062374115,0.2330516278743744,46.60998323465012
20260721,483,161,20460722,test_iid,0,0.05,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.22573988139629364,0.37017956376075745,0.21867521107196808,0.2071228325366974,50.97872680529236
20260721,484,161,20460722,test_iid,0,0.05,6,physics_lift,ridge,1e-06,0.0,0.40778645873069763,0.5039623975753784,0.3459199070930481,0.4302911162376404,-5.803950527533859
20260721,484,161,20460722,test_iid,0,0.05,6,ridge,ridge,1e-06,0.0,0.38541704416275024,0.4206518530845642,0.3620469868183136,0.3434875011444092,0.0
20260721,484,161,20460722,test_iid,0,0.05,6,unet,ridge,1e-06,0.30381726699286243,0.23539823293685913,0.38291165232658386,0.17126470804214478,0.2159690111875534,38.92376154546849
20260721,484,161,20460722,test_iid,0,0.05,6,fno,ridge,1e-06,0.2597975973104541,0.23334434628486633,0.35107699036598206,0.16717776656150818,0.16907140612602234,39.45666134403582
20260721,484,161,20460722,test_iid,0,0.05,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.23605284094810486,0.34399285912513733,0.23838214576244354,0.2253103107213974,38.75391747106694
20260721,484,161,20460722,test_iid,0,0.05,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.2212475687265396,0.3347457945346832,0.2170441746711731,0.20440208911895752,42.59528163639301
20260721,485,161,20460722,test_iid,0,0.05,8,physics_lift,ridge,1e-05,0.0,0.409053236246109,0.490163654088974,0.3586820662021637,0.5371323227882385,-5.323686453208563
20260721,485,161,20460722,test_iid,0,0.05,8,ridge,ridge,1e-05,0.0,0.38837724924087524,0.44615280628204346,0.36512672901153564,0.34652286767959595,0.0
20260721,485,161,20460722,test_iid,0,0.05,8,unet,ridge,1e-05,0.30381726699286243,0.23221510648727417,0.3365265130996704,0.1721145212650299,0.20351028442382812,40.20888016958629
20260721,485,161,20460722,test_iid,0,0.05,8,fno,ridge,1e-05,0.2597975973104541,0.17083731293678284,0.29320886731147766,0.16091646254062653,0.16449491679668427,56.01253336253277
20260721,485,161,20460722,test_iid,0,0.05,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.24650943279266357,0.39633291959762573,0.24532204866409302,0.22151267528533936,36.52835399734206
20260721,485,161,20460722,test_iid,0,0.05,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.23125281929969788,0.3726472556591034,0.22800606489181519,0.21279725432395935,40.4566514253575
20260721,486,162,20460723,test_iid,0,0.02,4,physics_lift,ridge,1e-06,0.0,0.6104702353477478,0.7406676411628723,0.43260833621025085,0.6043637990951538,-24.68423828900082
20260721,486,162,20460723,test_iid,0,0.02,4,ridge,ridge,1e-06,0.0,0.48961299657821655,0.5284599661827087,0.414289653301239,0.5652891397476196,0.0
20260721,486,162,20460723,test_iid,0,0.02,4,unet,ridge,1e-06,0.30381726699286243,0.4152669608592987,0.6052416563034058,0.2891393303871155,0.5374850630760193,15.18465323395252
20260721,486,162,20460723,test_iid,0,0.02,4,fno,ridge,1e-06,0.2597975973104541,0.42111995816230774,0.547621488571167,0.25203758478164673,0.44093847274780273,13.989219831673124
20260721,486,162,20460723,test_iid,0,0.02,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.3107219338417053,0.4237539768218994,0.2587507367134094,0.4220428168773651,36.53723736632218
20260721,486,162,20460723,test_iid,0,0.02,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.25512197613716125,0.36868035793304443,0.2147565335035324,0.36290988326072693,47.89313643211594
20260721,487,162,20460723,test_iid,0,0.02,6,physics_lift,ridge,1e-06,0.0,0.44358980655670166,0.5291612148284912,0.3992169201374054,0.43086105585098267,-23.524044334933166
20260721,487,162,20460723,test_iid,0,0.02,6,ridge,ridge,1e-06,0.0,0.35911211371421814,0.38694140315055847,0.33062687516212463,0.3351954519748688,0.0
20260721,487,162,20460723,test_iid,0,0.02,6,unet,ridge,1e-06,0.30381726699286243,0.2664245367050171,0.41190674901008606,0.23864290118217468,0.2726992070674896,25.81020619168081
20260721,487,162,20460723,test_iid,0,0.02,6,fno,ridge,1e-06,0.2597975973104541,0.27470844984054565,0.38415950536727905,0.2093815952539444,0.26193517446517944,23.50342989003317
20260721,487,162,20460723,test_iid,0,0.02,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.21650561690330505,0.3250451982021332,0.23722413182258606,0.20524542033672333,39.7108566836045
20260721,487,162,20460723,test_iid,0,0.02,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.19232423603534698,0.30204299092292786,0.19713234901428223,0.18826629221439362,46.444514486953985
20260721,488,162,20460723,test_iid,0,0.02,8,physics_lift,ridge,1e-05,0.0,0.421981543302536,0.496029794216156,0.3757707476615906,0.5401844382286072,-18.33628769734147
20260721,488,162,20460723,test_iid,0,0.02,8,ridge,ridge,1e-05,0.0,0.3565952181816101,0.38165220618247986,0.32497167587280273,0.34253060817718506,0.0
20260721,488,162,20460723,test_iid,0,0.02,8,unet,ridge,1e-05,0.30381726699286243,0.18313255906105042,0.3339619040489197,0.17012162506580353,0.24188725650310516,48.6441349395018
20260721,488,162,20460723,test_iid,0,0.02,8,fno,ridge,1e-05,0.2597975973104541,0.1798863559961319,0.2895377278327942,0.16872774064540863,0.21110568940639496,49.55446769198872
20260721,488,162,20460723,test_iid,0,0.02,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.2139049768447876,0.35213083028793335,0.21526195108890533,0.20288051664829254,40.01462556453905
20260721,488,162,20460723,test_iid,0,0.02,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.19799062609672546,0.3065539598464966,0.2012103646993637,0.20163163542747498,44.477487077144225
20260721,489,163,20460724,test_iid,0,0.05,4,physics_lift,ridge,1e-06,0.0,0.5383824706077576,0.6882959604263306,0.398158997297287,0.46934211254119873,-42.059093995133985
20260721,489,163,20460724,test_iid,0,0.05,4,ridge,ridge,1e-06,0.0,0.37898486852645874,0.42242544889450073,0.33520907163619995,0.3931390643119812,0.0
20260721,489,163,20460724,test_iid,0,0.05,4,unet,ridge,1e-06,0.30381726699286243,0.21392442286014557,0.4395609498023987,0.16813598573207855,0.23927173018455505,43.55330763142434
20260721,489,163,20460724,test_iid,0,0.05,4,fno,ridge,1e-06,0.2597975973104541,0.19182176887989044,0.3354695737361908,0.14197011291980743,0.3145807981491089,49.38537529843562
20260721,489,163,20460724,test_iid,0,0.05,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.12441884726285934,0.2876420319080353,0.10205783694982529,0.13770070672035217,67.17049740078349
20260721,489,163,20460724,test_iid,0,0.05,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.11300376802682877,0.28021541237831116,0.08928830921649933,0.13000266253948212,70.18251191217645
20260721,490,163,20460724,test_iid,0,0.05,6,physics_lift,ridge,1e-06,0.0,0.3802279233932495,0.4820360243320465,0.32379528880119324,0.41552335023880005,-28.283297814429535
20260721,490,163,20460724,test_iid,0,0.05,6,ridge,ridge,1e-06,0.0,0.29639706015586853,0.3423115611076355,0.2622126638889313,0.28146645426750183,0.0
20260721,490,163,20460724,test_iid,0,0.05,6,unet,ridge,1e-06,0.30381726699286243,0.16941766440868378,0.3329402208328247,0.1473429650068283,0.24816696345806122,42.8409767897093
20260721,490,163,20460724,test_iid,0,0.05,6,fno,ridge,1e-06,0.2597975973104541,0.1695709526538849,0.30771419405937195,0.13611643016338348,0.2665218412876129,42.78925959483565
20260721,490,163,20460724,test_iid,0,0.05,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.132731631398201,0.2687928378582001,0.13351790606975555,0.18231889605522156,55.21830367381087
20260721,490,163,20460724,test_iid,0,0.05,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.11985190957784653,0.2699235677719116,0.12251441180706024,0.15047980844974518,59.563732003477114
20260721,491,163,20460724,test_iid,0,0.05,8,physics_lift,ridge,1e-05,0.0,0.37356993556022644,0.45755255222320557,0.32014942169189453,0.5330919027328491,-25.226598024490563
20260721,491,163,20460724,test_iid,0,0.05,8,ridge,ridge,1e-05,0.0,0.298315167427063,0.38049978017807007,0.2678062617778778,0.2842649519443512,0.0
20260721,491,163,20460724,test_iid,0,0.05,8,unet,ridge,1e-05,0.30381726699286243,0.14124223589897156,0.3013157546520233,0.10891588032245636,0.23648779094219208,52.65335077740178
20260721,491,163,20460724,test_iid,0,0.05,8,fno,ridge,1e-05,0.2597975973104541,0.1362278163433075,0.2620658576488495,0.13277025520801544,0.219397634267807,54.33426415465179
20260721,491,163,20460724,test_iid,0,0.05,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.13989168405532837,0.35903221368789673,0.13958986103534698,0.17021223902702332,53.10607728651194
20260721,491,163,20460724,test_iid,0,0.05,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.1287279725074768,0.3257588744163513,0.13653068244457245,0.1561782956123352,56.848331374394895
20260721,492,164,20460725,test_iid,1,0.02,4,physics_lift,ridge,1e-06,0.0,0.6962893009185791,0.9032344818115234,0.676257848739624,0.6987988352775574,-84.75078767942476
20260721,492,164,20460725,test_iid,1,0.02,4,ridge,ridge,1e-06,0.0,0.3768802881240845,0.5241537094116211,0.23756210505962372,0.5965684652328491,0.0
20260721,492,164,20460725,test_iid,1,0.02,4,unet,ridge,1e-06,0.30381726699286243,0.46926403045654297,0.7576311826705933,0.2565155029296875,0.6964874863624573,-24.51275517540383
20260721,492,164,20460725,test_iid,1,0.02,4,fno,ridge,1e-06,0.2597975973104541,0.4738215506076813,0.7442477941513062,0.32289358973503113,0.7039160132408142,-25.722030453187973
20260721,492,164,20460725,test_iid,1,0.02,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.328206866979599,0.5161961913108826,0.1594296097755432,0.5821602940559387,12.914822737646347
20260721,492,164,20460725,test_iid,1,0.02,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.30032652616500854,0.48398008942604065,0.13025018572807312,0.5662490129470825,20.312487644264422
20260721,493,164,20460725,test_iid,1,0.02,6,physics_lift,ridge,1e-06,0.0,0.5640527009963989,0.8045280575752258,0.4983097016811371,0.6976877450942993,-75.97057795574875
20260721,493,164,20460725,test_iid,1,0.02,6,ridge,ridge,1e-06,0.0,0.32053807377815247,0.45576906204223633,0.22753675282001495,0.5556024312973022,0.0
20260721,493,164,20460725,test_iid,1,0.02,6,unet,ridge,1e-06,0.30381726699286243,0.43347257375717163,0.7174480557441711,0.29045823216438293,0.6311689019203186,-35.23278799535993
20260721,493,164,20460725,test_iid,1,0.02,6,fno,ridge,1e-06,0.2597975973104541,0.4529274106025696,0.7374725341796875,0.33017581701278687,0.6458539962768555,-41.30221887950573
20260721,493,164,20460725,test_iid,1,0.02,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.28729382157325745,0.4512295424938202,0.18307867646217346,0.537960410118103,10.371389524166162
20260721,493,164,20460725,test_iid,1,0.02,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.26814764738082886,0.42711254954338074,0.1657792627811432,0.525811493396759,16.34452524769962
20260721,494,164,20460725,test_iid,1,0.02,8,physics_lift,ridge,1e-05,0.0,0.5695112347602844,0.7997703552246094,0.49409711360931396,0.7414047122001648,-82.44328513915785
20260721,494,164,20460725,test_iid,1,0.02,8,ridge,ridge,1e-05,0.0,0.3121579587459564,0.4400204122066498,0.23025082051753998,0.5372228622436523,0.0
20260721,494,164,20460725,test_iid,1,0.02,8,unet,ridge,1e-05,0.30381726699286243,0.40974006056785583,0.6939485669136047,0.2586589753627777,0.5846057534217834,-31.260488187969628
20260721,494,164,20460725,test_iid,1,0.02,8,fno,ridge,1e-05,0.2597975973104541,0.4301971197128296,0.7055096626281738,0.303585410118103,0.6243037581443787,-37.81392005531369
20260721,494,164,20460725,test_iid,1,0.02,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.27855706214904785,0.4499772787094116,0.18433180451393127,0.5203079581260681,10.764068528570292
20260721,494,164,20460725,test_iid,1,0.02,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.2599847614765167,0.4153871536254883,0.16734713315963745,0.5006734728813171,16.713716824286607
20260721,495,165,20460726,test_iid,1,0.05,4,physics_lift,ridge,1e-06,0.0,0.6565830111503601,0.8377453684806824,0.6349302530288696,0.5903597474098206,-93.26416284526614
20260721,495,165,20460726,test_iid,1,0.05,4,ridge,ridge,1e-06,0.0,0.33973345160484314,0.4194583594799042,0.23558968305587769,0.34383460879325867,0.0
20260721,495,165,20460726,test_iid,1,0.05,4,unet,ridge,1e-06,0.30381726699286243,0.38834404945373535,0.6203978061676025,0.23045097291469574,0.5904524922370911,-14.308451999389792
20260721,495,165,20460726,test_iid,1,0.05,4,fno,ridge,1e-06,0.2597975973104541,0.3623946011066437,0.510590136051178,0.2404906302690506,0.6090822815895081,-6.67027323764746
20260721,495,165,20460726,test_iid,1,0.05,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.2256777435541153,0.37882357835769653,0.11577548086643219,0.2685314416885376,33.57211587837828
20260721,495,165,20460726,test_iid,1,0.05,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.2147679179906845,0.36175334453582764,0.12228299677371979,0.24758745729923248,36.78340564447653
20260721,496,165,20460726,test_iid,1,0.05,6,physics_lift,ridge,1e-06,0.0,0.4703465700149536,0.6439387202262878,0.4587213695049286,0.5002496838569641,-100.85088771751546
20260721,496,165,20460726,test_iid,1,0.05,6,ridge,ridge,1e-06,0.0,0.23417699337005615,0.2885202467441559,0.19699545204639435,0.28308290243148804,0.0
20260721,496,165,20460726,test_iid,1,0.05,6,unet,ridge,1e-06,0.30381726699286243,0.28110310435295105,0.496428906917572,0.22225037217140198,0.3608137369155884,-20.03873664418431
20260721,496,165,20460726,test_iid,1,0.05,6,fno,ridge,1e-06,0.2597975973104541,0.28416696190834045,0.4980672001838684,0.24748177826404572,0.34112128615379333,-21.347087866601232
20260721,496,165,20460726,test_iid,1,0.05,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.17693783342838287,0.27045997977256775,0.13828332722187042,0.26710429787635803,24.442691452177442
20260721,496,165,20460726,test_iid,1,0.05,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.1585596799850464,0.26262176036834717,0.12530387938022614,0.21600057184696198,32.2906671131409
20260721,497,165,20460726,test_iid,1,0.05,8,physics_lift,ridge,1e-05,0.0,0.4719005823135376,0.6321040391921997,0.45214539766311646,0.5761818289756775,-102.4928672227138
20260721,497,165,20460726,test_iid,1,0.05,8,ridge,ridge,1e-05,0.0,0.2330455332994461,0.31563812494277954,0.1991695761680603,0.27256762981414795,0.0
20260721,497,165,20460726,test_iid,1,0.05,8,unet,ridge,1e-05,0.30381726699286243,0.2615269422531128,0.4749812185764313,0.19558085501194,0.3479871451854706,-12.221392339216383
20260721,497,165,20460726,test_iid,1,0.05,8,fno,ridge,1e-05,0.2597975973104541,0.26667067408561707,0.46037524938583374,0.22636809945106506,0.3150624632835388,-14.428571236686556
20260721,497,165,20460726,test_iid,1,0.05,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.17901155352592468,0.3359900414943695,0.13900993764400482,0.2072763592004776,23.18601820351559
20260721,497,165,20460726,test_iid,1,0.05,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.16432934999465942,0.29987409710884094,0.13135787844657898,0.20296171307563782,29.486161923642904
20260721,498,166,20460727,test_iid,1,0.02,4,physics_lift,ridge,1e-06,0.0,0.6854651570320129,0.8656730055809021,0.6249293684959412,0.7880781292915344,-49.484579499824044
20260721,498,166,20460727,test_iid,1,0.02,4,ridge,ridge,1e-06,0.0,0.45855242013931274,0.6056513786315918,0.26373159885406494,0.6635231971740723,0.0
20260721,498,166,20460727,test_iid,1,0.02,4,unet,ridge,1e-06,0.30381726699286243,0.4309927821159363,0.6777637600898743,0.23514516651630402,0.6410620808601379,6.010139040361727
20260721,498,166,20460727,test_iid,1,0.02,4,fno,ridge,1e-06,0.2597975973104541,0.4022274613380432,0.6416010856628418,0.27831366658210754,0.4989140033721924,12.283210452587868
20260721,498,166,20460727,test_iid,1,0.02,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.35551369190216064,0.5728982090950012,0.14265957474708557,0.5842564105987549,22.470436031200798
20260721,498,166,20460727,test_iid,1,0.02,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.331612765789032,0.5515769124031067,0.11186544597148895,0.5553065538406372,27.68269204891306
20260721,499,166,20460727,test_iid,1,0.02,6,physics_lift,ridge,1e-06,0.0,0.545695424079895,0.7408177852630615,0.473623663187027,0.7949379682540894,-63.98462258486202
20260721,499,166,20460727,test_iid,1,0.02,6,ridge,ridge,1e-06,0.0,0.33277231454849243,0.4892975986003876,0.253121018409729,0.49786892533302307,0.0
20260721,499,166,20460727,test_iid,1,0.02,6,unet,ridge,1e-06,0.30381726699286243,0.39012545347213745,0.6399424076080322,0.28606778383255005,0.6276624798774719,-17.234949067589884
20260721,499,166,20460727,test_iid,1,0.02,6,fno,ridge,1e-06,0.2597975973104541,0.38662219047546387,0.6248398423194885,0.2961265742778778,0.5999237298965454,-16.182198329771953
20260721,499,166,20460727,test_iid,1,0.02,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.2825043499469757,0.47827014327049255,0.19608324766159058,0.4711136817932129,15.105813315500587
20260721,499,166,20460727,test_iid,1,0.02,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.26459789276123047,0.4627222716808319,0.17138923704624176,0.4550536870956421,20.486806986800143
20260721,500,166,20460727,test_iid,1,0.02,8,physics_lift,ridge,1e-05,0.0,0.5600287318229675,0.7378600835800171,0.47945597767829895,0.8312268257141113,-76.65501685589999
20260721,500,166,20460727,test_iid,1,0.02,8,ridge,ridge,1e-05,0.0,0.3170183002948761,0.46846139430999756,0.24357308447360992,0.4771590232849121,0.0
20260721,500,166,20460727,test_iid,1,0.02,8,unet,ridge,1e-05,0.30381726699286243,0.33685269951820374,0.5851625204086304,0.22659900784492493,0.5779569745063782,-6.256547084132371
20260721,500,166,20460727,test_iid,1,0.02,8,fno,ridge,1e-05,0.2597975973104541,0.3505455255508423,0.5822725892066956,0.26212623715400696,0.5723747611045837,-10.575801215473971
20260721,500,166,20460727,test_iid,1,0.02,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.2632683515548706,0.4673265516757965,0.17612875998020172,0.44359827041625977,16.954840994933154
20260721,500,166,20460727,test_iid,1,0.02,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.2532506287097931,0.44532477855682373,0.16505829989910126,0.4379531741142273,20.114823505636128
20260721,501,167,20460728,test_iid,1,0.05,4,physics_lift,ridge,1e-06,0.0,0.6607580184936523,0.8664042353630066,0.6164454817771912,0.7058709263801575,-55.617889358335894
20260721,501,167,20460728,test_iid,1,0.05,4,ridge,ridge,1e-06,0.0,0.4246028661727905,0.6108149290084839,0.2571463882923126,0.6222665905952454,0.0
20260721,501,167,20460728,test_iid,1,0.05,4,unet,ridge,1e-06,0.30381726699286243,0.40485742688179016,0.6991843581199646,0.1926184594631195,0.6120171546936035,4.650331136228961
20260721,501,167,20460728,test_iid,1,0.05,4,fno,ridge,1e-06,0.2597975973104541,0.398512601852417,0.6825226545333862,0.2447604387998581,0.5403447151184082,6.144627462240153
20260721,501,167,20460728,test_iid,1,0.05,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.335354745388031,0.586139440536499,0.13361120223999023,0.5552319288253784,21.019198854920152
20260721,501,167,20460728,test_iid,1,0.05,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.3252660930156708,0.5755594372749329,0.11422260105609894,0.5488255023956299,23.395219644245426
20260721,502,167,20460728,test_iid,1,0.05,6,physics_lift,ridge,1e-06,0.0,0.5242215394973755,0.7454525828361511,0.4582192301750183,0.7331990599632263,-58.55627792921154
20260721,502,167,20460728,test_iid,1,0.05,6,ridge,ridge,1e-06,0.0,0.33062174916267395,0.49887874722480774,0.2572280168533325,0.48780927062034607,0.0
20260721,502,167,20460728,test_iid,1,0.05,6,unet,ridge,1e-06,0.30381726699286243,0.3715755045413971,0.6619174480438232,0.27163368463516235,0.5683485269546509,-12.386890905488809
20260721,502,167,20460728,test_iid,1,0.05,6,fno,ridge,1e-06,0.2597975973104541,0.35827693343162537,0.6301884651184082,0.26077061891555786,0.551665186882019,-8.364599225219376
20260721,502,167,20460728,test_iid,1,0.05,6,ridge_unet,ridge,1e-06,0.2871851886286297,0.27273058891296387,0.48796457052230835,0.18818552792072296,0.4645845592021942,17.509785849282142
20260721,502,167,20460728,test_iid,1,0.05,6,ridge_fno,ridge,1e-06,0.2765779786891977,0.2590717077255249,0.47535213828086853,0.1723654568195343,0.45279189944267273,21.64105707447827
20260721,503,167,20460728,test_iid,1,0.05,8,physics_lift,ridge,1e-05,0.0,0.5371996760368347,0.739920437335968,0.46615710854530334,0.7809246182441711,-67.03623807575052
20260721,503,167,20460728,test_iid,1,0.05,8,ridge,ridge,1e-05,0.0,0.32160666584968567,0.4771372675895691,0.25881630182266235,0.48055991530418396,0.0
20260721,503,167,20460728,test_iid,1,0.05,8,unet,ridge,1e-05,0.30381726699286243,0.33535704016685486,0.6181134581565857,0.22261323034763336,0.5692771077156067,-4.275525285148524
20260721,503,167,20460728,test_iid,1,0.05,8,fno,ridge,1e-05,0.2597975973104541,0.3317521810531616,0.5935196280479431,0.24226096272468567,0.5319290161132812,-3.1546346145033803
20260721,503,167,20460728,test_iid,1,0.05,8,ridge_unet,ridge,1e-05,0.2871851886286297,0.25956663489341736,0.4769139289855957,0.18216407299041748,0.4541906714439392,19.290654561579277
20260721,503,167,20460728,test_iid,1,0.05,8,ridge_fno,ridge,1e-05,0.2765779786891977,0.24986152350902557,0.45497003197669983,0.1736457198858261,0.44955721497535706,22.30835052839659
20260721,504,168,20460729,test_iid,0,0.02,4,physics_lift,ridge,1e-06,0.0,0.574950098991394,0.7018637657165527,0.4428034722805023,0.6103793978691101,-40.832866436202394
20260721,504,168,20460729,test_iid,0,0.02,4,ridge,ridge,1e-06,0.0,0.40824994444847107,0.44957229495048523,0.3434285521507263,0.4853309094905853,0.0
20260721,504,168,20460729,test_iid,0,0.02,4,unet,ridge,1e-06,0.30381726699286243,0.31520727276802063,0.519073486328125,0.20602981746196747,0.35862401127815247,22.790614657870773
20260721,504,168,20460729,test_iid,0,0.02,4,fno,ridge,1e-06,0.2597975973104541,0.3185763657093048,0.45517292618751526,0.16506683826446533,0.3417740762233734,21.96536214110009
20260721,504,168,20460729,test_iid,0,0.02,4,ridge_unet,ridge,1e-06,0.2871851886286297,0.23767146468162537,0.3771032691001892,0.18044152855873108,0.32030579447746277,41.782854372919125
20260721,504,168,20460729,test_iid,0,0.02,4,ridge_fno,ridge,1e-06,0.2765779786891977,0.18907983601093292,0.31796595454216003,0.12773346900939941,0.25906509160995483,53.68527575260081
20260721,505,168,20460729,test_iid,0,0.02,6,physics_lift,ridge,1e-06,0.0,0.40948477387428284,0.508725106716156,0.34902021288871765,0.5140535235404968,-34.37666717413278
20260721,505,168,20460729,test_iid,0,0.02,6,ridge,ridge,1e-06,0.0,0.30472907423973083,0.3206199109554291,0.270240843296051,0.33148249983787537,0.0
20260721,505,168,20460729,test_iid,0,0.02,6,unet,ridge,1e-06,0.30381726699286243,0.2768303155899048,0.4285856783390045,0.21254849433898926,0.3985070288181305,9.155266434402154
