reference_kind,case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds
raw_learned,49ed9e07a52fd9932a2e,ood,two_interface,3109,jacru_m2,43,0.6421051240664467,0.038167692893528775,0.09791911230714544,-0.006886603246787779,0.8562993718858645,0.37093205666077755,0.37261640748199376,0.8862916827201843,0.047795119094810025,13,13,1,1,0.011251291958615184
raw_learned,b65d04062647ff4a96cf,ood,smooth_no_interface,3121,jacru_m2,43,0.29744314479039685,0.029152702453468998,0.03510711909695558,0.0022896527857495554,0.5168779431932536,0.23976622979731357,0.24032965568350256,0.8871473670005798,0.051341401980413176,13,13,1,1,0.011847709014546126
raw_learned,92c050cb6b32ffd7819e,ood,single_interface,3121,jacru_m2,43,0.42746974806450205,0.048606130116056794,0.049125039537816835,-0.0040565661576491665,0.6411451970870405,0.1837821697543064,0.1833349296013544,0.8880839347839355,0.06405684556901133,13,13,1,1,0.009886416024528444
raw_learned,d2bd02757c7386060fa0,ood,two_interface,3121,jacru_m2,43,0.5689816590997179,0.029000387509252077,0.07786166760345706,-0.008038899082196564,0.7908975071926668,0.44372064006567374,0.44313254340290903,0.8858222365379333,0.0396440830570686,13,13,1,1,0.012088583025615662
raw_learned,efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,jacru_m2,43,0.3293307212188528,0.02456677348565246,0.03251849770014641,-0.0006496173838155357,0.5394788699769191,0.3458465358609173,0.34704553603728644,0.8863396048545837,0.04216941339308082,13,13,1,1,0.009002749982755631
raw_learned,59d5c6804bd39f12f83e,ood,single_interface,3137,jacru_m2,43,0.4452179906092811,0.048888877141661236,0.052038722311278214,-0.005197313055343474,0.6710492129919333,0.20343046247387989,0.20834791934219177,0.8879732489585876,0.06387886419175139,13,13,1,1,0.014601833012420684
raw_learned,73a367367e8a2588b8c2,ood,two_interface,3137,jacru_m2,43,0.6469938898566652,0.03571014655440591,0.09359054916118068,-0.007712943289473418,0.8642181456280261,0.4662984621964818,0.4644671417381151,0.8858388066291809,0.04140843483794434,13,13,1,1,0.010095416975673288
raw_learned,9a6e1a09d5cfb3f6b9d9,ood,smooth_no_interface,3163,jacru_m2,43,0.2941938722061016,0.031093424703332536,0.033611128175087594,0.003714516681867864,0.523528076982539,0.2422377681758024,0.2409032149085817,0.8873405456542969,0.0533817945201357,13,13,1,1,0.009585082996636629
raw_learned,35d22c1380baf6593b39,ood,single_interface,3163,jacru_m2,43,0.5511166041315351,0.06645394287350978,0.06501040387546396,-0.00451296322406214,0.8249277701219917,0.1532155334796343,0.15175440454288538,0.8888146877288818,0.067465611456863,13,13,1,1,0.013918416982050985
raw_learned,f0363cd7bec7fc07695b,ood,two_interface,3163,jacru_m2,43,0.5966903318442504,0.03610107916689757,0.07894915022573475,-0.008743561528952462,0.7717116076986348,0.39713991006200766,0.39588413083603285,0.8860872983932495,0.044684007092462785,13,13,1,1,0.009277332981582731
