case_id,split,family,base_seed,geometry_digest,mode,payload_digest,fit_repeats,threshold_calibration_repeats,audit_repeats,discrepancy_quantile,iid_noise_std,camera_bias_std,estimated_condition_number,estimated_minimum_eigenvalue,estimated_maximum_eigenvalue,mean_error_relative_iid,covariance_relative_frobenius_error,empirical_threshold,empirical_selection_score_mean,empirical_selection_score_maximum,empirical_audit_coverage,empirical_audit_score_mean,exact_threshold,exact_selection_score_mean,exact_audit_coverage,exact_audit_score_mean
e8ad7f781d1e2915a075,ood,smooth_no_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,unpaired_distribution,bb7f73f91a1b320b4b770aa77a9442079e30837f78123afebb6ca0a9b54f7082,64,64,64,0.95,0.005589853662162246,0.011179707324324491,131.42885951227245,3.041871286914699e-05,0.003997896740223274,0.0,0.16670350089061936,174.9354399250089,146.95310871111445,179.80845571919852,0.859375,150.34704950533742,176.6508386262445,149.30830724197025,0.828125,152.76819124956103
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,paired_static,d9393cbe2e26d6dd675f30c22dcf9fbf28fd6bfb27a809db8a34e09eb878bc07,64,64,64,0.95,0.006004058957863913,0.012008117915727826,1.1758217144347471,3.463513442165348e-05,4.072474313534652e-05,0.011391283233600313,0.03646470951053792,175.07578575224795,152.07087058701632,208.76835080929126,1.0,146.36711080755921,177.47796286432703,153.29735310839504,1.0,147.5408079176101
3362d0532ed7c2a38730,ood,single_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,unpaired_distribution,cdc0cede530293ecf556b3b20e86151bbca94eb3c71c0c640735b4c2643a666f,64,64,64,0.95,0.006004058957863913,0.012008117915727826,138.57714289160904,3.373935266287136e-05,0.004675503095033114,0.0,0.1599676308322597,182.5534037196618,152.41008436204794,193.86535883070167,0.9375,152.74353196171737,180.73529561863882,150.88742008452067,0.9375,151.36055541778245
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,paired_static,d4739ccc71adcf3bbb740b67e0210bcbe1a70e05532d004b0cbde2ff34ec341e,64,64,64,0.95,0.003107750458591855,0.00621550091718371,1.4427253360380876,9.418444389110564e-06,1.358822834623558e-05,0.021158880121700818,0.04750931557271109,174.7068208804514,148.03896446921357,187.61998979614577,0.921875,151.08139846491576,175.803969850952,148.5783511252711,0.921875,151.34010404233788
b68a57ff53cf5cbd1d8c,ood,two_interface,3181,d79fb08f047241d87adb7b498ee26f0f8da8f4faea5ef647a601ab59f03e7c58,unpaired_distribution,7cc4260f0e34200cd8c16cfefb04042c273ccb74e2e36c796a60ab075578c200,64,64,64,0.95,0.003107750458591855,0.00621550091718371,117.50988065343698,9.453142076506842e-06,0.0011108375972103024,0.0,0.1344443642821025,175.96042919818615,151.11729195603633,190.07809401611388,0.9375,148.94632125746227,174.3661205460799,149.7526442775184,0.9375,147.71402841284254
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,paired_static,60a725f4cec695b3df065cfdf738db053a4eb5d7f1c66104300ace6f46783498,64,64,64,0.95,0.005864220783036168,0.011728441566072336,1.3078144057549117,3.293679551794867e-05,4.307521565777708e-05,0.02426267095306987,0.04916264135371091,183.124104571904,146.8637947007149,191.85114865824954,1.0,147.88281271794023,183.62543702298913,148.46268660548708,1.0,149.44974757976254
0b247ca300bd186b2aa8,ood,smooth_no_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,unpaired_distribution,60dace5be48e3b3980f58591fdce84ce5fe6f5154a8e4be52d1de48292ec76ab,64,64,64,0.95,0.005864220783036168,0.011728441566072336,141.41927853929693,3.239949901001545e-05,0.00458191377503105,0.0,0.1828403297405362,175.68394065681812,149.72477903908452,190.4462362154569,0.875,150.09092586949112,174.6071749358684,148.55374880173576,0.875,148.84582753027072
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,paired_static,c3df68b1824b35c94b5b7028092251d46d0e98c81a31d4cc4ed4cf7591c9ed22,64,64,64,0.95,0.006061410700224356,0.012122821400448711,1.2051701743859442,3.6115185102370954e-05,4.352494392780506e-05,0.022359779005632362,0.02257016841062355,175.00359195867208,146.5069662152115,224.12779887659582,0.96875,145.6692665806932,175.87758212492798,147.06996690457578,0.96875,146.28970672474003
2aa10b47cf2ae3da6dfc,ood,single_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,unpaired_distribution,d2ca61b1e3b1d221121ab9b792d8c6b90727d5316a2ad937e29badbb5d0d4420,64,64,64,0.95,0.006061410700224356,0.012122821400448711,115.50145256935944,3.50328539964092e-05,0.0040463455242355515,0.0,0.10835865951251797,178.7699060501767,151.9971117155447,195.69507037168677,0.90625,151.12245061451955,176.58447424279467,150.53683709860672,0.90625,149.49046130693284
00c3a80c137b7dc58c98,ood,two_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,paired_static,55f021d98e894e7a3860b827312fabeff7cbaeda53b7f815c6302d71439c89f0,64,64,64,0.95,0.003437351077793683,0.006874702155587366,1.2300839198831917,1.1541096398998711e-05,1.4196517098230123e-05,0.028508810594991274,0.03403565881619327,178.4791174911486,151.23659915805564,190.18710818658977,0.96875,146.94497217604967,177.99379092243976,151.87590231014323,0.96875,147.90503130568823
00c3a80c137b7dc58c98,ood,two_interface,3191,ae4c09eeec449e9b0ccef60f543acaa42e40957320f8fceea2e1101a9b983760,unpaired_distribution,e4d0bbcef852a1ab54720cdefa597753b1857352be38865017cd5cc676836316,64,64,64,0.95,0.003437351077793683,0.006874702155587366,103.89113453822655,1.148937075155129e-05,0.0011936437625089803,0.0,0.07371060063993459,182.58954729462278,148.6869903906731,184.607562300491,0.984375,149.84965899662635,181.53290672629572,147.71563743471933,0.984375,149.009993001746
