method,model_seed,split,dc_mode,dc_steps,case_count,field_relative_l2_mean,h1_seminorm_relative_error_mean,measured_reprojection_relative_l2_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,network_gain_to_base_landweber_mean,reprojection_ratio_to_matched_cgls_mean,field_gain_to_best_matched_classical_minimum,field_harm_rate,optimization_forward_calls,optimization_adjoint_calls
jacru_m2,29,development,measurement_pullback,3,12,0.3603576944064384,0.6156555772001077,0.07260985061801949,0.4480984243049209,0.37713665417353576,0.46717523264231003,16.527866471797843,0.0365487676578838,0.0,16,16
jacru_m2,29,development,measurement_pullback,5,12,0.3572464123839745,0.6208101519970616,0.05168013827489448,0.4464325573525248,0.3813216887358513,0.4712565588327235,19.333167960400683,0.06258855319681608,0.0,18,18
jacru_m2,29,development,measurement_pullback,11,12,0.356877101736581,0.6305025514336081,0.030307023633265148,0.42905993020138905,0.3814527710919915,0.4718804583477922,41.870514805230016,0.0693667428870528,0.0,24,24
jacru_m2,29,ood,base_nullspace_filter,1,18,0.4245051080601076,0.6908812005607229,0.13154058239674157,0.3489606315568754,0.28643554035333285,0.35967085115697883,20.772433810896416,0.13233357064691229,0.0,14,14
jacru_m2,29,ood,base_nullspace_filter,3,18,0.41365307994781897,0.6904239115611,0.07347589120190205,0.3604518756748003,0.3018370946366843,0.3756267825006805,16.801844269253767,0.16167313096210637,0.0,16,16
jacru_m2,29,ood,base_nullspace_filter,5,18,0.41007921712650053,0.6926361300103511,0.05396392166996237,0.357940919764699,0.30972242858297055,0.38093848484689585,17.87312636498849,0.16997940965743924,0.0,18,18
jacru_m2,29,ood,base_nullspace_filter,11,18,0.40871107812170215,0.6992905490215763,0.03318601118790353,0.33925373172063567,0.31402549088245785,0.38320756833181296,39.28966127725065,0.15908687807076285,0.0,24,24
jacru_m2,29,ood,measurement_pullback,0,18,0.44432266484942173,0.7086580006178907,0.23851392840995325,0.3202082390872347,0.2581122040747974,0.3300463993752524,30.870148800250504,0.09697345301222164,0.0,13,13
jacru_m2,29,ood,measurement_pullback,1,18,0.4245303203407623,0.6909748512421098,0.13148082193590183,0.34892556193678476,0.2863374210998332,0.3596367785339393,20.76123899095725,0.132192132641316,0.0,14,14
jacru_m2,29,ood,measurement_pullback,3,18,0.41372506088879724,0.6906599403334952,0.07332010816877522,0.3603476024964095,0.3015958873351377,0.3755256457666346,16.765345360302675,0.16137737462171772,0.0,16,16
jacru_m2,29,ood,measurement_pullback,5,18,0.4101893170091339,0.6929620740259416,0.05367201370466503,0.35777969278410127,0.30939629484809694,0.38078260187469776,17.788502757576428,0.1695322540622884,0.0,18,18
jacru_m2,29,ood,measurement_pullback,11,18,0.40895084414341093,0.6998599550646715,0.032300638473061034,0.3388956724713133,0.3134792530048967,0.3828663260821274,38.37139583634904,0.15796290337946098,0.0,24,24
jacru_m2,43,development,base_nullspace_filter,1,12,0.34050491203591066,0.5607669084497465,0.1340080263018428,0.48187059504414015,0.4204707543442594,0.49873719967448665,19.530598972913488,0.079743701927064,0.0,14,14
jacru_m2,43,development,base_nullspace_filter,3,12,0.3345328714418428,0.5704193012736968,0.07142373716717958,0.48902402111367643,0.42345105628282503,0.5067118657585649,15.937719752350153,0.1093522433892199,0.0,16,16
jacru_m2,43,development,base_nullspace_filter,5,12,0.33367377536549897,0.5766342449739524,0.052452857390206505,0.48450929757782474,0.4259121252622422,0.5076643842745407,18.85301853715328,0.1201173292954562,0.0,18,18
jacru_m2,43,development,base_nullspace_filter,11,12,0.334813624239837,0.5856151816640897,0.034980851018590935,0.4661915795006078,0.4261512753067099,0.5061472008009232,46.10227217913828,0.11556661544025089,0.0,24,24
jacru_m2,43,development,measurement_pullback,0,12,0.3585775881888921,0.5702738193509455,0.2458072768741009,0.4549347616874046,0.40224820863695293,0.47199191891591785,29.22432820658523,0.045304550904776426,0.0,13,13
jacru_m2,43,development,measurement_pullback,1,12,0.34059817395271264,0.5607625677934054,0.1340578920627499,0.4817332995505801,0.4204734128943692,0.49860496734820514,19.532137774523477,0.07947255885100922,0.0,14,14
jacru_m2,43,development,measurement_pullback,3,12,0.33472175818013095,0.5703746481155542,0.07130170645448967,0.4887437028172478,0.4234889602560659,0.5064453185228038,15.907997453999679,0.10863538296111125,0.0,16,16
jacru_m2,43,development,measurement_pullback,5,12,0.3339293679050261,0.5765788527032408,0.05198908139346466,0.48412583685963284,0.42595490408240466,0.507304356430541,18.707052213272004,0.11912489582450245,0.0,18,18
jacru_m2,43,development,measurement_pullback,11,12,0.3353291874629008,0.5858007373813089,0.03342993866728427,0.4653983376038821,0.4259444942858123,0.5054222945734074,44.31553585737985,0.11384626822365208,0.0,24,24
jacru_m2,43,ood,base_nullspace_filter,1,18,0.42811522221150183,0.6626977773866882,0.16090618720557115,0.34499602785342015,0.31416527472169514,0.3560350212115922,26.0947647021731,0.12211168926091069,0.0,14,14
jacru_m2,43,ood,base_nullspace_filter,3,18,0.4096373635065731,0.6640195970560394,0.08559903817535248,0.36788408822211566,0.32718999054579156,0.38345197733856257,20.073553876784487,0.1831615235285415,0.0,16,16
jacru_m2,43,ood,base_nullspace_filter,5,18,0.40342000260423294,0.667105001128502,0.061704945727813744,0.3695273755202051,0.33375913690968917,0.39273507076232594,21.03415319271587,0.18741527360454152,0.0,18,18
jacru_m2,43,ood,base_nullspace_filter,11,18,0.3995377404400423,0.6741183422154009,0.03721085429308102,0.3550087097903361,0.3371435810379324,0.3988078112748641,45.02154430393415,0.1633650797053839,0.0,24,24
jacru_m2,43,ood,measurement_pullback,0,18,0.4598575600525716,0.6834896267254659,0.2881537554364128,0.29815373350381974,0.2828073900934348,0.3082075495117633,37.90397358858154,0.024395745712511793,0.0,13,13
jacru_m2,43,ood,measurement_pullback,1,18,0.4281143429091005,0.6627152375311022,0.1608430754752644,0.3450004899149899,0.3141473868611516,0.3560389728901925,26.082989892272664,0.12218713095357538,0.0,14,14
jacru_m2,43,ood,measurement_pullback,3,18,0.4096476077328268,0.6640981297388149,0.08532948196842592,0.36787443590170205,0.3271094694973004,0.3834402181759234,20.01386309417389,0.18329293944176359,0.0,16,16
jacru_m2,43,ood,measurement_pullback,5,18,0.40345453820774746,0.6672474760518284,0.06125548121121934,0.36948328557478705,0.3336160730668298,0.39268770580233897,20.89887780874936,0.18749737668916525,0.0,18,18
jacru_m2,43,ood,measurement_pullback,11,18,0.39968706756924044,0.6744822483875328,0.03622685606048914,0.3547940361124081,0.33679473195125653,0.39859417875386877,43.9814721392591,0.1632342861181026,0.0,24,24
pooled_cnn,17,development,base_nullspace_filter,1,12,0.3487777926790417,0.5774785724964954,0.12643958761901544,0.46860983715062665,0.4029611327560891,0.4860473395170016,18.590162909635023,0.04734842801157489,0.0,14,14
pooled_cnn,17,development,base_nullspace_filter,3,12,0.3476132509111674,0.5892990809424965,0.07084194349639632,0.46871729976512205,0.4041888937939828,0.4872785167515554,15.853392824632706,0.0636611894271474,0.0,16,16
pooled_cnn,17,development,base_nullspace_filter,5,12,0.34840512309404453,0.5969834160161879,0.05294678094324546,0.46151393738253904,0.4055118993616354,0.4859408688795821,19.092264017205668,0.07002162531583186,0.0,18,18
pooled_cnn,17,development,base_nullspace_filter,11,12,0.3511068016623098,0.6091522363963984,0.03485959312398694,0.44005776424991744,0.403033249143349,0.4822458306588482,46.374478408451246,0.06121522757174794,0.0,24,24
pooled_cnn,17,development,measurement_pullback,0,12,0.3587295319978985,0.5813686666689307,0.22293928121309095,0.4538135330185627,0.3903540017795922,0.4711502434863298,26.92835033283754,0.029726534528335697,0.0,13,13
pooled_cnn,17,development,measurement_pullback,1,12,0.34886187649285866,0.577464611213612,0.12647108774822585,0.4684851284339735,0.4029745480114011,0.48592766445321894,18.592162380360705,0.047070585401221804,0.0,14,14
pooled_cnn,17,development,measurement_pullback,3,12,0.3477905106261147,0.5892477514110165,0.07060619886090912,0.4684536085149149,0.4042359835740337,0.48702833778627636,15.809389261934449,0.06295570322087829,0.0,16,16
pooled_cnn,17,development,measurement_pullback,5,12,0.34866312374492403,0.596945692465892,0.0523637261351225,0.4611265013692063,0.4055410163579145,0.48557856000894234,18.921737125258684,0.06896082599011494,0.0,18,18
pooled_cnn,17,development,measurement_pullback,11,12,0.35166239146435707,0.6094278271955934,0.03325790849756435,0.43920450437036934,0.4027469342140781,0.48146968513475735,44.57588651161928,0.05912978508716043,0.0,24,24
pooled_cnn,17,ood,base_nullspace_filter,1,18,0.4208131832624274,0.6815440181654738,0.14428592632292914,0.3559363837992026,0.2951947603033618,0.3665312664511146,22.944280700942244,0.1353966364675577,0.0,14,14
pooled_cnn,17,ood,base_nullspace_filter,3,18,0.41054473420292437,0.6825626279627827,0.08052692642045878,0.36664351246333676,0.3091119396407817,0.3816728009418546,18.58488032588198,0.15288538566292653,0.0,16,16
pooled_cnn,17,ood,base_nullspace_filter,5,18,0.40745220027665385,0.6860069398427515,0.06038919978675258,0.36351729981209013,0.3157418863797014,0.38629005174429865,20.317141920715883,0.1569081140305648,0.0,18,18
pooled_cnn,17,ood,base_nullspace_filter,11,18,0.40622392069454016,0.6955420983620653,0.03746593301122152,0.3447547430640203,0.3171669056281156,0.3883707815251076,45.15815940877117,0.1421835289647884,0.0,24,24
pooled_cnn,17,ood,measurement_pullback,0,18,0.4426277919650522,0.6993716126091744,0.2578353641715506,0.3240096906378957,0.26669004724702333,0.33380075209021015,33.46019640971804,0.11399284610658485,0.0,13,13
pooled_cnn,17,ood,measurement_pullback,1,18,0.4208049430831356,0.6815230080154394,0.14419551610623788,0.3559520111261122,0.2952165181355727,0.36654652864244935,22.92918417244063,0.1353090091896616,0.0,14,14
pooled_cnn,17,ood,measurement_pullback,3,18,0.4105414816095292,0.6825530257712342,0.08022819496280004,0.36665430999985804,0.3091208767118827,0.38168213872712936,18.51925435249059,0.15277842626340074,0.0,16,16
pooled_cnn,17,ood,measurement_pullback,5,18,0.4074682686125199,0.6860335554828533,0.05992074815505994,0.36350144010800456,0.31571408464635514,0.38627148313832266,20.172506210308313,0.1567869978784024,0.0,18,18
pooled_cnn,17,ood,measurement_pullback,11,18,0.40634143507902937,0.6957583806102102,0.03648109674216438,0.3445892019934239,0.31695765223382466,0.3882056076077395,44.089177285407956,0.14181213291038589,0.0,24,24
pooled_cnn,29,development,base_nullspace_filter,1,12,0.3505331051643917,0.5711462382477498,0.1334022716449538,0.46589521817768437,0.4095775083726995,0.48377356914490455,20.442748024497764,0.025408823675054995,0.0,14,14
pooled_cnn,29,development,base_nullspace_filter,3,12,0.34612788387994575,0.5834678197331519,0.07112554177091536,0.47076642963024823,0.4100871011383638,0.4894022477257252,16.66490402158033,0.06250197680353635,0.0,16,16
pooled_cnn,29,development,base_nullspace_filter,5,12,0.34643074045658934,0.5913591263139631,0.05187236495291988,0.4642245892628846,0.41106578838272495,0.4885805693698589,19.554894004978955,0.07552371181807777,0.0,18,18
pooled_cnn,29,development,base_nullspace_filter,11,12,0.34917092200425576,0.6028304053845875,0.03346175798732004,0.44264420324979076,0.4090716441563089,0.4846764458614193,45.986469761467895,0.07013915819370758,0.0,24,24
pooled_cnn,29,development,measurement_pullback,0,12,0.36700865028651924,0.578798410091223,0.23787934068374172,0.44107243136394914,0.39311750791183747,0.45923660286135687,29.537108019920367,-0.015018480550273106,0.08333333333333333,13,13
pooled_cnn,29,development,measurement_pullback,1,12,0.35066823890889537,0.5712400417615974,0.13353911641836003,0.46569633058179544,0.40948077653140036,0.48358454405636064,20.45432179015106,0.024869756083008267,0.0,14,14
pooled_cnn,29,development,measurement_pullback,3,12,0.3464160397622104,0.5836708945323529,0.07107431000540304,0.4703410050219277,0.4098791753936873,0.4890011230174736,16.651073342030653,0.06125264589010679,0.0,16,16
pooled_cnn,29,development,measurement_pullback,5,12,0.34684113304552744,0.5916833867857157,0.051488896413306874,0.4636138893962242,0.4107374453153234,0.48801032602029354,19.438621071694314,0.07377827093709928,0.0,18,18
pooled_cnn,29,development,measurement_pullback,11,12,0.3499561597909044,0.6036605232342025,0.03209284539952536,0.4414472589536526,0.4082470037532617,0.48358503070403175,44.40640444605294,0.06718024581878142,0.0,24,24
pooled_cnn,29,ood,base_nullspace_filter,1,18,0.4264253035603953,0.6459517320690753,0.15637165374581796,0.3471929352614645,0.3326506160792406,0.35806185456232115,24.998174004476923,0.15944316495853136,0.0,14,14
pooled_cnn,29,ood,base_nullspace_filter,3,18,0.40800282838607305,0.6416529601231667,0.086696016412239,0.37012545063703317,0.3511867890529384,0.38508672688338347,20.225114219192427,0.19775057912715535,0.0,16,16
pooled_cnn,29,ood,base_nullspace_filter,5,18,0.40166860231377033,0.643565362737166,0.0626117088848897,0.37204876952633037,0.35876967250332636,0.3944220940332176,21.281561963861876,0.20753688281289434,0.0,18,18
pooled_cnn,29,ood,base_nullspace_filter,11,18,0.39810196177561347,0.6521878776690765,0.03714662021288762,0.3573807362772942,0.3605102999521707,0.3999177419580471,44.93646379865834,0.19444086568514501,0.0,24,24
pooled_cnn,29,ood,measurement_pullback,0,18,0.4559575078140624,0.6716590248612516,0.27213034441778067,0.3037954638030105,0.2964369778883412,0.3139865010211913,35.34224934295159,0.09932318832670257,0.0,13,13
pooled_cnn,29,ood,measurement_pullback,1,18,0.42643995772300364,0.6459861506986154,0.156346330674818,0.34717459893623903,0.3326157573032082,0.35804416278966716,24.99038250882119,0.1592712536009567,0.0,14,14
pooled_cnn,29,ood,measurement_pullback,3,18,0.4080392174602918,0.6417394217235531,0.08653189171225947,0.3700768225718794,0.3510999004067616,0.38503876703616136,20.184039658733024,0.1974820441448028,0.0,16,16
pooled_cnn,29,ood,measurement_pullback,5,18,0.4017277736064941,0.6436861773581541,0.06227276442759731,0.37196796945965444,0.35865146662421626,0.39434156961888717,21.176739818493004,0.20717386996048223,0.0,18,18
pooled_cnn,29,ood,measurement_pullback,11,18,0.3982633189281758,0.6524573098207186,0.036232143617083074,0.3571504013579643,0.3602622587229825,0.3996916766064291,43.97286511695703,0.19355548811824796,0.0,24,24
pooled_cnn,43,development,base_nullspace_filter,1,12,0.34197907429497665,0.6053532702896817,0.12940453848502467,0.47864702239919316,0.3738634993485365,0.4953455557057305,18.973786181073887,0.08704797520703018,0.0,14,14
pooled_cnn,43,development,base_nullspace_filter,3,12,0.34061262775641094,0.6154988798287708,0.06987792236370934,0.47912261083020335,0.3774183703793554,0.4969403502036978,15.560050438115033,0.10088634471487588,0.0,16,16
pooled_cnn,43,development,base_nullspace_filter,5,12,0.34191461002587675,0.6222052450932452,0.050715037127929526,0.47123771030981304,0.38009149813358317,0.49492306923831636,17.955392399483433,0.10334617421026049,0.0,18,18
pooled_cnn,43,development,base_nullspace_filter,11,12,0.34552498683546057,0.6324291828120577,0.032945564119999105,0.4486821261450927,0.379808281204486,0.49003826463166744,42.5536231249191,0.08874281688676788,0.0,24,24
pooled_cnn,43,development,measurement_pullback,0,12,0.35354878002828327,0.6103956723179466,0.22897298640287087,0.461458282147376,0.3596960460884178,0.47816846298632676,27.25088189138735,0.06474660587667021,0.0,13,13
pooled_cnn,43,development,measurement_pullback,1,12,0.34208788447531574,0.6053864014414406,0.1294841576182745,0.47848511946212846,0.3738282858489273,0.495189108129417,18.980680072171364,0.08675081918414008,0.0,14,14
pooled_cnn,43,development,measurement_pullback,3,12,0.34083608012648936,0.6155254323386802,0.06974586342052135,0.47878868783278894,0.3773858200688563,0.4966198098659242,15.535567378796296,0.10021000669521417,0.0,16,16
pooled_cnn,43,development,measurement_pullback,5,12,0.3422287501874333,0.6222605103377817,0.05025440084833204,0.4707634356669644,0.3800257336849668,0.49447348495116444,17.826471991389827,0.10240781914777516,0.0,18,18
pooled_cnn,43,development,measurement_pullback,11,12,0.34614620531962564,0.6327845476823605,0.03144466432086388,0.44772150854998033,0.3794373307281245,0.489156110908797,40.871270141319904,0.08698280988597049,0.0,24,24
pooled_cnn,43,ood,base_nullspace_filter,1,18,0.4177190868104605,0.7139944568387072,0.15402487542510718,0.36028524332557044,0.26058583580175326,0.371134512529601,24.571063293389198,0.15451957808935496,0.0,14,14
pooled_cnn,43,ood,base_nullspace_filter,3,18,0.4016479774772931,0.7034722254845412,0.09007342896995324,0.3796698141901228,0.28699809530049447,0.3948710747337834,20.986247934176973,0.20230087234277583,0.0,16,16
pooled_cnn,43,ood,base_nullspace_filter,5,18,0.3952075428882089,0.7005477438954334,0.06653366615345599,0.3818970676012413,0.3003147644491827,0.4044798129595753,22.673028499879425,0.21922354453860673,0.0,18,18
pooled_cnn,43,ood,base_nullspace_filter,11,18,0.39071656403973515,0.7025982194619682,0.03867898428637584,0.36907727986090805,0.3092599917294596,0.41146853837940256,46.58662607875705,0.2087749182506785,0.0,24,24
pooled_cnn,43,ood,measurement_pullback,0,18,0.4428718533873297,0.7400482699317968,0.2677790075396845,0.32358349810968196,0.2229860413504052,0.33349228072946535,34.60625853766707,0.08198385060158013,0.0,13,13
pooled_cnn,43,ood,measurement_pullback,1,18,0.4177431321535938,0.71402891670179,0.1540009802397219,0.3602524595213361,0.26055078463229386,0.37110263103278124,24.56460116925878,0.15451384918136368,0.0,14,14
pooled_cnn,43,ood,measurement_pullback,3,18,0.40170976136702496,0.7035803333947721,0.08990389537182536,0.3795817859946212,0.2868890636737013,0.3947847712956688,20.94684416961583,0.20218413107276176,0.0,16,16
pooled_cnn,43,ood,measurement_pullback,5,18,0.3953078490453355,0.7007188894096921,0.0661955184521969,0.3817517262751175,0.30014542567444846,0.4043368762664368,22.569846559321586,0.2190833622247078,0.0,18,18
pooled_cnn,43,ood,measurement_pullback,11,18,0.39095898196757106,0.7029744771831211,0.037820612187819805,0.3687147934914724,0.30890299423734047,0.41111759002127796,45.64897007114321,0.2079992691818481,0.0,24,24
