partition,base_seed,family,case_id,geometry_digest,candidate_id,field_relative_l2,h1_seminorm_relative_l2,field_mean_bias,data_residual_relative_l2,fallback,fallback_reason,takeover,evaluator_only,basis_rank,warm_forward_calls,warm_adjoint_calls,warm_projection_forward_calls,setup_forward_calls,setup_adjoint_calls,refine_forward_calls,refine_adjoint_calls,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,shared_warm_seconds,deployment_setup_seconds,candidate_refine_seconds,end_to_end_seconds,coefficient_norm,coefficient_radius,coefficient_clipped,projection_target_residual_ratio,radius_applies_to_entire_correction,high_order_teacher_setup_seconds
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,residual_contrast_global_k6_total_measurement_oracle,0.6495586165664953,1.014862055690297,0.010901546044322478,0.006248505044748021,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038615409866906703,0.0008275409927591681,0.0034728330210782588,0.008161915000528097,2.6294339262750177,3.3329378939342043,False,0.4729737585859591,True,
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,residual_contrast_global_k6_total_adjoint_oracle,0.6530691871740278,1.0113823641948627,0.010980410925148192,0.01218237021656433,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038615409866906703,0.0008275409927591681,0.006077541969716549,0.010766623949166387,2.7750759195760555,3.3329378939342043,False,0.45883315404724284,True,
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,damping_contrast_global_k6_total_measurement_oracle,0.6515764256528541,1.045631518626092,0.010619497593177233,0.0042475469632107426,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038615409866906703,0.0015132499975152314,0.003757250029593706,0.009132041013799608,2.724111242296433,3.3329378939342043,False,0.40840417890178365,True,
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,damping_contrast_global_k6_total_adjoint_oracle,0.6554421101951039,1.0616916862966652,0.010572706995217639,0.008160882379550058,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038615409866906703,0.0015132499975152314,0.00310233305208385,0.008477124036289752,2.847213129066855,3.3329378939342043,False,0.3681762580461084,True,
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,exact_mismatch_oracle,0.6373228967530605,1.033684722540927,0.010471273152538015,0.007650196103303442,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.0038615409866906703,0.0008275409927591681,0.004626000009011477,0.009315081988461316,,,,,,
development,2101,single_interface,6640f706ad4875d3022d,d7d9a77030834a1d7c68fd7cb90ccb77b27a0a5150e300a36906409316802f1c,high_order_teacher_b0p75,0.6514459871159334,1.0328867422338248,0.0108094928396387,0.0041353875576382905,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.0038615409866906703,0.0008275409927591681,0.002928541973233223,0.007617623952683061,,,,,,0.00017183303134515882
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,low_cgls24_matched,0.5888811168783096,1.129305364576579,0.016222821336653117,0.0002516590143975412,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.009637042006943375,0.009637042006943375,,,,,,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,component_damping,0.5766559092070961,1.0036034755397227,0.01756512412347295,0.0009225997948419286,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004573167010676116,0.0,0.004836625012103468,0.009409792022779584,,,,,,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,residual_contrast_global_k6_total_measurement_oracle,0.5742653534680681,1.045946966680631,0.01691593203225527,0.0014526516162840287,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004573167010676116,0.0009525410132482648,0.0049132080166600645,0.010438916040584445,1.9083995975960788,1.9083995975960788,True,0.3779333432639023,True,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,residual_contrast_global_k6_total_adjoint_oracle,0.5759366821825267,1.0561425605907662,0.01686616650004465,0.003447315172975972,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004573167010676116,0.0009525410132482648,0.006182499986607581,0.011708208010531962,1.9083995975960786,1.9083995975960788,True,0.32630725858000625,True,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping_contrast_global_k6_total_measurement_oracle,0.5741379670435742,1.0512787145146305,0.01676559703764023,0.001667375928829521,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004573167010676116,0.0013010000111535192,0.003431999997701496,0.00930616701953113,1.9083995975960788,1.9083995975960788,True,0.35015504928754015,True,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping_contrast_global_k6_total_adjoint_oracle,0.5755513515862956,1.0617803894166116,0.01669325558138663,0.0029986122387056055,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004573167010676116,0.0013010000111535192,0.003758082981221378,0.009632250003051013,1.9083995975960786,1.9083995975960788,True,0.2989478172065862,True,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,exact_mismatch_oracle,0.5709357910066695,1.0457532588770069,0.0166265706739615,0.0021966636525279203,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004573167010676116,0.0009525410132482648,0.002944125037174672,0.008469833061099052,,,,,,
development,2113,smooth_no_interface,317fb817e8498cce9453,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,high_order_teacher_b0p75,0.5749092299340135,1.0180872511041372,0.017359649881637587,0.002402872115842768,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004573167010676116,0.0009525410132482648,0.0035455419565550983,0.009071249980479479,,,,,,0.0001616250374354422
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,low_cgls24_matched,0.941013195078119,1.413423992329679,0.0007152125352684979,0.0019555647779721506,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.009449500008486211,0.009449500008486211,,,,,,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,component_damping,0.7971809597882445,1.2173338995301013,0.0009264390092721037,0.0030491233865205737,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004354667034931481,0.0,0.004238041001372039,0.00859270803630352,,,,,,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,residual_contrast_global_k6_total_measurement_oracle,0.7139566349963837,1.0976228518914453,0.000994350353216313,0.0125492718555654,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004354667034931481,0.0007933750166557729,0.0031347500043921173,0.008282792055979371,4.015622189436781,4.015622189436781,True,0.3556217787977354,True,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,residual_contrast_global_k6_total_adjoint_oracle,0.7720943692941536,1.2024909539858735,0.0008147448678078808,0.00450903171622113,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004354667034931481,0.0007933750166557729,0.0034786660107783973,0.008626708062365651,4.015622189436781,4.015622189436781,True,0.30798541159910753,True,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping_contrast_global_k6_total_measurement_oracle,0.7152364675431966,1.118944210114751,0.0008957321978573805,0.010795902638420861,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004354667034931481,0.0008333749719895422,0.004091624985449016,0.00927966699237004,4.015622189436781,4.015622189436781,True,0.34478943792006206,True,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,damping_contrast_global_k6_total_adjoint_oracle,0.7772027883929741,1.231525385619544,0.0006968261333453234,0.0051040714213218125,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004354667034931481,0.0008333749719895422,0.002864792011678219,0.008052834018599242,4.015622189436781,4.015622189436781,True,0.2721494125442251,True,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,exact_mismatch_oracle,0.6132349179324299,0.9583571928325867,0.0009756388453161063,0.023823931508292054,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004354667034931481,0.0007933750166557729,0.0035003749653697014,0.008648417016956955,,,,,,
development,2113,single_interface,a19120623d9d018341fe,ec64a4d4fb310d8d58a2748557517a78052d01dfa8f37cb26753c6c3fa6fe83a,high_order_teacher_b0p75,0.7560644534843987,1.1694044215334103,0.0009381347332403867,0.007235393575789645,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004354667034931481,0.0007933750166557729,0.003674957959447056,0.00882300001103431,,,,,,0.00016233394853770733
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,low_cgls24_matched,0.6016062425660064,1.2002595254380695,0.018178734209104954,0.00028538920801457837,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008358457998838276,0.008358457998838276,,,,,,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,component_damping,0.593070289862967,1.063947924817149,0.019762770477079354,0.0009280687839359316,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004122791986446828,0.0,0.0036826669820584357,0.007805458968505263,,,,,,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,residual_contrast_global_k6_total_measurement_oracle,0.590710665046177,1.1071214469037536,0.01895653993440493,0.001405663352522574,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004122791986446828,0.0008233750122599304,0.0037839579745195806,0.008730124973226339,1.8262745208293687,1.9258434589068498,False,0.3737758370923472,True,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,residual_contrast_global_k6_total_adjoint_oracle,0.593333404939489,1.1141730418975653,0.018933664648962845,0.004240319110798955,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004122791986446828,0.0008233750122599304,0.002905000001192093,0.007851166999898851,1.8529122205488369,1.9258434589068498,False,0.3368883532908604,True,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping_contrast_global_k6_total_measurement_oracle,0.5905755728740364,1.1150386239328716,0.0188011042064179,0.001415634801889728,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004122791986446828,0.0007396249566227198,0.003110332996584475,0.007972749939654022,1.853332753614696,1.9258434589068498,False,0.33767917636651307,True,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping_contrast_global_k6_total_adjoint_oracle,0.5939047471426284,1.1296764958800938,0.01871369448211063,0.00480086382085236,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004122791986446828,0.0007396249566227198,0.002846499963197857,0.0077089169062674046,1.8959687285713829,1.9258434589068498,False,0.2980429803659201,True,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,exact_mismatch_oracle,0.5883612094572434,1.1125928251248398,0.01863110701790566,0.0014365829645368016,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004122791986446828,0.0008233750122599304,0.0031056669540703297,0.008051833952777088,,,,,,
development,2129,smooth_no_interface,2fbb12616f11afd7c91c,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,high_order_teacher_b0p75,0.5915824752514894,1.0768064961195742,0.0195127718004694,0.0025186004843548004,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004122791986446828,0.0008233750122599304,0.002801082970108837,0.007747249968815595,,,,,,0.0001800829777494073
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,low_cgls24_matched,0.718665163666473,1.1853082617906514,-0.010558375138692469,0.00119640712028152,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008468375017400831,0.008468375017400831,,,,,,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,component_damping,0.6835994439802596,1.074543159388324,-0.01105966160417019,0.0025963631966741682,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004302250046748668,0.0,0.00374195899348706,0.008044209040235728,,,,,,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,residual_contrast_global_k6_total_measurement_oracle,0.6647357608796988,1.0290313326236802,-0.010999228034210233,0.010490333454340521,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004302250046748668,0.0007575000054202974,0.0035386669915169477,0.008598417043685913,2.8305542128151595,3.9502118785818507,False,0.5491940373359291,True,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,residual_contrast_global_k6_total_adjoint_oracle,0.665252772311523,1.022063886550916,-0.011064509254750674,0.012706542657227482,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004302250046748668,0.0007575000054202974,0.0030364999547600746,0.00809625000692904,2.9027772559541067,3.9502118785818507,False,0.5490435356463454,True,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping_contrast_global_k6_total_measurement_oracle,0.6740239534282516,1.076135549448318,-0.010659518340440112,0.007328659006870151,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004302250046748668,0.0012879580026492476,0.0038578330422751606,0.009448041091673076,2.8931059263073116,3.9502118785818507,False,0.5200058822098882,True,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,damping_contrast_global_k6_total_adjoint_oracle,0.675533757170796,1.0892406514975819,-0.01047929606476611,0.00941762263859973,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004302250046748668,0.0012879580026492476,0.002876750018913299,0.008466958068311214,2.998229640158005,3.9502118785818507,False,0.46926648263633225,True,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,exact_mismatch_oracle,0.6440535561364684,1.0338869697890904,-0.01048948935498872,0.013198639361429064,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004302250046748668,0.0007575000054202974,0.003628833976108581,0.008688584028277546,,,,,,
development,2129,single_interface,244e6ac3deb3e11e693a,36bb2dcd6e5ff7a557ec387d9309886e32773f9207abe2c4e7d3cbdf6196b6f2,high_order_teacher_b0p75,0.6772118379837848,1.0715692384934137,-0.011062439492324369,0.005513237301888794,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004302250046748668,0.0007575000054202974,0.0028856670251116157,0.007945417077280581,,,,,,0.00015829200856387615
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,low_cgls24_matched,0.6249490054928664,1.1443581624513282,0.018945418499056583,0.00030036574751838327,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008345500042196363,0.008345500042196363,,,,,,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,component_damping,0.6123126637514154,1.0261778128221037,0.02058692998151101,0.0010597631159592427,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004048000031616539,0.0,0.0037082500057294965,0.007756250037346035,,,,,,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,residual_contrast_global_k6_total_measurement_oracle,0.6101741081172108,1.0619334632763158,0.019740654398868237,0.0013797317276446452,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004048000031616539,0.0010614159982651472,0.0036395839997567236,0.00874900002963841,1.9306198032722013,1.9306198032722013,True,0.4457110016497755,True,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,residual_contrast_global_k6_total_adjoint_oracle,0.612215132227764,1.0708204805153214,0.01965605603934913,0.0034424458151335138,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004048000031616539,0.0010614159982651472,0.002985708008054644,0.00809512403793633,1.930619803272201,1.9306198032722013,True,0.41114534090135785,True,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping_contrast_global_k6_total_measurement_oracle,0.6098241573884151,1.0734728998952312,0.019403823471351847,0.0018505863051430768,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004048000031616539,0.001272750028874725,0.0033137500286102295,0.008634500089101493,1.930619803272201,1.9306198032722013,True,0.3963574460398095,True,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping_contrast_global_k6_total_adjoint_oracle,0.6110072342313103,1.0854173341185362,0.019213394555236643,0.002558662678083133,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004048000031616539,0.001272750028874725,0.003430499986279756,0.00875125004677102,1.9306198032722013,1.9306198032722013,True,0.3581434541250795,True,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,exact_mismatch_oracle,0.6054502543684448,1.0603090410943627,0.019362323493981357,0.0017048018784187294,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004048000031616539,0.0010614159982651472,0.003201582992915064,0.00831099902279675,,,,,,
development,2141,smooth_no_interface,9f619eafbf24c823c56e,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,high_order_teacher_b0p75,0.6095062106041829,1.03609231038395,0.02020340743148837,0.002756204036828971,False,,True,True,6,12,12,1,2,2,10,10,25,24,1,0,0.004048000031616539,0.0010614159982651472,0.0034207910066470504,0.008530207036528736,,,,,,0.00016412499826401472
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,low_cgls24_matched,0.7015379982984035,1.2068974796843341,0.008587500487078127,0.0006799021833777044,False,,True,False,,0,0,0,0,0,25,24,25,24,0,0,0.0,0.0,0.008484208025038242,0.008484208025038242,,,,,,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,component_damping,0.7003688609769152,1.097604623631082,0.009397008626309001,0.0019206680325667969,False,,True,False,,12,12,1,0,0,12,12,25,24,0,0,0.004495083005167544,0.0,0.0037784590385854244,0.008273542043752968,,,,,,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,residual_contrast_global_k6_total_measurement_oracle,0.6442990792263511,1.0885186877626145,0.008632232859993675,0.014620795808847004,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004495083005167544,0.000820583023596555,0.0036663750070147216,0.00898204103577882,1.953580525347295,2.5488091588019532,False,0.6853150805539475,True,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,residual_contrast_global_k6_total_adjoint_oracle,0.644520371950692,1.0888269844523357,0.008631532380202296,0.014421181830959319,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004495083005167544,0.000820583023596555,0.002909999981056899,0.008225666009820998,1.9544398464233887,2.5488091588019532,False,0.7269984743816603,True,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping_contrast_global_k6_total_measurement_oracle,0.6670743940422693,1.1275639638343462,0.008566330256498614,0.012105091227307092,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004495083005167544,0.0007918329793028533,0.003898082999512553,0.00918499898398295,1.6619328099215755,2.5488091588019532,False,0.7849748690631708,True,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,damping_contrast_global_k6_total_adjoint_oracle,0.6697092170781719,1.1371826712048856,0.008439573327298104,0.012711856862054435,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004495083005167544,0.0007918329793028533,0.003927792015019804,0.009214707999490201,1.7332897694821183,2.5488091588019532,False,0.751935928542696,True,
development,2141,single_interface,5b5cfa89f87acb09b4ba,3af6026bc2086d33e33cf414dca8611f9aad194cc0990f290583fbede29d2dd6,exact_mismatch_oracle,0.6249121754892889,1.0539377164379657,0.008782119279675728,0.017993037376378012,False,,True,True,6,12,12,1,2,2,10,10,25,24,0,0,0.004495083005167544,0.000820583023596555,0.0031784999882802367,0.008494166017044336,,,,,,
