method,model_seed,split,warm_checkpoint,case_count,paired_call_budget,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_mean,h1_gain_mean,measured_reprojection_ratio_mean,clean_reprojection_ratio_mean,measured_reprojection_ratio_to_componentwise_cgls_mean,clean_reprojection_ratio_to_componentwise_cgls_mean,field_harm_rate,worst_field_gain,breakdown_rate,null_component_relative_drift_maximum,recurrence_residual_closure_relative_error_maximum,neural_inference_seconds_mean
jacru_m2,17,ood,2,18,16,0.38850332115098496,0.6623315504465436,0.39971725385147394,0.3713579536482985,15.930225888314709,3.1735307992831863,13.16884009168819,3.1558806454054884,0.0,0.253382544486764,0.0,2.2094661166143773e-15,3.302923345403784e-15,0.004816905116765863
jacru_m2,17,ood,3,18,17,0.38410880031675765,0.6639755422056196,0.4030683164076375,0.34774673218152724,12.848773305867768,2.2384229791343575,10.741796100508775,2.233576497049447,0.0,0.2498380991842032,0.0,2.6338346044301454e-15,4.977030837555724e-15,0.004816905116765863
jacru_m2,17,ood,4,18,18,0.38577320193183723,0.6707192806287148,0.3968555932810223,0.34054576344018206,11.080222717016657,1.6848671634509875,9.038726117079456,1.6827434718521055,0.0,0.23321771278273873,0.0,2.1490627567991213e-15,8.178301864415093e-15,0.004816905116765863
jacru_m2,17,ood,5,18,19,0.38917581389343603,0.6784548692306578,0.3880842881867237,0.3361501907476636,10.113736692046103,1.3903608918228332,8.440576265521267,1.391696700362412,0.0,0.20499172730335413,0.0,2.28998904663004e-15,1.2679759203346148e-14,0.004816905116765863
jacru_m2,17,ood,6,18,20,0.39256577648642343,0.6856708184614427,0.3794094047995007,0.33146415382401634,10.014099488225185,1.2376445828684788,8.145586073237562,1.2349699917612709,0.0,0.18233683078449148,0.0,2.3046894825745782e-15,1.544769286285305e-14,0.004816905116765863
jacru_m2,17,ood,7,18,21,0.39637946621854336,0.6940490263798614,0.37013931395698685,0.32495846365869646,9.506833138544676,1.1252548736027894,7.734845912305805,1.1253566515856313,0.0,0.16178853195478615,0.0,2.313234186422839e-15,1.8648037586919006e-14,0.004816905116765863
jacru_m2,17,ood,8,18,22,0.3990324728310145,0.7001246787595922,0.36274569376014343,0.32025916903434515,9.745056864053247,1.0581158068368792,7.565707986434881,1.059667779746302,0.0,0.146001103426873,0.0,2.6750652074487706e-15,2.3552609415833658e-14,0.004816905116765863
jacru_m2,17,ood,9,18,23,0.40094345963287087,0.7045863494309053,0.35651554746871317,0.31662962190239585,9.932386497761902,1.026082807563252,7.79906296725452,1.0266816153102654,0.0,0.13776867149484484,0.0,2.4604708525344758e-15,3.345430049278451e-14,0.004816905116765863
jacru_m2,17,ood,10,18,24,0.40244503094367223,0.7079388571579841,0.35103230558027626,0.31370309237613614,9.912222878908857,1.007381413593012,7.962830329098878,1.0084056491562554,0.0,0.13111767752642056,0.0,2.48147662774525e-15,4.509258230276943e-14,0.004816905116765863
jacru_m2,29,development,0,6,13,0.4124200934145557,0.6335262481420435,0.3775258429625931,0.429931234375859,32.37754558076552,11.783026674555217,32.37754558076552,11.783026674555217,0.16666666666666666,-0.09770989149391518,0.0,0.0,0.0,0.004070930493374665
jacru_m2,29,development,1,6,15,0.38103837853480543,0.6258392997954217,0.4244114065297468,0.44380266931686957,20.50544500376675,5.236377469374856,16.294360937907467,5.0539754953679,0.0,0.04624329787274606,0.0,1.9648983029758898e-15,1.7700557208601165e-15,0.004070930493374665
