replicate,split,sample_index,reaction_family,selected_stage,field_gain_vs_component_s3_k4_percent,gradient_gain_vs_component_s3_k4_percent,front_gain_vs_component_s3_k4
4,selection,1,wavy_front,5,4.857489511220455,4.584260822197863,0.01219514012336731
4,selection,2,thin_front,4,3.4450000996304433,0.8286241300147486,-0.0024390220642089844
4,selection,3,double_front,5,5.505690319258107,7.651964475987165,0.06829267740249634
4,selection,4,annular_kernel,4,0.11823338916544106,0.32881262463858446,0.00975605845451355
4,selection,5,oblique_shock,4,0.23879833978874765,0.2006633221894993,0.0
4,selection,6,vortex_pair,3,0.8285817235337226,-0.3799427769873605,-0.009756088256835938
4,selection,7,multi_plume,3,2.648126300597265,1.8604419779635286,-0.012195110321044922
5,selection,0,plume,4,2.7282378431211374,2.168608383053577,0.002439141273498535
5,selection,1,wavy_front,5,9.22171930755159,8.085862004449194,0.06829267740249634
5,selection,2,thin_front,4,1.2814963560122015,1.5065700299995504,0.007317066192626953
5,selection,3,double_front,4,1.8000564884978985,2.1647236689619045,0.02439028024673462
5,selection,4,annular_kernel,4,0.2961744893379495,0.63272877996772,0.01707318425178528
5,selection,5,oblique_shock,4,1.4260475876153842,0.9115539173427093,0.004878103733062744
5,selection,6,vortex_pair,5,10.38726010705404,9.681853692634043,0.060975611209869385
5,selection,7,multi_plume,5,2.4113396743732256,2.4953769821651335,-0.014634132385253906
6,selection,0,plume,4,2.388501869086275,1.608375155771678,-0.0048781633377075195
6,selection,1,wavy_front,5,6.4203638036975885,4.518026179886859,0.02195119857788086
6,selection,2,thin_front,5,12.078869369144769,10.894152977399049,0.060975611209869385
6,selection,3,double_front,5,9.278605638212749,4.609657128806198,0.014634132385253906
6,selection,4,annular_kernel,3,0.34464345551436015,0.4571679069726419,-0.019512176513671875
6,selection,5,oblique_shock,4,4.507238965447218,2.5575408578828527,0.019512206315994263
6,selection,6,vortex_pair,4,1.055338421293812,0.9834573664853192,0.0
6,selection,7,multi_plume,4,1.8049016615663294,1.8957808004688725,0.009756147861480713
7,selection,0,plume,4,1.0626955851455662,0.7377590461636602,-0.0024390220642089844
7,selection,1,wavy_front,5,3.6074301186210334,4.453920127325943,0.036585330963134766
7,selection,2,thin_front,4,4.006031870327053,3.574078489602474,0.009756088256835938
7,selection,3,double_front,4,1.9740178052127035,2.3160017827656785,0.01707315444946289
7,selection,4,annular_kernel,4,0.1749267198461416,0.09407608175911225,0.0024390220642089844
7,selection,5,oblique_shock,4,0.07444809814325896,0.10588846273364635,0.0024390369653701782
7,selection,6,vortex_pair,4,2.322601154263708,2.4852734577655804,0.02682936191558838
7,selection,7,multi_plume,5,2.767561620279543,4.487103797571572,0.004878103733062744
8,opened_diagnostic_check,0,plume,4,2.438722887944086,2.3704508820911956,0.0
8,opened_diagnostic_check,1,wavy_front,5,12.261256373270923,10.991391173097295,0.07560980319976807
8,opened_diagnostic_check,2,thin_front,5,-1.6202781587384136,-1.245009818742035,-0.009756088256835938
8,opened_diagnostic_check,3,double_front,5,13.70169355542197,12.15297423948796,0.07560974359512329
8,opened_diagnostic_check,4,annular_kernel,4,0.9824067184710218,0.21105612152719805,0.0
8,opened_diagnostic_check,5,oblique_shock,4,0.941764059534512,0.6548637553946219,0.007317066192626953
8,opened_diagnostic_check,6,vortex_pair,5,7.827124200422475,8.083866485470699,0.06341463327407837
8,opened_diagnostic_check,7,multi_plume,4,1.0736812850228445,1.3103714554169434,-0.0024390816688537598
9,opened_diagnostic_check,0,plume,5,11.562525911687796,10.066937612304837,0.0073171257972717285
9,opened_diagnostic_check,1,wavy_front,5,10.858319209916857,7.520882947952593,0.08292680978775024
9,opened_diagnostic_check,2,thin_front,4,2.2572060435328427,2.206072906500145,0.0
9,opened_diagnostic_check,3,double_front,5,6.438126873555298,8.65133271376683,0.0707317590713501
9,opened_diagnostic_check,4,annular_kernel,5,-6.550968999470601,-0.9698924456394181,-0.01219514012336731
9,opened_diagnostic_check,5,oblique_shock,4,1.1414071357867843,0.7800281229325812,0.009756088256835938
9,opened_diagnostic_check,6,vortex_pair,5,8.431923333360595,5.24426448619512,0.029268324375152588
9,opened_diagnostic_check,7,multi_plume,4,1.3516662017279957,1.346401928350872,0.009756088256835938
10,opened_diagnostic_check,0,plume,4,0.9407087997043354,1.012671105699208,0.002438962459564209
10,opened_diagnostic_check,1,wavy_front,5,7.788495395317026,7.392868749672647,0.041463375091552734
10,opened_diagnostic_check,2,thin_front,4,2.896478533629168,1.1797162361631872,0.017073214054107666
10,opened_diagnostic_check,3,double_front,5,9.65456978434001,7.222286856380849,0.06585371494293213
10,opened_diagnostic_check,4,annular_kernel,3,-0.9198779754840442,-0.6423624966937531,-0.07560974359512329
10,opened_diagnostic_check,5,oblique_shock,4,0.6320275836205657,0.4871262523421981,0.004878044128417969
10,opened_diagnostic_check,6,vortex_pair,3,-2.6300253717402735,-2.0052356743788953,-0.04878050088882446
10,opened_diagnostic_check,7,multi_plume,4,1.6060387607823032,1.389693868528953,0.009756088256835938
11,opened_diagnostic_check,0,plume,3,-17.53150771879334,-9.152262651665406,0.007317006587982178
11,opened_diagnostic_check,1,wavy_front,5,8.535879387500268,8.455075092664122,0.05121952295303345
11,opened_diagnostic_check,2,thin_front,4,0.7723029252335549,0.9740903689300909,0.0024390220642089844
11,opened_diagnostic_check,3,double_front,5,3.3196631080866625,7.891290361797334,0.0731707215309143
11,opened_diagnostic_check,4,annular_kernel,3,11.765437927171453,4.534326293095457,0.09024390578269958
11,opened_diagnostic_check,5,oblique_shock,4,0.9319874866779684,0.5477239042218032,0.012195110321044922
11,opened_diagnostic_check,6,vortex_pair,3,-1.800076463871073,-0.8779357573362195,-0.02195119857788086
11,opened_diagnostic_check,7,multi_plume,4,1.1305145229634734,1.3005385347074299,0.009756088256835938
12,opened_diagnostic_check,0,plume,5,15.761987096622885,9.30835279001514,-0.01707315444946289
12,opened_diagnostic_check,1,wavy_front,4,2.9885246442416253,2.749608867611568,0.0024390220642089844
12,opened_diagnostic_check,2,thin_front,4,1.331902457901871,1.4067022875096293,-0.0024390220642089844
12,opened_diagnostic_check,3,double_front,4,1.9711215710731225,2.4453239656072077,0.019512176513671875
12,opened_diagnostic_check,4,annular_kernel,4,0.6285108445413788,0.655217816772468,0.0
12,opened_diagnostic_check,5,oblique_shock,4,0.2799096251580977,0.2745946532915622,0.0030777454376220703
12,opened_diagnostic_check,6,vortex_pair,4,1.4174211864943715,1.8050024171023835,0.009756147861480713
12,opened_diagnostic_check,7,multi_plume,5,1.4909097196420167,1.867161601083976,0.06341466307640076
13,opened_diagnostic_check,0,plume,5,20.63330299327166,15.346623408329718,0.05121952295303345
13,opened_diagnostic_check,1,wavy_front,4,1.4965206111518123,1.7276532331790946,0.0024390220642089844
13,opened_diagnostic_check,2,thin_front,5,7.830373846185211,3.591087265447003,0.0317072868347168
13,opened_diagnostic_check,3,double_front,4,2.0835311452970466,1.9843143744257241,0.009756088256835938
13,opened_diagnostic_check,4,annular_kernel,4,0.4629011661832235,0.5951460948384522,0.012195110321044922
13,opened_diagnostic_check,5,oblique_shock,4,0.6329861058918435,0.6372206259503144,0.0
13,opened_diagnostic_check,6,vortex_pair,3,-1.8002443461818258,-1.3092451490890151,0.0
13,opened_diagnostic_check,7,multi_plume,4,1.12870322491983,1.0448906372466833,0.004878044128417969
14,opened_diagnostic_check,0,plume,4,2.4861432024851564,1.8536136762882942,-0.0024390220642089844
14,opened_diagnostic_check,1,wavy_front,4,1.7642824176819103,1.501234106071987,0.007317066192626953
14,opened_diagnostic_check,2,thin_front,4,3.6862813725247516,3.859987478226351,0.009756088256835938
14,opened_diagnostic_check,3,double_front,4,2.2533628514730806,1.8665473195320519,0.004877984523773193
14,opened_diagnostic_check,4,annular_kernel,5,-6.404951545593246,-1.5273131322855744,-0.03414633870124817
14,opened_diagnostic_check,5,oblique_shock,5,7.746393820093792,3.9730321571815628,0.014634102582931519
14,opened_diagnostic_check,6,vortex_pair,3,0.5011048364327771,-1.1672707608367259,-0.02439028024673462
14,opened_diagnostic_check,7,multi_plume,5,3.088561595071812,4.703241356049718,0.11463415622711182
15,opened_diagnostic_check,0,plume,5,9.194670595767867,9.713938294555346,0.017073094844818115
15,opened_diagnostic_check,1,wavy_front,5,10.74597112358734,9.809799627363354,0.08048778772354126
15,opened_diagnostic_check,2,thin_front,5,13.209217114878971,9.961307258020621,0.04146340489387512
15,opened_diagnostic_check,3,double_front,5,7.284276167637772,13.286829453195363,0.12439024448394775
15,opened_diagnostic_check,4,annular_kernel,4,0.17456095800135552,0.23014447766150084,0.02439025044441223
15,opened_diagnostic_check,5,oblique_shock,5,5.694719749479119,3.5877803351622815,0.07073169946670532
15,opened_diagnostic_check,6,vortex_pair,3,-8.61490056172666,-4.880022619068579,-0.05365854501724243
15,opened_diagnostic_check,7,multi_plume,4,2.4407955741898,2.577932100695704,0.007317066192626953
