candidate_id,method,model_seed,case_id,split,family,base_seed,uses_truth,uses_exact_nuisance,raw_field_relative_l2,candidate_field_relative_l2,field_gain_to_raw,raw_h1_seminorm_relative_error,candidate_h1_seminorm_relative_error,h1_gain_to_raw,field_harm_vs_raw
paired_structured_sensor,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,False,0.2548049210396155,0.24923849943159948,0.021845816734248166,0.47822240638337404,0.5156206171301371,-0.07820254811896496,False
unpaired_isotropic_sensor,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,False,0.2548049210396155,0.25338415774964934,0.005575886384648208,0.47822240638337404,0.5266114840109608,-0.10118529993928169,False
unpaired_structured_sensor,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,False,0.2548049210396155,0.2515891234826664,0.012620625786301614,0.47822240638337404,0.5170289756431539,-0.08114753458178613,False
paired_exact_mean_iid_sensor_oracle,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,True,0.2548049210396155,0.2492046681378939,0.021978590047917062,0.47822240638337404,0.5154297321247645,-0.07780339282464038,False
unpaired_exact_covariance_sensor_oracle,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,True,0.2548049210396155,0.25158887300409144,0.012621608807249229,0.47822240638337404,0.5170724950755008,-0.08123853707720671,False
paired_structured_truth_residual_oracle,pooled_cnn,17,5639798ee009ab4df707,development,smooth_no_interface,2129,True,False,0.2548049210396155,0.24736720433283216,0.029189847183630206,0.47822240638337404,0.4724504444212986,0.01206961841400691,False
paired_isotropic_sensor,pooled_cnn,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.43932050535202904,0.4558066581713826,-0.037526481506123074,0.6985629456282035,0.7597512135189437,-0.08759163118180395,True
paired_structured_sensor,pooled_cnn,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.43932050535202904,0.45573355646294256,-0.0373600842914484,0.6985629456282035,0.7597300773858904,-0.08756137459120521,True
unpaired_isotropic_sensor,pooled_cnn,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.43932050535202904,0.4563975250305386,-0.03887143775550763,0.6985629456282035,0.7611844335484295,-0.08964330030976907,True
unpaired_structured_sensor,pooled_cnn,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.43932050535202904,0.45387208884300984,-0.033122932605480264,0.6985629456282035,0.7569817810014715,-0.0836271602135053,True
