strategy,model_seed,cumulative_epochs,block_index,block_seed,batch_order_contract_sha256,endpoint_validation_rel_l2,candidate_best_val_rel_l2,selected_validation_rel_l2,relative_validation_improvement_pct,retained_previous_checkpoint,selected_checkpoint_epoch,best_epoch_in_block,train_seconds_block,cumulative_train_seconds,ending_learning_rate,selected_checkpoint_sha256,endpoint_checkpoint_sha256
restart_adam_restart_cosine,20260903,240,18,20270921,1bc9846109bcd502eb3a0d4c57ce830eda22b34428700a37e1af0425673f2a67,0.09883206412196159,0.09872957468032836,0.09872957468032836,0.7981976782690385,False,237,9,2.1765987920807675,43.53997650113888,0.0,c21b0d5a46610b854ab2b6d7e6b46d68d1b8cd48ebfac7cd0cfe547a806a4528,da446a204a757f12002338cda778407db2b0f4e72b58c5033b99db1871025cc5
carry_adam_restart_cosine,20260903,24,0,20261004,215d5449504627e1f1988524fb0f425ad99ecfb9df0704e0f88b5a6f76458da4,0.16183300837874412,0.16183300837874412,0.16183300837874412,0.0,False,24,24,4.290174999972805,4.290174999972805,0.0,ac3e53b20e03dec1bb01fae69a7ee34837990a8aa08efcc2312fdf6edb5e7af1,ac3e53b20e03dec1bb01fae69a7ee34837990a8aa08efcc2312fdf6edb5e7af1
carry_adam_restart_cosine,20260903,36,1,20270904,41225d4c91784d8eaf4cc0f2c2ac600fb7c3a8b1e3e7986a929ceccc0938a523,0.14492738768458366,0.14492738768458366,0.14492738768458366,10.446336543711226,False,36,12,2.1962297500576824,6.486404750030488,0.0,6441597a15123e1152442c987c40353b4d4dbe9d76c284455e1ffe990cc2763d,6441597a15123e1152442c987c40353b4d4dbe9d76c284455e1ffe990cc2763d
carry_adam_restart_cosine,20260903,48,2,20270905,b35200816b01583382d6ee8f87f30cc0fd8bb41fa35743581e7b94e2247b5aea,0.1338907852768898,0.1338907852768898,0.1338907852768898,7.615263466721342,False,48,12,2.1842393749393523,8.67064412496984,0.0,9b782eb79fd7dbddf6a8bdab706613899e222fcffeb887e6c71cf8a088b41b20,9b782eb79fd7dbddf6a8bdab706613899e222fcffeb887e6c71cf8a088b41b20
carry_adam_restart_cosine,20260903,60,3,20270906,67a95174008f6ca00d94c57e107ca349b0c3d21eb9f66bd317686f0b116a1537,0.1262922428548336,0.1262922428548336,0.1262922428548336,5.6751795176086715,False,60,12,2.18679562502075,10.85743974999059,0.0,4d3fdd1050d8291a097487279d341c8b543807cf1c53df0050abd64fcd81eeb9,4d3fdd1050d8291a097487279d341c8b543807cf1c53df0050abd64fcd81eeb9
carry_adam_restart_cosine,20260903,72,4,20270907,b69b0f91ae12562b39b77987a740050a044113ec5e8f66dc5c94e7b6f0752990,0.12029928714036942,0.12029928714036942,0.12029928714036942,4.745307850225857,False,72,12,2.1886113330256194,13.04605108301621,0.0,55b1cc41781e205c6fc9ee76e648f7344a6596044fdf8152c34b4ee5eb82a339,55b1cc41781e205c6fc9ee76e648f7344a6596044fdf8152c34b4ee5eb82a339
carry_adam_restart_cosine,20260903,84,5,20270908,a7def47860a39bc67ddc67552d7ae34f99e28332d3379d0a116f5cccdc732c77,0.11549629494547844,0.11549629494547844,0.11549629494547844,3.9925358736720904,False,84,12,2.2120390420313925,15.258090125047602,0.0,3e9b6c3e411769c987a32ea8ba022af84c63a4d7b6cd5a0e866125d64c33d951,3e9b6c3e411769c987a32ea8ba022af84c63a4d7b6cd5a0e866125d64c33d951
carry_adam_restart_cosine,20260903,96,6,20270909,711d551c20f7b54c1acf29daf778abdf521d9e25c9b60a969e6397250ab202c1,0.11165657043457031,0.11165657043457031,0.11165657043457031,3.324543451967429,False,96,12,2.1650963339488953,17.423186458996497,0.0,e3346f9c60a2b7619f67e10872767f97927cfd642f4509671d2b3bc83bb6a05a,e3346f9c60a2b7619f67e10872767f97927cfd642f4509671d2b3bc83bb6a05a
carry_adam_restart_cosine,20260903,108,7,20270910,fe23b47ecf4b9152bc5df64073ea27a3d73fc35c67fff2b66f515dfbe7084e0a,0.10855328217148781,0.1085459642112255,0.1085459642112255,2.7858693950659443,False,107,11,2.136595999938436,19.559782458934933,0.0,01b187fd718920f40ea0a92b667b707546855a4ed4e7e49aefb00a03dad26665,2d15273bb0849f5e8494656e96cfd85aad76d274518603bc6009227645833e7f
carry_adam_restart_cosine,20260903,120,8,20270911,01e187b3417d64a293b488dcb0ae855a7b2c83639a6d20aeb1c82a4588729a26,0.10610712990164757,0.10609398633241654,0.10609398633241654,2.25893048774705,False,118,10,2.1463956660591066,21.70617812499404,0.0,acea0daadfa545b4706ecc630efb43e62863cc0385aee08aecd892226a63709c,8650237f91748570e3c42d414fb23132763c590de286f5ae5ed7d36b7bcb4745
