method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,29,ood,cg_undamped,8,18,22,0.0,0.4209696759260939,0.7301655069909113,0.3264962593365874,0.2824103919971274,15.224454098405662,0.06867635519147121,0.11217455250261545,0.06867635519147121,0.04300381743582918,1.0063129438265337,1.0,0.0,0.108736513181926,0.0
jacru_m2,29,ood,cg_undamped,12,18,26,0.0,0.42209038095186535,0.7328251433014277,0.31157066696380536,0.28080445832331413,23.558098269870325,0.023418031208268204,0.045566828666827694,0.023418031208268207,0.017334184562238234,1.0009466269211398,1.0,0.0,0.09258177672968831,0.0
jacru_m2,43,development,cg_damped_1e-4,0,12,14,0.0001,0.3585775881888921,0.5702738193509455,0.45458664895100154,0.4107071211944066,37.80629076121831,1.0,1.0,1.0,0.3804537119818654,1.0179444464581076,1.0,0.0,0.04749678386647725,0.0
jacru_m2,43,development,cg_damped_1e-4,1,12,15,0.0001,0.3417122443382235,0.5844742734946129,0.47848713885550054,0.4030578789543448,20.10861339016522,0.43636632607159037,0.5350471145853604,0.4363662805570622,0.23180840957922064,1.086081380282643,1.0,0.0,0.10800413769626835,0.0
jacru_m2,43,development,cg_damped_1e-4,2,12,16,0.0001,0.33645100647855203,0.591871241025808,0.48541830505564315,0.40149170692887043,16.016088102168055,0.2842947065189693,0.4516799405938554,0.28429458434825594,0.18299741363629562,1.1062299542256464,1.0,0.0,0.125287559530988,0.0
jacru_m2,43,development,cg_damped_1e-4,4,12,18,0.0001,0.34401304108113107,0.6081195040946572,0.46891246183799656,0.3944381478801185,15.459355088501963,0.17328872215131472,0.3639761872852932,0.17328822846405156,0.11650151555866979,1.0713582773987347,1.0,0.0,0.06997791655866374,0.0
jacru_m2,43,development,cg_damped_1e-4,8,12,22,0.0001,0.3570036450801147,0.631280393593403,0.43817485761362773,0.3804895291145139,21.165649560731993,0.07623485631450298,0.14191746039477968,0.07623259073197576,0.049653265043314805,1.0149413530108877,1.0,0.0,-0.0034479472786306874,0.0
jacru_m2,43,development,cg_damped_1e-4,12,12,26,0.0001,0.35997359031979076,0.6365549809125136,0.42312102859136425,0.3763829874827365,33.2433692316722,0.03282929491137548,0.07095613055655191,0.03282312695841233,0.02160468498700591,1.0026988307855251,1.0,0.08333333333333333,-0.020964805572713047,0.0
jacru_m2,43,development,cg_damped_1e-6,0,12,14,1e-06,0.3585775881888921,0.5702738193509455,0.45458664895100154,0.4107071211944066,37.80629076121831,1.0,1.0,1.0,0.3804537119818654,1.0179444464581076,1.0,0.0,0.04749678386647725,0.0
jacru_m2,43,development,cg_damped_1e-6,1,12,15,1e-06,0.34171709754779167,0.5844907003146181,0.4784792286474262,0.40304094917482264,20.112301138877772,0.436453115217603,0.5351962074068984,0.4364531152130507,0.23180840179280038,1.0860666752833463,1.0,0.0,0.10800505532226633,0.0
jacru_m2,43,development,cg_damped_1e-6,2,12,16,1e-06,0.3364590605386291,0.5919018861923163,0.4854052821169246,0.4014604056927817,16.0230921434403,0.28443378000240216,0.451955050743858,0.28443377999018316,0.18299738632863524,1.1062049312417725,1.0,0.0,0.1252887253049333,0.0
jacru_m2,43,development,cg_damped_1e-6,4,12,18,1e-06,0.34405910549177454,0.608231230982681,0.4688431640262895,0.3943265040481578,15.481541723971139,0.1736101392128081,0.36489623951347533,0.1736101391634277,0.11650120130091736,1.071171964055474,1.0,0.0,0.06977431082493074,0.0
