rig_id,method,total_discrepancy_relative_error,parameter_gap_relative_error,relative_operator_error,mean_probe_forward_relative_error,mean_probe_gradient_cosine,worst_probe_gradient_cosine
dco-rig-033,first_order_tangent_oracle,0.4980073876299176,1.2198490868770184,0.0836997050539315,0.021849860297610057,0.9993147085856248,0.9990384478044608
dco-rig-033,diagonal_second_order_oracle,3.3890181209402277,8.301263722036905,0.5695895767633096,0.11926034715884512,0.981506539857302,0.9715877565476301
dco-rig-033,additive_secant_oracle,0.25951757383010177,0.6356778701050958,0.04361691196844907,0.006585741305259157,0.9998386323279329,0.9997836247525693
dco-rig-034,low_fidelity_nominal,1.0,2.66083635745427,0.16207425978747564,0.06014940867397092,0.9949105425017406,0.9941559957728321
dco-rig-034,high_fidelity_nominal,0.3758216837343355,1.0,0.06091102120332521,0.025513783197673855,0.9995296252866466,0.999040056185203
dco-rig-034,first_order_tangent_oracle,0.3198716479793007,0.851126110662137,0.05184296057324514,0.008556198235576984,0.9996568554046869,0.9992477727246741
dco-rig-034,diagonal_second_order_oracle,1.9666572286421369,5.232953056621253,0.31874451458786257,0.027992261603838123,0.9908556715441083,0.9770348762865254
dco-rig-034,additive_secant_oracle,0.16768407825694623,0.4461798919922896,0.0271772728616397,0.005345831432663017,0.9998892791685629,0.9998501616785602
dco-rig-035,low_fidelity_nominal,1.0,1.789761926967565,0.18775143632494862,0.09361104445926634,0.9962810070226785,0.9937964859667545
dco-rig-035,high_fidelity_nominal,0.5587335303831852,1.0,0.10490302285235233,0.06137568297940436,0.9985518241021804,0.9967747301319364
dco-rig-035,first_order_tangent_oracle,0.6182818014410671,1.106577228356142,0.11608329627413705,0.0513464985846715,0.9983676422495377,0.9977478623984931
dco-rig-035,diagonal_second_order_oracle,5.1902139856619405,9.28924738435232,0.9744701306418656,0.39463395990150896,0.8982817708234067,0.6122087656070869
dco-rig-035,additive_secant_oracle,0.2659880736664374,0.4760553272756336,0.04993964287617986,0.0163755186961414,0.9995928581615006,0.9993044165109879
dco-rig-036,low_fidelity_nominal,1.0,1.8526084874664261,0.1703024136922192,0.07822844107186336,0.9957151183670381,0.9948597777806911
dco-rig-036,high_fidelity_nominal,0.5397794551657114,1.0,0.09192574407619167,0.05084679709724385,0.999208978463272,0.999029165643274
dco-rig-036,first_order_tangent_oracle,0.6700406290387607,1.2413229563045511,0.11410953639715384,0.0315453044323379,0.9993386971938004,0.9988023517805703
dco-rig-036,diagonal_second_order_oracle,11.710088557629927,21.694209450848682,1.9942563459140146,0.41593845693707404,0.8659785434988905,0.5757698584481745
dco-rig-036,additive_secant_oracle,0.39160854722151134,0.7254973183469686,0.0666918808143268,0.013539083144462588,0.9997731851520845,0.999623914654669
dco-rig-037,low_fidelity_nominal,1.0,2.3049508853167997,0.17514512598595772,0.07543915905739347,0.9959796149512405,0.995243469050435
dco-rig-037,high_fidelity_nominal,0.4338487237928963,1.0,0.0759864893875538,0.03645398900423621,0.999158209890892,0.9979536729974292
dco-rig-037,first_order_tangent_oracle,0.3984395723367043,0.9183836450027336,0.0697847490947032,0.01597430043538482,0.9994086566348938,0.9990883687577786
dco-rig-037,diagonal_second_order_oracle,3.244223864182467,7.4777766679132665,0.5682099974188888,0.16225822067507456,0.9482654130100473,0.8812121159388212
dco-rig-037,additive_secant_oracle,0.23696327606424075,0.5461887129518409,0.04150296284031673,0.010960877245803434,0.9997624432922145,0.9996644650257696
dco-rig-038,low_fidelity_nominal,1.0,2.113592492015992,0.1611881835374892,0.06886605941508876,0.9954643880227331,0.9946613119596556
dco-rig-038,high_fidelity_nominal,0.4731281000370027,1.0,0.07626265902550794,0.036001345118026426,0.9992312625171967,0.998849112417818
dco-rig-038,first_order_tangent_oracle,0.48575862904502215,1.0266957912815402,0.07829855105342816,0.024035735062652188,0.9993066430505889,0.9987938268887709
dco-rig-038,diagonal_second_order_oracle,5.554030933278613,11.738958081002249,0.8952441574462054,0.17481100204004876,0.9206151966617918,0.8822432379770846
dco-rig-038,additive_secant_oracle,0.3355375013675371,0.7091895436802321,0.05408468035414111,0.014241775039531689,0.9997327931299981,0.9995061019281545
dco-rig-039,low_fidelity_nominal,1.0,2.3000473798409904,0.17880081144459342,0.08956321384287375,0.9950638757373174,0.9934458096776796
dco-rig-039,high_fidelity_nominal,0.4347736523884709,1.0,0.07773788184178819,0.04387252853620809,0.9992763771715725,0.9990187226168061
dco-rig-039,first_order_tangent_oracle,0.5688680400761862,1.3084234450525116,0.10171406717051759,0.017309207383520687,0.9994022277354593,0.9981727774250869
dco-rig-039,diagonal_second_order_oracle,4.624916955266632,10.637528124943188,0.8269389044655322,0.08393624960558949,0.9405485929945857,0.8429627718417178
dco-rig-039,additive_secant_oracle,0.26217738350458697,0.6030204039832917,0.04687752891304051,0.004824992891852445,0.9997585166976618,0.999591663042357
dco-rig-040,low_fidelity_nominal,1.0,2.4626282669127213,0.16269767066621801,0.06368202778575151,0.9957553326105253,0.9947270462150328
dco-rig-040,high_fidelity_nominal,0.40607021913772307,1.0,0.06606667878062825,0.02436781006204767,0.9995838572262374,0.9994785063475313
dco-rig-040,first_order_tangent_oracle,0.48049559237620415,1.183282027912613,0.078175513644993,0.01952491123518139,0.9994108004371124,0.9991939316706527
dco-rig-040,diagonal_second_order_oracle,4.319206924887338,10.63660106387273,0.7027249058045684,0.16460657670855974,0.9576082460558776,0.9058213675285581
dco-rig-040,additive_secant_oracle,0.2345274542489856,0.5775539382006319,0.03815707051358797,0.011826104822892826,0.9998702140313962,0.9996606880509471
dco-rig-041,low_fidelity_nominal,1.0,1.7335315257852777,0.17938442447285458,0.0969287893151508,0.994666125558363,0.9931981748886001
dco-rig-041,high_fidelity_nominal,0.5768571180423194,1.0,0.103479182123091,0.05680828768363676,0.9990496894833579,0.9978860089875119
dco-rig-041,first_order_tangent_oracle,0.6871547429158056,1.1912044099374266,0.12326485808174412,0.028099028907419284,0.9983466653033131,0.9978784459163017
dco-rig-041,diagonal_second_order_oracle,8.232764201418648,14.271756287515684,1.4768296680922044,0.18382818761551717,0.8184765108359479,0.7335185022230337
dco-rig-041,additive_secant_oracle,0.21940812645304544,0.38035090421983697,0.039358400488446854,0.010579152033869827,0.9998970459994021,0.9998252488498652
