family,phantom_seed,noise_fraction,rig_name,network_repeat_id,base_model_seed,residual_seed,omitted_view_index,omitted_view_degrees,base_best_step,residual_selected_step,residual_admitted,normalized_development_improvement,worst_renderer_relative_change,mean_renderer_relative_change,normalized_total_l2_change,normalized_total_h1_change,normalized_total_huber_change,selected_normalized_residual_l2,selected_normalized_residual_h1,correction_l2
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,101,307,0,0.0,40,80,True,0.11410787357797791,-0.026882380239071968,-0.11410787357797794,-0.09972095489501953,0.30716490745544434,0.07413369417190552,0.005318952724337578,0.14911682903766632,0.625826358795166
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,101,307,1,45.0,180,220,True,0.0967363478226062,-7.923992349090359e-05,-0.09673634782260618,-0.055429697036743164,-0.10027629137039185,-0.03120177984237671,0.0010755775729194283,0.015421075746417046,0.17236469686031342
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,101,307,2,90.0,40,40,True,0.09889481702122382,-0.05793639357253855,-0.0988948170212238,-0.12031728029251099,-0.04846298694610596,-0.02271038293838501,0.005280173849314451,0.013319610618054867,0.4274488389492035
smooth_plume,3301,0.08,sparse_four_view,base101_residual307,101,307,3,135.0,140,240,True,0.08159109789953822,-0.0066088567196521675,-0.08159109789953825,-0.02481973171234131,-0.029288649559020996,-0.008409559726715088,0.00048078890540637076,0.011537383310496807,0.17949411273002625
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,211,419,0,0.0,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,211,419,1,45.0,140,180,True,0.16042541918008824,-0.014472593753225182,-0.16042541918008818,-0.02485865354537964,-0.015515744686126709,-0.0009761452674865723,0.0003022471792064607,0.007505110464990139,0.18631356954574585
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,211,419,2,90.0,40,60,True,0.06649658909949374,-0.008473963392325645,-0.06649658909949371,-0.06316953897476196,-0.17733770608901978,-0.06543359160423279,0.002568407915532589,0.03880046680569649,0.3265135586261749
smooth_plume,3301,0.08,sparse_four_view,base211_residual419,211,419,3,135.0,140,240,True,0.1721887933348688,-0.007040485464789192,-0.17218879333486878,-0.02095353603363037,0.011727094650268555,0.008805453777313232,0.0002890036266762763,0.008680814877152443,0.2292637676000595
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,0,0.0,220,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,1,30.0,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,2,60.0,200,80,True,0.0871319050760313,-0.011032540078299902,-0.08713190507603141,-0.02412247657775879,0.02084970474243164,0.003915458917617798,0.00024670243146829307,0.004571001045405865,0.12290522456169128
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,3,90.0,60,40,True,0.022226222224341008,-0.0035467903637612652,-0.02222622222434098,-0.0185965895652771,0.06408524513244629,0.015580445528030396,0.0005326135433278978,0.012978754006326199,0.2002660185098648
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,4,120.0,240,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base101_residual307,101,307,5,150.0,160,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,0,0.0,60,20,True,0.05893317855981861,-0.01552056299509541,-0.058933178559818555,-0.02287966012954712,-0.025755703449249268,-0.010903775691986084,0.00024069736537057906,0.0033624363131821156,0.08871759474277496
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,1,30.0,240,40,True,0.017209813924520923,-0.0007777361873371191,-0.017209813924520895,-0.00994020700454712,0.030687928199768066,0.009417742490768433,0.00020438258070498705,0.004395447205752134,0.14763380587100983
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,2,60.0,180,240,True,0.0866198936002236,-0.00917099128090515,-0.08661989360022357,-0.0216255784034729,0.04011833667755127,0.01921534538269043,0.0002856322389561683,0.007176827173680067,0.15985804796218872
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,3,90.0,80,240,True,0.0691630704776438,-0.05108375974767876,-0.0691630704776438,0.02878749370574951,0.05809140205383301,0.020284950733184814,0.0007166123832575977,0.022513266652822495,0.2328566014766693
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,4,120.0,220,40,True,0.06741395289062546,-0.03633102374030572,-0.06741395289062538,-0.002015829086303711,0.020012736320495605,0.00551268458366394,0.00013377299183048308,0.003442920045927167,0.1455926150083542
smooth_plume,3302,0.02,coarse_ray_six_view,base211_residual419,211,419,5,150.0,180,40,True,0.08801881926344479,-0.038997935513120585,-0.08801881926344485,-0.010796129703521729,0.04131591320037842,0.012286156415939331,0.00033889838960021734,0.003127467120066285,0.14053478837013245
smooth_plume,3302,0.02,nominal_six_view,base101_residual307,101,307,0,0.0,220,0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
